REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,body,2013-09-18 22:19:56,00:00,,1,,"b'b"" For names 17 and 18", the line ended with \'- \', i.e. therewere four spaces at the end. Why did 4 spaces get there.  In RStudio version 0.98_308, as in the previousdevelopment version, typing the \'Enter\' key in a code file takes one, not to thebeginning of the next line, but to the end of a line that has four spaces. (This, even though I turned off \'Auto-indent code after paste\' under the Code Editing option.)  Before typing on a new line, I navigated to the start of the line," without deleting the spaces. I am using knitr_1.4.1""'",,,,,,,,,,,,,,,
knitr,606,closed,1,2013-09-18 22:19:56,22.25,,1,,"b'b"" Actually", 1 space following the final \'\' is enough to trigger the problem.I have not tried other possibilities, e.g.," \'-\'. It would be worth mentioning the use of knitr:::knit_code$get() in documentsthat describe code externalization. It is a vital aid for checking out issueswith the input of external code chunks.""'",,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,closed,2013-09-18 23:29:39,69.72,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,2,2013-09-18 22:19:56,51.0,,1,,"b'b"" A further note.  What I identified as an RStudio issue (the initialreason for the 4 spaces) arose because I\'d accidentally created an uncompleted code line in an earlier code chunk.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,reopened,2013-09-18 23:33:11,3.53,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,closed,2013-09-20 04:43:42,310.52,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,3,2013-09-18 22:19:56,311.23,,,1,"b""b' should be fixed now; thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,opened,2013-10-30 10:15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,title,2013-10-30 10:15:15,00:00,,1,,"b""b' Sexpr should never evaluate to NA'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,body,2013-10-30 10:15:15,00:00,,1,,"b'b"" Can you add an option to detect when \\\\Sexpr evaluates to NA? Sometimes I write code that gets broken and I don\'t notice until somebody else finds NAs in my document.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,1,2013-10-30 10:15:15,6.37,,1,,"b""b' @jpritikin: Perhaps you can implement an [  hook]url  that checks for before calling the installed hook?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,2,2013-10-30 10:15:15,117.22,,,1,"b""b' Great idea. Got it working.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,closed,2013-10-30 12:18:50,123.58,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,reopened,2013-10-30 12:36:30,17.67,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,3,2013-10-30 10:15:15,18.08,,1,,"b""b' If I add this then all my figures fail to show correctly: Ideas?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,4,2013-10-30 10:15:15,0.88,,1,,"b""b' Those are double \\\\"," by the way. Maybe markdown swallowed the second backslash.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,5,2013-10-30 10:15:15,5.83,,1,,"b""b' Use three backticks '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,6,2013-10-30 10:15:15,40.3,,1,,"b""b' @jpritikin: Besides that"," could you please provide a [self-containing example]url '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,7,2013-10-30 10:15:15,158.15,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,8,2013-10-30 10:15:15,18.22,,1,,b'b\' The example works, but I\\\'m getting LaTeX errors. Also," it\\\'s not what I\\\'d consider ""short""...\''",,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,9,2013-10-30 10:15:15,64.0,,1,,"b'b\' ""The example works"" -you mean you can reproduce the problem of figures not being shown correctly? ""I\\\'m getting LaTeX errors"" -I can try to reduce it more.\''",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,10,2013-10-30 10:15:15,522.25,,1,,"b""b' I do not see any problems in the new hook: So"," yes please reduce the example until you find out the real problem.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,11,2013-10-30 10:15:15,802.87,,1,,"b""b' On Wed", Oct 30, 2013 at 07:06:36PM -0700, Yihui Xie wrote:I reduced it much more. Can you take another look? ##  Joshua N. PritikinDepartment of PsychologyUniversity of Virginia485 McCormick Rd, Gilmer Hall Room 102Charlottesville," VA 22904url ~jnp3bc'""",,,,,,,,,,,,,,,,,,,
knitr,644,closed,12,2013-10-30 10:15:15,17.37,,,1,"b'b"" Thanks. This happens as soon as the hook is set: url  . @yihui: Could you take a look"," please? I have no clue what\'s going on. Doing works.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,13,2013-10-30 10:15:15,247.93,,1,,"b""b' If you decide to modify the output hooks _outside_ of a source document", you must set up other hooks as well. In this case, you must call before you change the hook. In general, it is recommended to modify hooks inside a document, so that this document can be reproducible on its own," otherwise you have to give special instructions on how to compile it.'""",,,,,,,,,,,,,,,,,,,
knitr,644,closed,14,2013-10-30 10:15:15,20.15,,,1,"b""b' On Thu", Oct 31, 2013 at 12:54:47PM -0700, Yihui Xie wrote:Ah ha! I had originally split the document into separate files because I thought it might take too long to assemble. However, knitr caching is so good, it is feasible to keep the entire document in one file. So I will do that. ##  Joshua N. PritikinDepartment of PsychologyUniversity of Virginia485 McCormick Rd, Gilmer Hall Room 102Charlottesville," VA 22904url ~jnp3bc'""",,,,,,,,,,,,,,,,,
knitr,644,closed,15,2013-10-30 10:15:15,10.13,,1,,"b""b' That makes sense. Then calling beforehand sounds like a better solution :)'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,closed,2013-11-03 04:29:42,953.2,0,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,644,closed,-,-,-,0,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,opened,2013-11-14 02:45:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,title,2013-11-14 02:45:02,00:00,,1,,"b""b'   format'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,body,2013-11-14 02:45:02,00:00,,,1,"b'b\' I have been trying to use knitr with markdown and knit2wp() to write ""blog"" entries with .  However", the output from a chunk appears with the same format (row numbers and syntax highlighting) as the input R code for the chunk.  We discussed this briefly on the GoogleGroups site ... url  Thanks for your help.\'',,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,closed,2013-11-20 23:42:47,1257.75,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,1,2013-11-14 02:45:02,1270.93,,,1,"b""b' Now you can use to disable the conversion of the output to  . Please test it. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,2,2013-11-14 02:45:02,1398.73,,,1,"b""b' Yihui", I updated to the latest development version of knitr and everything seemed to work fine (the only thing that I modified in  for the blog post linked below was the equations using latex, I did not have to modify anything related to the R input code or output results).  Thank you very much for your attention to this detail.  I know that it is not a priority for you or most of your users but it sure makes my life easier.  I VERY much appreciate your solving that problem. url  From: Yihui Xie [mailto:notifications@]Sent: Wednesday, November 20, 2013 5:56 PMTo: Cc: Derek OgleSubject: Re: [knitr] format (#663) Now you can use knit2wp(..., shortcode = c(TRUE," FALSE)) to disable the conversion of the output to [sourcecode]. Please test it. Thanks! \\xe2\\x80\\x94Reply to this email directly or view it on GitHuburl '""",,,,,,,,,,,,,,,,,,
knitr,663,closed,3,2013-11-14 02:45:02,343.18,,1,,"b""b' No problem. That was an easy fix"," so I did it anyway even though I had my PhD defense coming up two days later :)'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,4,2013-11-14 02:45:02,494.82,,,1,"b""b' It is probably over now", but i hope you had the best of skill and luck at your defense!!  Also, congratulations on your position at RStudio.  Take care. From: Yihui Xie [mailto:notifications@]Sent: Monday, November 25, 2013 10:58 PMTo: Cc: Derek OgleSubject: Re: [knitr] format (#663) No problem. That was an easy fix," so I did it anyway even though I had my PhD defense coming up two days later :) \\xe2\\x80\\x94Reply to this email directly or view it on GitHuburl '""",,,,,,,,,,,,,,,,,,,
knitr,663,closed,5,2013-11-14 02:45:02,854.02,,,1,"b""b' Yihui", You helped me with a knitr to  problem a while ago.  I just noticed that the solution seems to produce output results that are in a non-proportional font.  Thus, \\xe2\\x80\\x9cthings\\xe2\\x80\\x9d don\\xe2\\x80\\x99t line up nicely.  For example, if at url  you scroll down to the first anova() command results (under the \\xe2\\x80\\x9cModel Comparisons\\xe2\\x80\\x9d section) you will see that the degrees-of-freedom, sum-of-squares, etc. don\\xe2\\x80\\x99t \\xe2\\x80\\x9cline up.\\xe2\\x80\\x9d Is this a  problem that can be fixed from the knitr end? As always, thanks for your help. From: Yihui Xie [mailto:notifications@]Sent: Wednesday, November 20, 2013 5:56 PMTo: Cc: Derek OgleSubject: Re: [knitr] format (#663) Now you can use knit2wp(..., shortcode = c(TRUE," FALSE)) to disable the conversion of the output to [sourcecode]. Please test it. Thanks! \\xe2\\x80\\x94Reply to this email directly or view it on GitHuburl '""",,,,,,,,,,,,,,
knitr,663,closed,6,2013-11-14 02:45:02,166.67,1,,,"b""b' I believe that is due to WordPress eating your spaces mistakenly. I have a possible fix in mind"," but am not sure if it will really work for WordPress.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,7,2013-11-14 02:45:02,1295.6,,1,,"b""b' Can you try the latest development version? I made a blind shot in the dark and do not know if that can fix the problem.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,8,2013-11-14 02:45:02,747.2,,,1,"b""b' Yihui", That did not fix the problem.  However, I did notice that there were  tags at the end of each R output section that did not have a corresponding  tag at the beginning of that R output section.  If I added the  tags then the output was printed in a non-proportional font (e.g., courier), with one exception.  If my R chunk had multiple lines that produced R output, e.g., mean(rnorm(100))sd(rnorm(100)) then I would have to add the  and  for all but the last results, but just a  for the last results (i.e., there was only a  tag at the end of the chunk, not at the end of each R output section). With these manual changes I get the post that I wanted \\xe2\\x80\\xa6url  If this could be automated from knitr then that would be great.  Thanks again for your help. From: Yihui Xie [mailto:notifications@]Sent: Wednesday, December 11," 2013 9:49 PMTo: Cc: Derek OgleSubject: Re: [knitr] format (#663) Can you try the latest development version? I made a blind shot in the dark and do not know if that can fix the problem. \\xe2\\x80\\x94Reply to this email directly or view it on GitHuburl '""",,,,,,,,,,,,,
knitr,663,closed,reopened,2013-12-12 17:27:06,1064.32,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,9,2013-11-14 02:45:02,477.3,,1,,"b""b' Well", I just tested it," and it worked for me: url hi there  I do not know what was going on in your blog.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,closed,2013-12-15 00:13:31,406.42,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,663,closed,10,2013-11-14 02:45:02,795.72,1,,,"b""b' Yihui", Just FYI \\xe2\\x80\\xa6 I pasted your example into my blog template and received the same problems.  However, if I removed tidy=FALSE in my chunk options then the problems went away.  Sorry for the hassle.  Thanks for your help. From: Yihui Xie [mailto:notifications@]Sent: Saturday, December 14, 2013 6:14 PMTo: Cc: Derek OgleSubject: Re: [knitr] format (#663) Well, I just tested it," and it worked for me: url  hi there I do not know what was going on in your blog. \\xe2\\x80\\x94Reply to this email directly or view it on GitHuburl '""",,,,,,,,,,,,,,,,,,
knitr,663,closed,-,-,-,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,opened,2014-02-12 20:50:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,title,2014-02-12 20:50:37,00:00,1,,,"b""b' kable chokes on table with NAs -something to do with padding'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,body,2014-02-12 20:50:37,00:00,,1,,"b""b' This is with knitr 1.5"," R 3.0.2:  '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,1,2014-02-12 20:50:37,599.67,,,1,"b""b' Thanks for the report! It seems it has been fixed in the development version somehow. I just tested it and it worked.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,closed,2014-03-29 06:50:17,599.67,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,2,2014-02-12 20:50:37,823.72,,1,,"b'b"" I\'m getting the same error and I downloaded the development version (1.5.29). Here\'s a minimal example:""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,reopened,2014-04-16 05:36:27,1366.17,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,closed,2014-04-16 05:58:50,22.38,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,3,2014-02-12 20:50:37,565.5,,,1,"b""b' @benjschiller Thanks! This time I could reproduce it"," and have fixed it.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,720,closed,-,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,opened,2014-03-31 21:20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,title,2014-03-31 21:20:24,00:00,,1,,"b""b'  \\\\label placement'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,body,2014-03-31 21:20:24,00:00,,1,,"b""b' using  puts \\\\label{...} inside \\\\caption{...} like this: this is not recommended"," \\\\label{} should be after \\\\caption{} like this: the label can get lost using the latex package and calling  .'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,1,2014-03-31 21:20:24,6.2,,1,,"b""b' Do you have a reference for this? The documentation of the package reads:From my understanding", both should work then," and I routinely put the just with the caption text in my documents.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,2,2014-03-31 21:20:24,15.7,,1,,"b""b' ok", than this is probably a bug of the package," here is a minimum working example:  '""",,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,3,2014-03-31 21:20:24,10.18,,1,,"b""b' Could you please double-check your LaTeX output? I get: See also [chunk option]url .'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,4,2014-03-31 21:20:24,4.12,1,,,"b""b' sorry"," it must be i changed it in the example'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,5,2014-03-31 21:20:24,4.15,1,,,"b""b' try this: and then the same without   in the second example the reference works right", in the first it does not, because the command messes it up, i thought it was a wrong to place the label inside caption," the question is who to blame knitr or caption ;-)'""",,,,,,,,,,,,,,,,,,,,
knitr,746,closed,6,2014-03-31 21:20:24,6.5,,1,,"b'b"" On my system", removing only fixed the issue. I\'m not sure if this can be even fixed within the package: The caption\'s argument would have to be executed without being typeset. The author of is active on , so we might get response from there. I don\'t know if moving outside breaks other things. A side note: I was thinking about a similar problem," just the other way round: Adding figure captions to Markdown -""'",,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,7,2014-03-31 21:20:24,5.48,,1,,"b""b' you are right"," there is a somewhat inconsistent behavior of  depending if you place the label inside or not:  '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,8,2014-03-31 21:20:24,1297.78,,1,,b'b\' Well," I certainly hope the **caption** package can ""fix"" it. There is an SE post: url  but it did not really tell if one should use one style or the other.\''",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,9,2014-03-31 21:20:24,34.1,,1,,"b'b"" I think the answer by Andrew Stacey suggests that placing outside for interoperability with the package. Since no other drawbacks have been mentioned"," and there seems to be a problem with @dr-moebius\'s example -shouldn\'t really do the same?""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,10,2014-03-31 21:20:24,451.05,,,1,b'b\' Changing this might be fine (I\\\'d have to update my test cases, though), but I\\\'m reluctant to do it. It will be nice for the caption package to fix it," and I do not see the point of using when there are no captions or caption numbers under the figures (e.g. when you say ""see Figure 1"" but there is no ""Figure 1"" in the document).\''",,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,closed,2014-12-25 03:55:40,395.27,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,11,2014-03-31 21:20:24,947.2,,,1,"b'b\' I would like to ask to re-open this issue because it is affecting me considerably and I do think the problem extends beyond the latex package caption. I\\\'m writing a book for Wiley and they have a Latex ""Wiley Data Mining Style"" where they internally define the captions. Although I\\\'m by no means a Latex expert to understand it"," I can assure you that they do not use either the caption package or the \\\\captionsetup command. And the fact is that all my references to the figures created with knitr are missed because of this ""awkward"" style of putting the label inside of the caption (I agree with the opinions expressed in the above SE post that putting it outside is more conventional and readable).  So this ""problem"" has impact beyond the caption latex package and thus I would like to ask Yihui if he could think twice on changing this... I can of course try to overcome this by some kind of more or less complex post-processing of the knitr output but I would prefer a ""cleaner"" solution... Thank you for any help on this and also for the excellent knitr tool ;-)\''",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,reopened,2015-01-07 21:14:48,1039.13,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,12,2014-03-31 21:20:24,1244.13,,1,,"b'b"" To put the \\\\label outside of \\\\caption wouldn\'t it be enough to change line 124 of file hooks-latex.R from: to: ?""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,13,2014-03-31 21:20:24,13.05,,,1,"b'b"" @ltorgo Yes", it probably takes 10 seconds for me to make that change. The key issue is not the change itself, but why some LaTeX packages or classes do not work when is inside  . Personally I\'m more comfortable with the label inside caption. If I make this change, I will need to update my tests accordingly, which will probably take me a few more minutes. Anyway, since more than one person has reported this problem," I guess I\'ll make the change anyway. Let me see if I can do it today. Thanks!""'",,,,,,,,,,,,,,,,,,
knitr,746,closed,closed,2015-01-08 17:20:59,1206.18,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,14,2014-03-31 21:20:24,42.7,,1,,"b""b' I have made the change.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,15,2014-03-31 21:20:24,50.28,,,1,"b""b' Thank you! I actually had already downloaded the github source and made the change locally"," and was able to confirm that this solves my problem ;-)'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,746,closed,-,-,-,2,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,opened,2014-07-09 02:01:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,title,2014-07-09 02:01:23,00:00,,1,,"b'b"" Fix a bug where \'\' was ignored""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,body,2014-07-09 02:01:23,00:00,1,,,"b'b"" This patch corrects a regression that was introduced at b91772d6.It might seem strange that changing a relative path to an absolutepath caused a regression", but it surfaced when \'\' was used. After the change," R CMD check passes.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,1,2014-07-09 02:01:23,3.47,,1,,"b""b' The following command fails for me without this patch and passes with the patch: A LyX example is here (in which case you do not need the above command):url  and a Rnw example is here:url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,2,2014-07-09 02:01:23,249.13,,,1,"b'b"" Thanks! I\'ll take a look tomorrow.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,3,2014-07-09 02:01:23,1051.72,1,,,"b'b"" Sorry", but I cannot reproduce the problem. I\'m not sure what exactly the error was. The child documents should be relative to their parent document instead of .  is only used for setting the working directory when evaluating the code chunks. BTW, even though R CMD check passed, Travis CI failed: url  In particular," the two examples with child documents failed. I guess it was because is NULL by default (LyX is a different story since  has been set to the directory of the .lyx file).""'",,,,,,,,,,,,,,,,,,,,
knitr,809,closed,4,2014-07-09 02:01:23,15.98,,,1,b'b\' Thanks for taking a look, Yihui. To make sure I understand," you tried the LyX example that I posted and it compiled fine for you without this patch? Thanks for the note about Travis. Is it possible for me to trigger a travis build before making a pull request? I thought that maybe when I fork your repository it would do it after commits I make (and before the pull request) but it doesn\\\'t appear so url  shows the ""build passing"" badge).\''",,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,5,2014-07-09 02:01:23,95.1,1,,,"b""b' You were using the devel version of LyX", so I was unable to open your .lyx file. You need to export it to LyX 2.0.x. Anyway, I did try the Rscript command, which succeeded. I examined the .tex output, and I did not see anything suspicious. Regarding Travis CI, any pull requests will trigger it automatically. Just take a look at the list of commits under your pull request," where you will find either green check marks or red crosses.'""",,,,,,,,,,,,,,,,,,
knitr,809,closed,6,2014-07-09 02:01:23,28.02,1,,,b'b\' Ah yes," sorry about that. Here is the LyX version for 2.0.x:url  I do see the Travis build failures. I\\\'m just used to running tests before making pull requests because I like taking responsibility for at least discovering or reporting why my patch leads to a broken package. I suppose I can just add a ""If Travis fails I would be happy to dig into details as to why"" comment to give the signal to the author that I don\\\'t mind doing the work to see why a patch breaks the .\''",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,7,2014-07-09 02:01:23,25.87,,,1,"b""b' This LyX file works fine for me:  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,8,2014-07-09 02:01:23,3.02,,,1,"b'b"" Interesting. So perhaps this is a difference between LyX versions. I will look into it. In any case"," it works for you and it doesn\'t seem to be a correct patch anyways. Thanks for taking a look!""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,closed,2014-07-21 02:33:41,32.3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,9,2014-07-09 02:01:23,20.62,,,1,"b""b' No problem. Thanks for the report.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,10,2014-07-09 02:01:23,1103.85,1,,,"b'b"" I\'ve taken another look at this. I\'ve confirmed with Liviu", another LyX + knitr user that he cannot compile the LyX document either (note that he is on Ubuntu also). He is using LyX 2.1.1 and knitr version 1.6, and sees the same error. I can reproduce the error on an independent installation with LyX version 2.1.1, 2.0.6, and 2.0.8.1, all with knitr 1.6. Below is the output I get from 2.0.6 (since you are on 2.0.x I give the output from this version): I tried changing the LyX temporary directory to / as you seem to have it set, but that does not change anything. Liviu gets the same error. The error makes sense to me because knitr is looking for  relative to the master document (as of b91772d, as noted above). LyX has no way of knowing that it needs to copy  to the temporary directory because it does not parse ERT. I thought that was part of the point of setting the  in the knitr script.How is it possible that it finds the child for you?Either LyX somehow copies it, or knitr looks for it in the .Can you check if that file exists in your temporary directory after you run LyX?What is the value of your at that part of the code?Also," what 2.0.x version of LyX are you using and what version of knitr are you using when it works for you?""'",,,,,,,,,,,,,,,
knitr,809,closed,11,2014-07-09 02:01:23,480.33,,1,,"b""b' Hi Yihui"," I still think there is something wrong going on here. Can you please take another look at it and if possible provide answers to the questions above so that I can investigate further?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,reopened,2014-08-22 05:18:29,164.8,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,12,2014-07-09 02:01:23,38.57,,,1,"b""b' @scottkosty I just want to let you know this issue is not forgotten"," although I have not got a chance to investigate into it. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,13,2014-07-09 02:01:23,3.02,,,1,"b""b' Thanks for letting me know"," Yihui. I appreciate it.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,closed,2014-10-24 01:52:15,1233.77,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,14,2014-07-09 02:01:23,1209.03,,1,,"b""b' Finally I discovered why I could not reproduce the problem: I was using LyX 2.0.3 on Debian. I tried it on Ubuntu today and I was able to reproduce it. I have also fixed it for LyX. Your fix may break other documents"," so I provided a fix for LyX only.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,15,2014-07-09 02:01:23,1365.9,,,1,"b""b' Thanks for taking another look at it"," Yihui.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,809,closed,-,-,-,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,opened,2014-07-31 15:26:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,title,2014-07-31 15:26:12,00:00,,1,,"b""b' knit_child and blocks producing multiple plots'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,body,2014-07-31 15:26:12,00:00,,1,,"b""b' just for reference: cf url  example:  When you knit it"," I only get one plot.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,1,2014-07-31 15:26:12,320.93,,,1,"b""b' Thanks for the report. Since you have identified the problems"," it will be great if you can submit pull requests to fix them :)'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,2,2014-07-31 15:26:12,22.85,,1,,"b'b"" Sure"," but not sure when. I\'m in vacation right now...""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,3,2014-07-31 15:26:12,15.7,,1,,"b'b"" Okay"," I\'ll take a look then.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,closed,2014-09-01 05:41:50,855.63,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,reopened,2014-09-01 06:28:14,46.4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,closed,2014-09-01 06:34:26,6.2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,824,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,opened,2014-09-14 11:01:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,title,2014-09-14 11:01:15,00:00,,1,,"b""b' kable error when used dplyr::do function'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,body,2014-09-14 11:01:15,00:00,,1,,"b""b' Hi. Example code: Used latest dev versions of the packages.  wbr"," Artem'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,1,2014-09-14 11:01:15,1.1,,1,,"b'b"" With it\'s ok:  ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,closed,2014-09-14 11:11:12,9.95,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,reopened,2014-09-14 11:13:59,2.78,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,2,2014-09-14 11:01:15,99.7,,1,,"b""b' Seems work with:  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,closed,2014-09-17 02:23:51,909.87,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,842,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,opened,2015-06-03 13:46:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,title,2015-06-03 13:46:42,00:00,,1,,"b""b' knitr markdown produces trailing whitespace for figures'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,body,2015-06-03 13:46:42,00:00,,,1,"b'b"" When I write a file", the resulting file has a space at the end of the line: It should have no space: (Okay, apparently Github markdown strips the trailing space so that the above two examples look identical.  That\'s what I want you to do, too!  :) This is mainly an aesthetic problem," but it also creates friction with some of the tools I use at work.""'",,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,1,2015-06-03 13:46:42,428.07,,1,,"b'b"" I\'m a little surprised that this space can matter. Anyway", I might be able to fix it at some point, but not now. That said," I guess you can define a hook on top of the default hook to remove the space.  ""'",,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,2,2015-06-03 13:46:42,282.95,,,1,"b""b' Thanks for the workaround. I can use it while I wait for a permanent fix.'""",,,,,,,,,,,,,,,,,,,,,,,,
