REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,2,closed,55,2011-10-13 07:43:47,1247.6,1,,,b'b\' The fuss has nothing to do with lack of scrollback functionality. The fuss is that in alternate screen mode," mouse wheel events destroy the current command buffer because a mouse wheel event is interpreted as an arrow key. This is devastating because it means accidental scrolling leads to data loss.  Your suggestion seems to be ""don\\\'t use GNU screen"" but this advice is untenable for many obvious reasons.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,2,closed,56,2011-10-13 07:43:47,1348.25,,1,,"b'b"" @edbergavera I\'m scrolling back using the tmux history via copy-mode (which preserves the command output on the remote", which IMO since it is where the commands are running and where it really matters is where the history should be). I believe you can use the mouse scroll wheel if you have a plugin for tmux that interprets the scroll wheel escape codes as a signal to enter copy mode and scroll," or you can simply Prefix+[ or whatever you bind to enter copy mode and then scroll with your mouse assuming your terminal isn\'t capturing the events and forwards them to the server intact. Prefix+Esc is another equivalent.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,2,closed,57,2011-10-13 07:43:47,891.5,,1,,"b""b' What about a flag telling how much history to load at start (like tail -n)?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,2,closed,58,2011-10-13 07:43:47,687.05,1,,,"b'b"" I\'m sad that this is still open", I have been chckeing in every couple of years to see if native scrolling support have been solved but untill then I can sadly not use this.  To clarify," I only care about reliably reconnecting after network outage without prorams on the remote host terminating.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,2,closed,-,-,-,10,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,opened,2012-02-21 23:01:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,title,2012-02-21 23:01:36,00:00,1,,,"b""b' mosh script interacts badly with ControlMaster'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,body,2012-02-21 23:01:36,00:00,,1,,"b'b"" I\'m not sure exactly what\'s going on", but I use ControlMaster to avoid establishing multiple connections to a server. If I have an open ssh connection to a server (and therefore an active ControlMaster socket)," starting mosh fails: The relevant portion of  is:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,1,2012-02-21 23:01:36,11.97,1,,,b'b\' Thanks, nice catch. The problem seems to be that ControlMaster overrides ProxyCommand," which we use (since ab297467a) to detect the remote IP address so that mosh-client can connect to the same host we\\\'re SSHing to. One fix is that we just give ""-S none"" to ssh", which will disable ControlMaster on the Mosh startup sessions while leaving it in place for any other sessions. Is this going to be annoying (i.e. are you depending on ControlMaster to not have to retype your password, or just for efficiency)? Possible fix 2 is that we fall back in this case to connecting to the server\\\'s idea of its IP address (instead of the client\\\'s idea of its IP address that we get from ProxyCommand). This means that you will be able to set up a Mosh connection over ControlMaster, except when the server is behind a NAT (which works currently). Thoughts?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,2,2012-02-21 23:01:36,3.32,,,1,"b'b"" I\'m only using ControlMaster to short-circuit the connection process"," so disabling it for mosh connections would be fine for my use case.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,3,2012-02-21 23:01:36,16.65,,1,,"b""b' Ok"," I will just add -S none to the mosh startup script then.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,closed,2012-02-25 17:20:54,1099.3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,4,2012-02-21 23:01:36,426.75,,1,,"b'b"" This fix annoys me a lot", because establishing a new ssh connection is slow for me (luckily I do not need retype password for the most time). I usually keep a ssh connection to transfer files. If it were quick," I might just use ssh after all :-)  I\'d like to have an option to disable this behavior.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,5,2012-02-21 23:01:36,622.25,,1,,"b'b"" You\'re not the only one. I have a workaround though: Judge for yourself how much of a hack that is.I\'ve tried my best to keep it secure in the sense that a MITM between the server and shouldn\'t cause any security issues", but of course they can still cause a denial of service because the script might no longer work. If your server is not behind a NAT, you can replace the line entirely with something like  ," similar to how #716 proposes to solve the problem of when ProxyCommand is unavailable. Depending on how you feel about SSH environment variables you may want to add and to the list of variables to unset in the command near the top of the script.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,6,2012-02-21 23:01:36,1049.48,,,1,"b'b"" @ScoreUnder Thanks! :+1: Your script works well and doesn\'t need a JSON parser actually. Just and you\'ll get it :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,7,2012-02-21 23:01:36,829.88,,,1,"b'b"" Thanks for the catch"," I\'ve now updated the post above to reflect that. It\'s always nice to be able to remove unnecessary dependencies :smile: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,8,2012-02-21 23:01:36,1105.48,,1,,"b'b"" This was closed in 2012?  I just found that -S none in the mosh client script. *sigh* There\'s got to be a better way to do that.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,9,2012-02-21 23:01:36,308.47,,,1,"b'b"" Actually", now that we have and  , we could remove for those options.  (Compromises," compromises.  There\'s no perfect solution to finding the remote IP.)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,reopened,2017-05-21 23:55:51,394.95,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,10,2012-02-21 23:01:36,3.28,1,,,"b""b' Oops"," I commented before looking at the code-which already does exactly that.  Try those options. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,closed,2017-05-21 23:59:08,3.28,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,11,2012-02-21 23:01:36,990.48,,,1,b'b\' Oh," interesting. In my mosh-client ""bin"" there\\\'s a hardcoded -S none ... you\\\'re saying if I update there\\\'s commandline args that disable it I think. Checking.  Oh"," apparently it\\\'s only ""hardcoded"" if $use_remote_ip is ""proxy"".  Apparently I can use experimental-remote-ip local", remote, or proxy. Proxy being -S -oProxyCommand=blah ... Interesting. Oh, lol, you even said that a comment before last.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,12,2012-02-21 23:01:36,338.5,1,,,"b'b"" Sadly doesn\'t work for me in some cases. With  ", it gets the intranet IP; with  ," it doesn\'t pick up my settings in ssh config.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,13,2012-02-21 23:01:36,915.63,,1,,"b""b' What about some of these environment variables?  ssh to outside IP of a host"," then issue  : set | grep ^SSH_ '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,14,2012-02-21 23:01:36,213.23,,1,,"b'b"" @jettero In my case the server is behind a NAT with port-forwarding settings. The server itself doesn\'t know its outside IP. If could pick up my ssh_config settings it would work well for my case.  I know this option resolves the hostname itself and passes IP to ssh in case the hostname resolves to a different IP. My hostname won\'t do that however"," and I think everyone should ensure the hostname they\'re sshing into doesn\'t change back and forth frequently.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,15,2012-02-21 23:01:36,303.4,,1,,"b'b"" Yeah", mine seems to know. If I ssh to it on the outside IP, even through the nat, the env vars show the pub IP and the inside IP both. See the first block. Oh," I suppose that\'s false actually... hrm.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,24,closed,-,-,-,4,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,opened,2012-02-24 07:24:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,title,2012-02-24 07:24:52,00:00,,1,,"b""b' Investigate information leakage and using chaff and timing fuzz'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,body,2012-02-24 07:24:52,00:00,,1,,"b'b"" Should we add timing fuzz and bogus packets to foil passive statistical eavesdropping? (We do add chaff to the datagrams we\'re already sending"," but is this enough?)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,1,2012-02-24 07:24:52,710.95,,1,,"b""b' Relevant: url ~-use01.pdf'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,closed,2012-03-18 18:01:17,636.42,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,2,2012-02-24 07:24:52,443.77,,,1,b'b\' Although it would be easy to add timing fuzz on the order of 10 ms," Nelson\\\'s link suggests that we would have to add something on the other of >100 ms of jitter to foil a statistical eavedropper that wanted to figure out if we were hitting ""same-hand"" or ""opposite-hand"" keypairs while typing. I don\\\'t think the benefits are worth that level of UI latency.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,reopened,2012-03-19 02:40:14,518.95,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,3,2012-02-24 07:24:52,446.18,1,,,"b'b"" Alternatively"," we could send a stream of randomly-timed dummy packets whenever the user is typing.  This would preserve interactivity but increase network traffic substantially. There\'s probably some meaty statistics behind the question of how a certain amount of dummy traffic affects the required sample size for recovering timing. We could do this on good connections only (automatically or by the user\'s choice).  Then we can worry about active attackers who degrade a link in order to gather statistical timing information...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,4,2012-02-24 07:24:52,1269.62,,1,,"b'b"" Some of this could be addressed as part of / after #816 and having the transmitter run asynchronously with typing. Disclaimer: I don\'t know how decoupled they are now", but I get the impression that the frame-rate-limited updates are mostly in the server-client direction.  I\'m thinking of mechanisms similar to TCP\'s delayed acks to aggregate sending keystroke packets if another keystroke comes in moments later, and quantising to fixed intervals (as a variant of jitter).  With the chaff already in the protocol," it shouldn\'t be possible to tell whether a given packet is sending 1 or more keystrokes at a time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,26,open,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,opened,2012-03-07 09:45:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,title,2012-03-07 09:45:21,00:00,,,1,"b""b' Mac OS X sleeps (!) while running mosh'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,body,2012-03-07 09:45:21,00:00,1,,,b'b\' When logged in remotely with mosh to a Macintosh," OS X seems to go to sleep (and we start getting the ""Last contact"" countup). It doesn\\\'t even respond to pings. SSHing to the machine seems to wake it up. It looks like this is a feature -""pmset -g"" shows a sleep time of ""10"" when not logged in with SSH"," and a sleep of ""0"" (disabled) when logged in with SSH. (I think ""ttyskeepawake"" is what makes SSH inhibit sleeping.) Is it possible to have mosh-server also set the sleep time to be 0 when there is a user logged in? Unfortunately pmset requires root... Starting a screen did update utmp but didn\\\'t disable ""sleep"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,1,2012-03-07 09:45:21,686.32,,1,,"b""b' Appears intractable for now. WONTFIX'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,closed,2012-03-31 21:11:40,686.32,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,2,2012-03-07 09:45:21,270.48,1,,,"b'b\' I cannot replicate that logging in with ssh causes ""sleep"" to be set to 0: logging in with ssh seems to leave sleep set to whatever it previously had been set to", but the computer likely does not go to sleep because there is an active terminal (based on description of ttyskeepawake).Are you certain you weren\\\'t accidentally looking at the report under two different power situations, such as on battery and when charging? I don\\\'t see any special code in Apple\\\'s fork of OpenSSH that would cause it to be messing directly with the power management subsystem. Put differently: when you were in that screen session, did the computer actually go to sleep, or did it simply report that the sleep timer was set to 10? (As far as I can tell, that is just the current settings that you have set in Preferences, and would not update that dynamically.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,3,2012-03-07 09:45:21,51.62,1,,,"b""b' Yes", if I log in with ssh and run  , I get: Active Profiles:AC Power      2*Currently in use: autorestart  0 powerbutton  1 halfdim    1 panicrestart 157680000 hibernatefile  / networkoversleep   0 disksleep  10 sleep    0 (imposed by 21) hibernatemode  0 ttyskeepawake  1 displaysleep 10 womp     1 If I in and run the same command: Active Profiles:AC Power      2*Currently in use: autorestart  0 powerbutton  1 halfdim    1 panicrestart 157680000 hibernatefile  / networkoversleep   0 disksleep  10 sleep    10 hibernatemode  0 ttyskeepawake  1 displaysleep 10 womp     1 I believe the machine is a desktop iMac,"  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,4,2012-03-07 09:45:21,17.8,,1,,b'b\' Yeah: that\\\'s Mac OS X 10.7.3. For reference, I am using 10.6.8 (but am also currently cheating with regards to how I am testing this; I\\\'ll get a second computer soon and look more carefully). When it says that," with ""(imposed by #)"""," taken as a pid what process is that #? (I ask because 21 seems like a ""fishy""ly low process number to be the sshd daemon that launchd spawned for you", so I\\\'d love to verify. Using it as a pid, btw, is based on the documentation for the imposing mechanism on Wikipedia.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,5,2012-03-07 09:45:21,6.15,,1,,"b'b"" It\'s powerd:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,reopened,2012-04-17 02:57:57,346.28,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,6,2012-03-07 09:45:21,9.53,,1,,b'b\' FTR," I went ahead and did the ""correct test"": remotely SSH\\\'ing into my 10.6.8 laptop from an SSH client", and I got the following. On 10.6.8 powerd doesn\\\'t even exist, so that would help explain the differences in understanding I have of how these pieces can be put together. ;P I\\\'ll see if I can learn anything more, or find someone to ask, about what is causing powerd to start that imposing feature for sshd. (Mind giving me the output of while connected in via SSH?)  \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,47,open,7,2012-03-07 09:45:21,11.17,,,1,"b'b\' Here you go: $ pmset -g assertions 4/16/12 11:08:27 PM EDTAssertion status system-wide:  ChargeInhibit         0  PreventUserIdleDisplaySleep     0  PreventUserIdleSystemSleep      1  NoRealPowerSources_debug      0  CPUBoundAssertion         0  EnableIdleSleep         1  PreventSystemSleep        0  DisableInflow         0  DisableLowPowerBatteryWarnings    0  ExternalMedia         0 Listed by owning process: pid 21: [0x0000012c00000015] PreventUserIdleSystemSleep named: """"   Details: /   Localized=A remote user is connected. That prevents system sleep. Kernel Assertions: 0x0004Kernel Assertion ID = 500  Created At = 12/31/69 7:03:13 PM EST  Modified At = 12/31/69 7:08:57 PM EST  Owner ID = 0xffffff800b96c000  Level = 255  Assertions Set = None (4)Kernel Assertion ID = 501  Created At = 12/31/69 7:03:33 PM EST  Modified At = 12/31/69 7:00:00 PM EST  Owner ID = 0xffffff800b991000  Level = 0  Assertions Set = None (4)Kernel Assertion ID = 502  Created At = 12/31/69 7:05:14 PM EST  Modified At = 4/2/12 8:45:28 AM EDT  Owner ID = 0xffffff806af7d000  Level = 0  Assertions Set = None (4)Kernel Assertion ID = 503  Created At = 12/31/69 7:05:19 PM EST  Modified At = 12/31/69 7:00:00 PM EST  Owner ID = 0xffffff806af80000  Level = 0  Assertions Set = None (4)Kernel Assertion ID = 504  Created At = 12/31/69 7:05:24 PM EST  Modified At = 12/31/69 7:00:00 PM EST  Owner ID = 0xffffff806afca000  Level = 0  Assertions Set = None (4)Kernel Assertion ID = 505  Created At = 12/31/69 7:05:29 PM EST  Modified At = 12/31/69 7:00:00 PM EST  Owner ID = 0xffffff806af83000  Level = 0  Assertions Set = None (4)Kernel Assertion ID = 506  Created At = 12/31/69 7:05:34 PM EST  Modified At = 12/31/69 7:00:00 PM EST  Owner ID = 0xffffff806af86000  Level = 0  Assertions Set = None (4)\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
