REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,opened,2011-04-06 01:46:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,title,2011-04-06 01:46:25,00:00,,1,,"b""b' When a target type property is of ISet"," the CollectionMapper incorrectly attempts to set it to a List'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,body,2011-04-06 01:46:25,00:00,,1,,"b""b' A target type may have a property with type of ISet", and the source may be an IEnumerable. AutoMapper detects that the ISet is an ICollection, but assumes that all ICollection instances can be satisfied with a List. This is not true with ISet. This is a duplicate of issue #27, which was accidentally closed (how?) and cannot, apparently," be reopened.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,5,2017-12-30 08:09:23,16.65,,1,,"b""b' The way I see it"," TypeMap is an internal thing and  should live with any behavior that works for us. Unless @jbogard wants to make this part of some advanced API and then we could have special tests for it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,closed,2017-12-30 15:14:23,425.0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,reopened,2017-12-30 15:29:06,14.72,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,6,2017-12-30 08:09:23,369.57,,1,,"b'b\' @lbargaoanu when typemap is an internal type and not part of the ""public API"" then why it\\\'s a public type and not an internal type? Br\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,7,2017-12-30 08:09:23,1384.25,,1,,"b""b' It\\xe2\\x80\\x99s internal in that it\\xe2\\x80\\x99s an intermediary to creating a mapping plan. More of an implementation detail than anything else.  Different mapping strategies look at different parts to figure out the mapping plan. Check out how Include and IncludeBase actually sets up the TypeMaps and how they are used. TypeMaps are generally a collection of how you\\xe2\\x80\\x99ve set things up in the configuration API"," then interpreted as a whole (all type maps) to determine how to actually map. Not one type map in isolation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,closed,2018-01-02 17:51:37,142.52,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,8,2017-12-30 08:09:23,1095.18,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2475,closed,-,-,-,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,opened,2018-01-05 19:43:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,title,2018-01-05 19:43:44,00:00,,1,,"b""b' AutoMapperMappingException for object hierarchy with IEnumerable members'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,body,2018-01-05 19:43:44,00:00,,1,,"b""b' ###  types   ### Mapping configuration   ### Version:  6.2.2  ### Expected behavior Worked in 6.1.1.  ### Actual behavior AutoMapperMappingException: ...and inner exception is:  > Cannot create an instance of interface type '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,1,2018-01-05 19:43:44,17.98,,1,,"b""b' Try the [MyGet]url  build.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,closed,2018-01-05 20:01:43,17.98,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,2,2018-01-05 19:43:44,26.8,,1,,"b""b' I am getting the same result with the MyGet build... Were you not able to reproduce this? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,3,2018-01-05 19:43:44,6.42,1,,,"b'b"" Sorry"," my bad... it\'s fixed in 6.2.2-ci-01426""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,4,2018-01-05 19:43:44,562.25,,1,,"b""b' I think we need a test here.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,reopened,2018-01-06 05:57:11,595.47,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,closed,2018-01-08 16:58:30,661.32,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,5,2018-01-05 19:43:44,429.72,,,1,"b'b"" I\'m having the exact same problem (6.2.2-ci-01426 fixes it) When can we expect the fix to be rolled out? Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,6,2018-01-05 19:43:44,20.9,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2486,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,opened,2018-03-06 01:43:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,title,2018-03-06 01:43:37,00:00,,1,,"b'b""  doesn\'t map to class when using ProjectTo""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,body,2018-03-06 01:43:37,00:00,,1,,"b'b"" I\'m trying to convert enum values (for any enum in my project) to a special view model called  . It\'s easy enough to create the mapping", and it works when you just call on an object containing that object, but it doesn\'t work if you call with that same object. My tests show that the AutoMapper considers the configuration to be valid.  ###  types   ### Mapping configuration   ### Version:  * AutoMapper **6.2.2** * EntityFramework **6.2.0**  ### Expected behavior When calling for  , the enum values should be mapped to  s in the  .  ### Actual behavior AutoMapper throws this exception  ### Steps to reproduce   I also tried explicitly converting the to in the mapping:   The result is more or less the same," but the exception is different:   You can\'t directly cast it either (i.e.  ) because it\'s working on the type rather than the actual enums. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,1,2018-03-06 01:43:37,234.85,,1,,"b""b' Try to write a LINQ query that does what you want.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,2,2018-03-06 01:43:37,640.02,1,,,"b'b"" Hmm", it doesn\'t seem like I can do that... I guess that means I can\'t use here. I tried this:  But the compiler gives an error that looks very similar to the exception thrown:   Explicitly casting the value to in the LINQ query works, but of course it doesn\'t work when operating on just  . So it looks like maybe I\'m stuck. \\xf0\\x9f\\x98\\x9f I guess I can find a workaround that converts the values after the query is finished," I was just hopeful that I could take care of it once with AutoMapper and have it work for any enum. Thank you for pointing me in the right direction anyways.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,closed,2018-03-06 16:18:29,874.87,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,3,2018-03-06 01:43:37,5.87,,,1,"b'b"" I believe that would work if we made this conversion built in. So if you\'re into expressions"," you\'re welcome to try a PR. We\'ll help. But you also have ToString in there. Last time I checked EF6 doesn\'t support that.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,4,2018-03-06 01:43:37,28.95,,,1,"b'b"" I guess I hadn\'t gotten far enough to see the fail. :-P  What would the built-in conversion need to be? to  ? I suppose if the isn\'t going to work"," it\'s not all that helpful in my case anyways.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,5,2018-03-06 01:43:37,2.18,,1,,"b""b' Yes", Enum to the underlying type, like Map. About ToString, do test," I could be wrong :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,6,2018-03-06 01:43:37,32.45,1,,,"b'b"" Well", the following works:   I don\'t think that\'s quite the same thing though as calling on  . This mapping, for example, does not work:   Which gives the exception:   Unfortunately," I don\'t think I can afford to spend much more time on this at work. I might be able to come back to it this weekend. What should I attempt to poke as far as built-in conversions go? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,7,2018-03-06 01:43:37,18.83,,1,,"b""b' You would need to add another one [here]url  And a test in .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,8,2018-03-06 01:43:37,10.45,,1,,"b'b"" ToString doesn\'t work for me with EF 6.2.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,9,2018-03-06 01:43:37,7.0,,1,,"b'b"" I\'ve been testing with EF 6.2.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,10,2018-03-06 01:43:37,131.42,,1,,"b'b"" It works with a LINQ query"," it doesn\'t work with ProjectTo although the expression looks good. Weird.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,11,2018-03-06 01:43:37,62.48,,1,,"b'b"" ## Potential Workarounds I tried a couple different things. I\'ll post them here for the benefit of anyone who might find this issue from a search engine.  First", I tried to change up the by having a real for the enum to map to, and methods for the properties that I actually want to see:   This would be an acceptable workaround for me because the ultimate goal is to serialize these object to JSON. I can just instruct the JSON formatter to ignore the property. I can also just stick directly into my DTO with no special handling.  Unfortunately this doesn\'t work. When trying to project this mapping, we get an exception:  The error message doesn\'t make a lot of sense to me, but I tried just doing a LINQ query directly:   This also fails, and gives a slightly more meaningful exception:   So it looks like mapping enums to is out of the running.  ## Something that actually works. It\'s hackish, and you\'ll have to do it for every enum in a DTO you want to use it on, so it\'s not simple to just drop in, but it works:   Basically just mapping to the same enum type as usual, and then exposing some properties with methods to have the right types to serialize. It\'s hacky, and I don\'t like it, but it works. I\'m going to use it for now," and hopefully try poking some of the things @lbargaoanu pointed me towards this weekend to see if I can get a better solution. ""'",,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,12,2018-03-06 01:43:37,477.27,,1,,"b""b' It seems to be  vs . I think in EF Core it works as it is.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,reopened,2018-03-07 05:44:13,805.73,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,closed,2018-03-13 05:28:30,1424.28,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,13,2018-03-06 01:43:37,62.27,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2552,closed,-,-,-,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,opened,2018-03-19 09:19:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,title,2018-03-19 09:19:09,00:00,,1,,"b""b' Question: How to use ForAllMembers to Condition to exclude properties dynamically'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,body,2018-03-19 09:19:09,00:00,,1,,"b'b"" I am building a library that uses AutoMapper", and I want to use the same  for both a read and a write. I want  to allow the developer to mark some properties as ReadOnly, i.e. the read mapping will fill them in but the Reverse mapping will not copy those properties to the database class.  I did this in a previous library using AutoMapper 4.2.1, but I can\'t find a way to do the same thing in AutoMapper 6.2.2. Here is what I am trying to do with AutoMapper 6.2.2. I am just unit testing at the moment," so the code comes from that  ###  types   ### Mapping configuration   ### Version:  6.2.2  ### Expected behavior  I would like it to find the on the member so I can use that to ignore that property. in AutoMapper 4.2.1 I had the following code   ### Actual behavior  The should allow me to know what property in the class I am dealing with so that I can decide what to do (Ideally I would have the property name or PropertyInfo so I could handle cases where the source is null).  ### Steps to reproduce   Any  gratefully received ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,1,2018-03-19 09:19:09,8.43,,1,,"b'b"" Wouldn\'t the [IgnoreMap attribute]url  help?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,2,2018-03-19 09:19:09,10.4,,,1,"b""b' Nice idea", but the IgnoreMap attribute has go on the destination. I need something that goes on the source. I can  what happens on the DTO (destination)," but not what goes on the source class.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,3,2018-03-19 09:19:09,3.63,,1,,"b""b' Try ForAllPropertyMaps.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,4,2018-03-19 09:19:09,17.27,,,1,"b'b"" Yep. That works! Thanks for pointing that out.  Can I ask some questions on the method"," as there isn\'t much documentation on it. * I assume it applies to all the mapping in a MapperConfiguration correct?  * If I build profiles I will need to add it to each profile correct?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,5,2018-03-19 09:19:09,3.78,,,1,"b""b' The general logic here is that things set for the MapperConfiguration apply everywhere"," but you can override by setting things per profile. So the answers are yes and no :) But do check.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,6,2018-03-19 09:19:09,4.18,,,1,"b'b"" OK. I\'ll do some digging but looks like a nice solution. I will therefore close this for now.  Thanks for the very quick response much appreciated. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,closed,2018-03-19 10:06:51,47.7,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,7,2018-03-19 09:19:09,69.5,,,1,"b'b"" Hi @lbargaoanu",  ## UPDATE For anyone else coming to this, I got my unit test wrong! This isn\'t a problem.   OK, I checked and applies the rule to all property maps, **even if they are in completely different configurations**. I though different configurations were separate, but obviously not.  This means I can\'t use because I don\'t want my library to alter any existing usage of AutoMapper that the developer is using. So," its back to the drawing board any other suggestions?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,reopened,2018-03-21 11:16:22,69.52,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,8,2018-03-19 09:19:09,3.95,,1,,"b""b' I want to see a test that fails with the latest.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,9,2018-03-19 09:19:09,8.78,,1,,"b""b' The unit test is below The test fails on the last assert"," with the error The class is  The class used in the text is given below '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,10,2018-03-19 09:19:09,17.25,,1,,"b""b' Maybe   var config2 = new MapperConfiguration(cfg => (profile2));'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,11,2018-03-19 09:19:09,17.27,1,,,"b""b' Doh! Yep"," my bad. Really sorry to have bothered you.  Good news for me. It means works! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,closed,2018-03-21 12:03:36,47.23,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,12,2018-03-19 09:19:09,1093.5,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2571,closed,-,-,-,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,opened,2018-03-21 11:37:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,title,2018-03-21 11:37:49,00:00,,1,,"b""b' AutoMapper Fails to Resolve Optional Constructor Parameters'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,body,2018-03-21 11:37:49,00:00,,,1,"b""b' <!-For feature requests", just clear out the below  Try to provide [a minimal, complete," and verifiable example]url  preferably a [gist]url  that we can execute and see fail. [Here]url  is an example for ProjectTo. -###  types   ### Mapping configuration   ### Version: AutoMapper 6.2.2 from NuGet  ### Expected behavior  Should correctly map the optional parameter (i.e. property2) when a different value is passed (e.g. 2)  ### Actual behavior  It resolves the optional value (i.e. 5) instead of the passed value (e.g. 2)  ### Steps to reproduce  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,1,2018-03-21 11:37:49,5.28,,,1,"b""b' Self mapping is not an interesting use case for us"," try with different types.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,2,2018-03-21 11:37:49,4.63,,,1,"b""b' Thanks... for my use case i can go without self-mapping. I just used it for the example. But is it that difficult to support self-mapping that fixes this problem?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,closed,2018-03-21 11:47:44,9.92,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,3,2018-03-21 11:37:49,2.67,,1,,"b'b"" It\'s possible if you remove the AssignableMapper"," we just don\'t want to support this particular use case.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,4,2018-03-21 11:37:49,84.95,,1,,"b'b"" @tghanem in general we\'re not interested in building a cloning library", but a mapping library. If I were to build a cloning library it\'d look much," much different.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,5,2018-03-21 11:37:49,1178.78,,1,,"b""b' Ok. I think i got the problem back with two different types"," please see the updated problem description.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,reopened,2018-04-04 08:54:08,1266.4,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,6,2018-03-21 11:37:49,10.82,,1,,"b""b' Yes"," because there is no setter :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,closed,2018-04-04 09:04:57,10.82,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,7,2018-03-21 11:37:49,1213.0,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2577,closed,-,-,-,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,opened,2018-05-09 19:59:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,title,2018-05-09 19:59:54,00:00,,1,,"b""b' Fix for #2543 (plus improved mapping of constants)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,body,2018-05-09 19:59:54,00:00,,1,,"b""b' 1. Improves mapping of constants in expressions. 2. Maps expressions where the type changes for instance methods. 3. Fixes #2543 (XpressionMapper does not convert the delegate return type).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,1,2018-05-09 19:59:54,925.82,1,,,"b""b' Never mind this one guys.  Sorry for the trouble.  @lbargaoanu thanks for reviewing. To me it seems like we are outside the code review territory. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,closed,2018-05-11 11:25:44,925.83,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,2,2018-05-09 19:59:54,5.6,,,1,"b'b"" It was just my opinion. I won\'t express it again", I promise :) There is no need to close the PR," maybe @jbogard likes it just the way it is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,reopened,2018-05-11 11:31:20,5.6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,3,2018-05-09 19:59:54,29.87,,,1,"b'b\' Opinions are great.  My concerns are the following.  Please be clear: ""explicit return"" does not sound like you\\\'re saying ""use local variables"". I don\\\'t think a pull request is necessarily the place to address previously approved code even though the recommendation may be correct. Recommending use of an existing helper makes sense.  Using my helper on other existing unrelated code seems to be outside of the scope of the review especially when it may change the logic of the other existing code.  Without some of these boundaries the code review (in my opinion) gets a little incoherent and time consuming i.e. there\\\'ll be no limit to what changes you can ask for outside the initial purpose of the PR.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,closed,2018-06-02 03:57:18,985.97,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,4,2018-05-09 19:59:54,571.98,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2622,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,opened,2018-05-14 15:20:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,title,2018-05-14 15:20:46,00:00,,1,,"b""b' Simplify inclusion of base mappings'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,body,2018-05-14 15:20:46,00:00,,1,,"b""b' A feature suggestion to add something like method or a to assist inclusion of base types programatically.  If I want to map a class hierarchy to DTOs  ", I can write:   which I could refactor to:  However, can throw an exception from if the item is not derived from the specified base.  The feature request would be to add a way to traverse the hierarchy and add all mapped bases. (e.g. using a new method).  Otherwise allow the to be skipped if it was found to be not derived, rather than throw an exception (e.g," using a new  method).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,1,2018-05-14 15:20:46,4.22,,1,,"b""b' You should be able to write that method yourself"," outside AM.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,closed,2018-05-15 04:34:15,793.48,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,2,2018-05-14 15:20:46,798.03,,,1,"b'b"" If you write that method and are happy with the result"," you can post it here and we\'ll consider whether it makes sense to add it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,3,2018-05-14 15:20:46,148.8,,,1,"b'b"" Thanks", I first tried defining an extension method on but the signature wasn\'t pretty with 4 generic type parameters:  Still," here\'s what I would change in to include this feature: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,4,2018-05-14 15:20:46,34.02,,1,,"b""b' No"," I was talking about that other method you wanted.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,5,2018-05-14 15:20:46,1311.22,,1,,"b""b' I had something like this in mind:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,6,2018-05-14 15:20:46,8.62,,1,,"b""b' I guess it can be useful and people have asked for this before. I still think it belongs outside AM. But maybe @jbogard disagrees.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,7,2018-05-14 15:20:46,48.72,,1,,"b""b' I think the typical issue people hit is they have a base mapping that they want to apply to *all* derived maps. If that\\xe2\\x80\\x99s the case it should be something simple on the base map to configure to say instead of a single"," and instead of starting at the derived type and working upwards.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,8,2018-05-14 15:20:46,4.75,,1,,"b""b' @gtaylor1981 PR?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,reopened,2018-06-25 19:19:58,885.72,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,closed,2018-11-17 08:23:07,783.15,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,9,2018-05-14 15:20:46,892.15,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2628,closed,-,-,-,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,opened,2018-06-11 09:51:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,title,2018-06-11 09:51:37,00:00,,1,,"b""b' CreateMap() on ReverseMap'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,body,2018-06-11 09:51:37,00:00,1,,,"b""b' Hello", I have mappings, with ReverseMap(). I need to ignore all unmapped members using . It works on first use CreateMap(), but is not working on ReverseMap ReverseMap() (there is no constructor like this). So I have to write new mapping with reverse types:   After this, ignoring, on not mapped members, works on both mappings.  There is .ValidateMemberList() function, I wrote it after ReverseMap, but ignoring is not working on reverse mapping. It would be better," if there will be reversing with ignoring:  Thanks'""",,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,1,2018-06-11 09:51:37,201.02,,,1,"b""b' I think the default [here]url  should be  . PR welcome.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,closed,2018-06-11 13:12:38,201.02,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,2,2018-06-11 09:51:37,29.08,,,1,"b""b' Thanks for reply.  Are you going to add .ReverseMap() in the future?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,3,2018-06-11 09:51:37,1.57,,1,,"b""b' No"," but somebody else might.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,4,2018-06-11 09:51:37,64.75,,1,,"b'b"" I think this is a bug"," it\'s inconsistent with the other version: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,reopened,2018-06-13 14:48:03,95.42,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,5,2018-06-11 09:51:37,2.7,,,1,"b'b"" Yes", but it\'s the non generic version," so maybe it has nothing to do with the original point :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,6,2018-06-11 09:51:37,838.08,,1,,"b""b' See also url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,7,2018-06-11 09:51:37,472.37,,1,,"b'b"" @guramiqiashvili also means that validation is a no-op. You\'re now completely relying on runtime mapping. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,8,2018-06-11 09:51:37,1082.95,,1,,"b""b' [Passing test]url  for the original issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,9,2018-06-11 09:51:37,536.48,,1,,"b'b"" Prior to upgrading to the latest version 7.0.1", I was using 6.1.1 and after I upgrade I got an exception  I had never had that issue before upgrading to 7.0.1. I went ahead and read [Configuration-]url  to try and determine if there was some changes (in global settings) but I am not sure I understand, if the enforcement seems sudden between 6.1.1 and 7.0.1. I reverted back to 6.1.1 to try and reproduce the problem and it does **not** seem affected. I have an automapper and a simple customer resolver. These 2 type specifically are inline mapped [CreateMissingTypeMaps]url  **So if I wrote too much and too longdidn\'t read blah blah**.... Did Configuration validation get enforced sometime between 6.1.1 and 7.0.1?  **Also, as an unrelated side note," the [documentation]url  states that automapper has inline mapping since 6.2.0 but I have 6.1.1 and my version has it.... does anyone want me to update the wiki.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,2674,closed,10,2018-06-11 09:51:37,2.15,,1,,"b""b' Yes :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
