REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,16,2016-06-08 12:51:53,343.97,,1,,"b'b"" I extensively (like in 10 mobile and desktop browsers) checked that when reviewed this PR"," I don\'t think such environment exist""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,17,2016-06-08 12:51:53,6.52,,1,,"b'b"" Do we plan to land this? It\'s open for quite some time now""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,18,2016-06-08 12:51:53,22.15,,,1,"b'b"" Thanks for the reminder. I have to apply changes from @gibson042\'s comment at url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,19,2016-06-08 12:51:53,616.57,1,,,"b'b"" I\'m afraid I won\'t be able to get back to this PR before Jan 17.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,20,2016-06-08 12:51:53,1315.12,,1,,"b""b' No worries :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,21,2016-06-08 12:51:53,1308.25,,1,,"b'b"" PR updated & rebased. I\'m still working on the iframe test but the rest should be ready.  I\'ve introduced one change in the newest version of the PR is not used in browsers that don\'t support  . From our supported browsers this should only affect iOS 7 & 8 (currently less than 5% of all iOS users).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,22,2016-06-08 12:51:53,1383.73,,1,,"b""b' @markelog PR updated.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,23,2016-06-08 12:51:53,16.28,,1,,"b'b"" I added another fixup that also contains the iframe test.  There\'s one thing that worries me in the iframe test I had to use the check as just sometimes failed which means the animation was going slightly backwards on occasion; test it yourself. I couldn\'t reproduce the same issue in the old code that doesn\'t rely on the timestamp or  .  EDIT: I commited the debugging code to my fork at url  if anyone wants to have a look. Run effects tests in Chrome on this branch and look at the console.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,24,2016-06-08 12:51:53,157.0,,1,,"b'b\' I\\\'ve removed the ""Needs review"" label as I first have to debug the Chrome underlying issue (& perhaps report it upstream).\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3151,open,-,-,-,6,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,opened,2016-06-24 22:33:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,title,2016-06-24 22:33:06,00:00,,1,,"b""b' Deferred: Fix exceptions silent swallowing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,body,2016-06-24 22:33:06,00:00,,,1,"b'b"" ### Summary <!Describe what this PR does. All but trivial changes (e.g. typos)should start with an issue. Mention the issue number here.Currently", jQuery silently swallows exceptions thrown in the body of a function passed as argumentin the event handler. For instance: will not result in any exception raise in the browser. This PR attempts to fix it by giving the abilityof adding another function in the handler, so that if an exception occurs in such situation described above, the exception function will be fired. This function takes as argument the Error object given internally propagated to it, so that it can be used inside the function. If no such function is provided, code now outputs the exception error message in the console.This fix works in all  , and calls. Note: This fix is applied on the implementation, not the one. Fixes #3174### Checklist Mark an for completed items, if you\'re not sure leave them unchecked and we can assist.[ ] All authors have signed the CLA at url [ ] New tests have been added to show the fix or feature works[x] Grunt build and unit tests pass locally with these changes[ ] If needed," a docs  was created at url  Thanks! Bots and humans will be around shortly to check it out.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,1,2016-06-24 22:33:06,0.02,1,,,"b""b' By analyzing the blame information on this pull request", we identified @timmywil," @gibson042 and @markelog to be potential reviewers'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,2,2016-06-24 22:33:06,0.07,,,1,"b'b"" Thank you for your pull request. It looks like this may be your first contribution to a jQuery Foundation project", if so we need you to sign our Contributor License Agreement (CLA). **:memo: Please visit url  to sign.** After you signed, the PR is checked again automatically after a minute. If there\'s still an issue, please reply here to let us know. If you\'ve already signed our CLA, it\'s possible your git author information doesn\'t match your CLA signature (both your name and email have to match), for more information," [check the status of your CLA check]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,closed,2016-06-25 23:52:49,79.72,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,reopened,2016-06-25 23:54:22,1.55,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,closed,2016-06-26 15:19:59,925.62,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3198,closed,-,-,-,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,opened,2016-11-05 10:15:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,title,2016-11-05 10:15:57,00:00,,1,,"b""b' Drop and signatures'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,body,2016-11-05 10:15:57,00:00,1,,,"b'b"" Can we evaluate if these signatures can be dropped? Here\'s a few arguments:  It can mask bugs when the first argument inadvertently evaluates to  ", which results in all classes being removed the first time it is called. It\'s badly documented url  and because of that, probably not well-known. The way it saves a data seems like a bad practice. For custom builds," it creates a otherwise unnecessary dependency for towards  . It would allow the following savings for full builds: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,1,2016-11-05 10:15:57,6.85,,1,,"b'b"" Looks like I missed that the boolean signature was already [deprecated]url  in 3.0. I assume this means the undocumented is also included? Oh"," and what\'s the target timeframe for removal? 4.0? I\'d gladly submit a PR for its removal if the time is right.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,2,2016-11-05 10:15:57,413.55,,1,,"b""b' @silverwind yes"," removal would be in 4.0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,3,2016-11-05 10:15:57,0.18,,,1,"b""b' And thanks for offering!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,4,2016-11-05 10:15:57,245.65,,1,,"b'b"" Ok", I\'ll close this as I\'m sure you have that planned. If you want to keep it as a reminder for removal," feel free to reopen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,closed,2016-11-07 21:22:11,666.23,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,5,2016-11-05 10:15:57,2.55,,,1,"b'b"" I think it\'s good to have it as a reminder"," we already have some issues created for 4.0.0 url  but this one was missing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,reopened,2016-11-07 21:24:44,2.55,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,6,2016-11-05 10:15:57,0.48,,,1,"b""b' Thanks for the report!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3388,open,-,-,-,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,opened,2016-11-09 13:03:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,title,2016-11-09 13:03:53,00:00,,1,,"b""b'  is never called before is is delete(#7518)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,body,2016-11-09 13:03:53,00:00,1,,,"b""b' with the lastest JQurey and i find a bug(though it is not serious)","code is below(#7518):  is never called before it is delete from hooks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,1,2016-11-09 13:03:53,3.85,,1,,"b'b"" Could you provide a test case on url  showing where do you think it breaks? You focused on internals and we need to know how you use jQuery that you\'re seeing an error. Also"," what\'s that #7518 referrence?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,2,2016-11-09 13:03:53,27.75,,1,,"b'b\' Test case is as below:$(""#di"").slideDown(2000).delay(""1000"").slideUp(2200);$(""#di"") display a  div.Now",back to JQuery core api,at (line 7518) = function (time," type) {  time =  ? [time] || time : time;  type = type || ""fx""; }; we know",() push function into queue relateted to a  Object, the item pushed is the second argument,in theory, should be called in () and before delete;question is () function,code is below:if (fn) { } delete  is called,but  is never called.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,closed,2016-11-09 13:40:25,36.53,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,reopened,2016-11-09 13:40:40,0.25,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,3,2016-11-09 13:03:53,10.48,,1,,"b""b' the purpose of using  is  clearTimeOut(timeId) when current item executed finsihed and before next item start execute",i think this is why code(delete ) is called,"right??'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,4,2016-11-09 13:03:53,11.05,,1,,"b""b' Please put the test case on url  so that everyone can easily see what is your problem.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,5,2016-11-09 13:03:53,37.03,,1,,"b""b' @SABERYJS  The clearTimeout() method in  clears the timer set by setTimeout() whereas delete  clears the last queue stop function. When we do deletion"," we clear the method followed by the hook itself as given by stop(gotoEnd); '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,6,2016-11-09 13:03:53,1330.5,,1,,"b'b"" Since there was no test-case presented for quite some time", i\'m closing this," please ping us up if you want to continue this discussion""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,closed,2016-12-05 12:44:33,1383.88,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3393,closed,-,-,-,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,opened,2016-12-02 09:01:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,title,2016-12-02 09:01:34,00:00,,1,,"b""b' Apply same fix to radio buttons as for checkbox'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,body,2016-12-02 09:01:34,00:00,,1,,"b'b"" See url  and url This fix should also include buttons. Currently if you use jQuery to trigger a click on a radio button"," event handlers get called before the state is updated. The [release notes for 1.9.1]url  when the above change was included say it was changed for radio buttons even though it wasn\'t.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,1,2016-12-02 09:01:34,516.02,,1,,"b""b' Yes"," we appear to have a problem in url  using instead of  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,2,2016-12-02 09:01:34,0.1,,1,,"b""b' Hi there.  I think we understand what you mean"," but would you mind providing a test-case on url  or on similar resource? So it would be clear what behaviour you expect'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,3,2016-12-02 09:01:34,1.72,,1,,"b""b' Such test case will also be necessary for a PR. Would you like to work on this"," @mbest?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,4,2016-12-02 09:01:34,81.4,,1,,"b""b' Here is the jsbin that was linked in the Knockout issue: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,closed,2017-01-19 22:29:28,807.9,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,reopened,2017-03-20 16:19:28,1070.0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,5,2016-12-02 09:01:34,1279.3,,1,,"b""b' This will be backed out due to the regression seen [here]url  We will re-land with a fix for that regression in 3.3.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,6,2016-12-02 09:01:34,0.22,,1,,"b""b' Also see url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,7,2016-12-02 09:01:34,350.22,,1,,"b""b' Seems the same issue would apply to on checkboxes (code that has existed since 1.9.1).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,8,2016-12-02 09:01:34,163.62,,1,,"b'b"" Right"," but that\'s not a regression since 3.1.1. We plan to address that as well in 3.3.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,9,2016-12-02 09:01:34,1166.52,,1,,"b""b' @gibson042 is working on this"," but it will not make it in the 3.3 release.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,10,2016-12-02 09:01:34,1191.42,,1,,"b""b' PR: #4279'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,closed,2019-03-20 15:43:15,1403.78,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3423,closed,-,-,-,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,opened,2016-12-04 14:25:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,title,2016-12-04 14:25:57,00:00,,1,,"b""b' Multiple scripts on domManipulation appendTo with uiDialog'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,body,2016-12-04 14:25:57,00:00,,,1,"b'b"" I\'m opening this issue from a file comment to @timmywil. I\'m using jquery and jqueryui and a post request that appends a result in a dom element. I didn\'t manage to get it simpler   When the post requests returns :   There is no alert(2).  This line 185 prevent the response from running the alert(2).  url When I debug after the alert(1)"," I\'m having this screenshot : ![image]url You can see there are 2 scripts but the second one gets   ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,1,2016-12-04 14:25:57,174.13,,1,,"b""b' Works for me: url Can you try tweaking that fiddle until you recreate the failure?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,2,2016-12-04 14:25:57,1431.73,,1,,"b'b"" Since there is no response from owner of the ticket for quite some time now"," i\'m closing this""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,closed,2016-12-12 17:11:49,165.87,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,3,2016-12-04 14:25:57,1048.22,1,,,"b""b' Hello"," Sorry for being toolong. Can you have a look to this fiddle ?  url  (sorry bad link)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,reopened,2016-12-13 15:19:28,1327.65,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,4,2016-12-04 14:25:57,619.23,,,1,"b'b"" Here\'s an abridged summary of what happens for  : * Construct nodes from the HTML text * Identify (and temporarily disable) contained script elements * Insert nodes into the DOM * For each script (in order)", * Re-enable * If in-document and not already evaluated, evaluate  BUT in this case, the first script invokes jQuery UI\'s on an ancestor of later scripts _before_ they are evaluated, which applies DOM manipulation to the ancestor\\xe2\\x80\\x94a process that assumes all in-document script elements have already been evaluated (as is the case for static content) and marks them accordingly. By the time the outer call gets around to looking at the later script, the inner call has already marked it as evaluated, so it is skipped over.  The weight of the code required to fix this issue is probably too great for us to justify adding (especially since script evaluation is an undesirable legacy behavior)," but it can be easily worked around by moving scripts outside the manipulated ancestor: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,closed,2016-12-13 20:59:16,339.8,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3431,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,opened,2016-12-09 14:26:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,title,2016-12-09 14:26:22,00:00,,1,,"b""b' Remove mystical incantations related to selectedIndex'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,body,2016-12-09 14:26:22,00:00,1,,,b'b\' <!-Feature Requests: Please read url  Most features should start as plugins outside of jQuery.  Bug Reports: Note that we only can fix bugs in the latest version of jQuery. Briefly describe the issue you\\\'ve encountered *  What do you expect to happen? *  What acually happens? *  Which browsers are affected? Provide a *minimal* test case, see url  Use the latest shipping version of jQuery in your test case! We prefer test cases on url  or url Frequently Reported Issues: * Selectors with \\\'#\\\' break: See url  -### Description ###  This line is an example of programming by mystical incantation:   And there is at least one more just like it. Logically, the expression is a no-op. The comment indicates that somebody once saw it cause some side effect in an unspecified version of Safari. For this reason, no lint will pass such a line. This comment confirms that our lint was forced to ignore the transgression.   If a fuse blows, you don\\\'t put tinfoil between the contacts; it\\\'s trying to tell you that something is wrong.  Furthermore, what makes us think that the parent of an will be a  ? Could be an [ ]url As this issue has the potential to foul up form input, it should be given a high priority.  I\\\'ll leave the solution to this one as an exercise for the moment. A solution was given to Resig several years ago and discussed in the old jQuery forum," as well as on Usenet. He mentioned something about not wanting to add an extra line and confirmed that he couldn\\\'t find a browser that ""proved"" it didn\\\'t work (i.e. show me where it fails). Hint: the no-op line has the answer and discards it. ;)  ### Link to test case ###  No test case. Not known for sure where or when it might fail. Do know that elements without at least one containing a attribute are vulnerable (as that creates an *implicitly* selected  ).  Likely not an issue once the page is loaded", but without reviewing the DOM standards, can\\\'t say for sure when browsers are required to set the property to reflect an implicit selection. Instead of worrying about that (or testing), let\\\'s just fix the logic.  PS. There is an attempt at a feature test that sets a flag that isn\\\'t checked in relation to the above line, but it is checked in other areas of the code with similar lines:   One problem with that test is that it is testing a *disembodied* and there\\\'s certainly no guarantee that it will pass based on any standard that I know of (again," would have to consult the specifications). So false positives for this ""problem"" will likely occur", adding additional no-op execution for no reason at all. I know that jQuery is supposed to work with document fragments, but the tested is without even that.  Another problem is it doesn\\\'t test the assumed solution to see if it improves the situation, only that there may be a problem. Again, this will result in no-op execution without any reason to expect it will do anything useful.  A third problem is that the name of the flag ( ) is not very descriptive of what it is supposed to mean. If it wasn\\\'t tacked on to this object, we could make the name as long as we want as the minification process would reduce it. Regardless, saving a few bytes at the expense of clarity is a bad trade (not to mention that HTTP compression will likely end up saving the bytes anyway).  If we just fix the logic for the half dozen related lines then we don\\\'t need this test at all. And BTW," what does ""Support: IE <= 11 only"" imply? See similar comments throughout and they don\\\'t make a lot of sense to me (e.g. the original hack in this case was for some unspecified Safari version).\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,1,2016-12-09 14:26:22,47.32,1,,,"b'b"" These lines have been around for a LONG time and I can remember at least once trying to remove it and finding out that the current Safari or Webkit still needed it. Can you review the blame for that file and determine its history? There are probably a few related tickets"," but they will be several years old and may take some time to find. As the person advocating a non-essential change it\'s up to you to show that this is safe to do.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,closed,2016-12-09 15:13:41,47.32,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,reopened,2016-12-09 15:13:45,0.07,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,2,2016-12-09 14:26:22,19.45,1,,,b'b\'  I am aware they\\\'ve been around a LONG time (and please don\\\'t shout). You had to spend time later trying to see if the offending lines could be removed because the problem wasn\\\'t fixed properly at the time it was identified. IIRC, it was yet another case of not wanting to add a line or two due to file size concerns; however, the related feature test would have been removed as a result, so the net would have been a push at worst.  As mentioned, I posted a solution several years ago on Usenet, which was then relayed to Resig, who decided not to use it (and famously went on to attack my character repeatedly, but that\\\'s another sad story in the history of this project). Though, as a result," he did add an extra line to try to support in a different area of the code:   Look carefully and there\\\'s a bug in there in that the getter and setter are not in agreement in how they implement the no-op hack.  So we\\\'ve established that they are *old* mystical incantations. As for ""needing"" them", that\\\'s incorrect. No need. I\\\'ve provided enough information in the post to fix the code (and without going back and searching for the original proposed answer). Will provide the fix again if nobody comes up with it here. Hint: the solution is not to simply delete the no-op lines (though they certainly vanish along with the indirect feature test).  Pulling back a bit from the posted snippet to see its context provides another clue:   Again," we have a terse and ambiguous comment (and a bit oddly stated as well). What *exactly* does it mean by ""makes selected-by-default options in Safari work properly""? That\\\'s a rhetorical question as hopefully we all know exactly what this hack is trying to accomplish as it was discussed in the forum several years ago. Once the answer is posted", it will be clear that no such assurances are needed. This is a basic logic problem; as is usually the case in browser scripting, it\\\'s not about gathering empirical evidence as such evidence proves nothing (and certainly not when we are talking about an unevenly applied mystical incantation).  Testing comes after the logic is clearly fixed and I have to figure there are existing unit tests for this. If not, they should be added. But I\\\'d bet my house they won\\\'t be needed. ;)  And I thoroughly disagree that this is a non-essential change as I\\\'ve identified an inconsistency in the use of the feature test result (as well as the indirect nature of the test itself). In other words, the *existing* hack isn\\\'t even applied consistently, which indicates that the unit tests are either incomplete or have never been run in an environment featuring the quirk we are trying to spackle over.  Additionally, it would be difficult to determine if anyone has ever been bitten by the bug or if they actually took the time to complain here (or on StackOverflow, Usenet, etc.) If they did," it would have likely taken the form of [""it doesn\\\'t work""]url  and perhaps a ""try this"" suggestion helped them get around it. These are [recurring themes here]url  ;)\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,3,2016-12-09 14:26:22,1083.2,,1,,"b""b' Anyone? Anyone know the effects? :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,4,2016-12-09 14:26:22,198.82,1,,,"b'b"" Sorry but let me repeat. You\'re asking because you want to make changes to code with no bugs currently open against it. Please do the homework to go back and look into the browser bugs that caused those seemingly meaningless lines to be put into the source. If they\'re no longer needed because the browsers they occurred in are no longer supported", we can remove them. Otherwise," check out the list of bugs reported by users of the library and see if you can help there.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,5,2016-12-09 14:26:22,1011.25,1,,,"b'b""  You aren\'t listening. Analysis trumps evidence gathering (i.e. don\'t release code that seems to work by coincidence). Customers don\'t want to be guinea pigs and can\'t be relied upon to report every odd quirk they encounter. You already said that and I responded that the solution is not to remove the lines"," but to replace them with logic that makes sense. You need to do your homework on this as I posted the solution (and it was discussed in your forums) several years ago. Wrong end of the stick. This is not how browser scripting is done; have to proactively anticipate issues as they tend to come and go as browsers create and then fix inconsistencies. That\'s the treadmill this project has been on for a decade and a big reason the code is in the state that it is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,6,2016-12-09 14:26:22,562.48,,,1,"b'b"" There is no  in our current code base", there is only this [bit]url  which has clear explanation why and what.  Thanks for the analysis though," would help if you wouldn\'t that verbose next time though :)  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,closed,2016-12-19 15:08:53,1435.13,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
