REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,1,2015-01-19 16:14:36,98.63,,1,,b'b\' @cerkut This would happen if your project is including the oscpack src folder," but ignoring the ""posix"" folder which includes the missing function implementations. If you manually add the posix folder it goes fine (if the header paths are also set up right).  Did you happen to add ofxOsc with OFPlugin? This looks like a bug in its platform-specific folder selection.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,2,2015-01-19 16:14:36,109.97,,,1,"b'b"" Nice", double spot on! I have compiled some OSC examples from the of_v0.8.4_osx_release, and clearly see the win32 and posix directories under ip. I have added ofxOsc with OFPlugin, which created oscpack src and ip directories, but not win32 and posix directories under ip. It also added only src to header search paths. I\'ll create an issue there," closing this one. Thanks for looking into this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,closed,2015-01-19 19:43:31,208.92,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,3,2015-01-19 16:14:36,940.18,,1,,"b'b"" Now in the examples below", the  contains both the posix and win32," as folders and in header search paths/ These examples don\'t compile and break / Removing the win32 dirs on Xcode project is the easiest fix. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,reopened,2015-03-28 11:23:23,939.87,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,4,2015-01-19 16:14:36,410.22,,1,,"b""b' on which OF version is this? how did you  the xcode project files of these examples?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,5,2015-01-19 16:14:36,49.57,,,1,"b""b' Good points. I usually copy the project files from the latest release to the examples of the latest git. In this case", however, I have worked with previous project files which are not overwritten by git fetch & pull. I have now compiled the 0.8.4 examples by using  now without a problem. It is likely that the problem was in the project files," I\\xe2\\x80\\x99ll close the issue. Thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,closed,2015-03-29 19:05:02,461.65,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,6,2015-01-19 16:14:36,78.57,,,1,"b""b' thanks :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3574,closed,-,-,-,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,opened,2015-02-12 14:47:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,title,2015-02-12 14:47:19,00:00,,1,,"b""b' ofParameterGroup does not survive copying'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,body,2015-02-12 14:47:19,00:00,,1,,"b""b' Copying an ofParameterGroup renders it unusable. Causes a crash on the last line Tested with both OF HEAD and 0.8.4", OS X 10.10, Xcode. This makes it impossible to store an ofParameterGroup in a container, have varying numbers of ofParameterGroup," etc.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,1,2015-02-12 14:47:19,151.8,,1,,"b""b' we had a look at it today and figured the parents of ofParameter were not correctly set after copying a ofParameterGroup. this should fix it: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,2,2015-02-12 14:47:19,139.93,,,1,"b""b' thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,closed,2015-05-11 10:22:07,1174.8,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,3,2015-02-12 14:47:19,974.68,1,,,"b'b"" there\'s actually a couple of cases where this will fail"," i need to change the parent pointer to a weak_ptr and have the posibility of have several parents. i\'m going to reopen the issue to remind myself to fix it""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,reopened,2015-05-11 11:53:44,91.62,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,4,2015-02-12 14:47:19,360.32,,1,,"b""b' closed via 5b2971a9b2e1cdec715c2338f0a7bddf22bb3188'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,closed,2015-06-18 17:54:03,360.32,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3641,closed,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,opened,2015-02-13 06:07:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,title,2015-02-13 06:07:18,00:00,1,,,"b""b' There seems to be confusion about what ofPixels::size() returns'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,body,2015-02-13 06:07:18,00:00,1,,,"b""b' In the current master version of the repo there is an error in the version of ofPixels::copyFrom() with complete type signature (in the header): If the child has a pixel type with fewer bytes per pixel than the mom", an error occurs in this function. This function uses to control iteration over the contents of both objects while each pixel is copied. The reason for the error is that returns the number of bytes, whereas is written as though returns  . As such, the error happens when the iteration goes out of the range of the number of stored pixels. The documentation for correctly says what it does, but it seems like should be changed to return for three reasons: 1) As far as I can see, there is no function that returns  ," yet this is a commonly desired thing.2) There is a function called that does what currently does.3) Other functions of seem to expect to return  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,1,2015-02-13 06:07:18,453.93,,,1,"b'b"" Thanks for the issue!  I think size is currently correct as the total number of pixels \\\\* the number of channels. getTotalBytes is actually different from that as ofFloatPixels is 4 bytes per pixel channel where as ofPixels is 1 byte.  It sounds like though there is a bug with the copyFrom as you mention. There should be a check and an error if the two ofPixels don\'t have the same number of channels. At this line: url  I\'m going to close this issue and open one for the copyFrom""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,closed,2015-02-13 13:41:14,453.93,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,2,2015-02-13 06:07:18,178.72,,,1,"b'b"" Thanks for your quick response! There is a mistake in my first post", that I talk about at the end here, but I was right about and returning the same value regardless of the pixel type, which you can get from the following snippet: The output I get from this is that size() and getTotalBytes() return the same values in all 4 cases. Looking at the source, is defined as and is trivial, just returning  , where is set to a nonzero value twice, once in   and again in allocate In all three cases, is used with the same arguments. It doesn\'t seem like is defined incorrectly. For example, for above, I get 600. That is 10 \\\\* 10 \\\\* 2 \\\\* 3, 2 being the size of unsigned short and 3 being the number of channels. If found another example where is used incorrectly for its current value: If already returns the number of bytes, then multiplying it by sizeof(PixelType) means that memcpy is going to copy too many bytes. Here it seems like is supposed to mean  . Maybe this is supposed to divide by  ? Looking at the that I was talking about in my first post, I can now see that I was making a mistake in what I though should be returning to work properly. I was thinking that ofPixels::operator[] returned some version of  , but that was dumb. It returns each component of what might be an  , so should return for both versions of to work correctly. In 0.8.4, is defined as: I\'m not saying that has to change," but it seems like there is disagreement about what it does within the code. It makes more sense to me that it should not include the size of the pixel type. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,3,2015-02-13 06:07:18,36.65,,,1,"b'b"" you are correct"," size should return the number of channels \\\\* w \\\\* h. channels is a bit ambiguous in some formats like some yuv variants that\'s where the confusion comes from. in 0.8.4 size was correctly returning w_h_channels but when refactoring ofPixels to introduce yuv formats i inadvertently changed it to return the number of bytes. i\'m going to reopen this since it seems to be a real issue. thanks for the complete explanation!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,reopened,2015-02-13 17:16:36,215.37,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,closed,2015-02-19 18:10:56,54.33,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3647,closed,-,-,-,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,opened,2015-03-06 21:35:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,title,2015-03-06 21:35:16,00:00,,1,,"b""b' ofXml::setValue as int'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,body,2015-03-06 21:35:16,00:00,,1,,"b""b' A tiny override to accept an int when using setValue... url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,1,2015-03-06 21:35:16,1414.95,,1,,"b""b' ping @joshuajnoble '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,2,2015-03-06 21:35:16,9.92,,,1,"b""b' Looks fine to me'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,closed,2015-05-03 06:15:46,520.5,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,3,2015-03-06 21:35:16,963.67,,1,,"b""b' reopened by #3800 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,reopened,2015-05-03 13:23:48,428.03,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,4,2015-03-06 21:35:16,81.08,1,,,"b""b' @camb416 could you submit this again but with a more general solution"," like: i think this is what @arturoc is looking for. sorry for the delay in merging your work! thanks for the contribution :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3694,open,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,opened,2015-03-16 09:39:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,title,2015-03-16 09:39:34,00:00,,1,,"b""b' AVFoundationPlayer: Repetitive calls to () and () is leaking memory in OSX 10.9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,body,2015-03-16 09:39:34,00:00,1,,,"b'b"" I\'m encountering a strange memory effect when calling  or and repeatedly: On my MBP with 10.8.5 an application with the commands mentioned above runs w/o leaking memory for days. On a Mac Mini with 10.9.5 the application is leaking memory. It does not depend with which SDK (i\'ve tested 10.9 and 10.10) the Application has been compiled. According to Xcode Instruments", the leak happens in MediaToolbox and AudioToolbox is constantly allocating more and more memory. The problem is probably apple related," but I actually don\'t know really. I\'m just posting this because it could be crucial for long running video installations. ![bildschirmfoto 2015-03-16 um 10 11 20]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,1,2015-03-16 09:39:34,230.02,,1,,"b""b' Update: Just updated the system to 10.10 looks like the leaking is gone. Probably 10.9 includes a buggy AVFoundation implementation? ![bildschirmfoto 2015-03-16 um 14 26 35]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,2,2015-03-16 09:39:34,98.28,,1,,"b""b' ping @ '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,3,2015-03-16 09:39:34,9.65,,1,,"b'b"" Yeah that\'s a reasonable conclusion"," going to close this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,closed,2015-03-16 15:17:31,337.95,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,4,2015-03-16 09:39:34,5.73,1,,,"b'b"" So"," is there any suggested way around this issue?  We\'ve been having loads of trouble with the master branch AVFoundation player when running our app [url  on 10.10) on 10.8 / 10.9 @brannondorsey ... specifically with crashes after a minute or so.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,5,2015-03-16 09:39:34,9.33,1,,,"b'b"" This issue specifically or loads of trouble with the AVFoundation player in general? Judging from the output in Instruments"," the leaks are just 4KB every reload which doesn\'t seem like it\'d actually cause issues in practice. Is there an issue on your repo with more info about the trouble you\'re running into? Couldn\'t find one with a quick scan.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,6,2015-03-16 09:39:34,340.97,,1,,"b'b"" The leaks were not big", but after a night the memory consumption raised from 40mb at start to 520mb. I\'m working with network triggered fragments of really short videos, from 1 up to 5 seconds. So there are plenty of load and unload calls. Not an ideal situation for a permanent installation. To sum up the troubles I\'ve encountered so far: Memory leaking in 10.9, backwards playback issues [3629]url  No playback after repeated calls without (on 10.8 and 10.9) [3704]url  This looks kind of fixed in Yosemite, but the player crashes after a certain while (i\'ll investigate more on that)As a side effect of the same issue: calls to last at least 20 up to 100ms. calls to  last also around the same time if not explicitly closed before. That renders the asyncness obsolete.Furthermore, I\'m not sure if the AVFoundation Player works in non-textured mode. It would be nice to have gStreamer on all platforms," but it\'s a little bit slow and hard to deploy on osx :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,7,2015-03-16 09:39:34,1413.28,,1,,"b""b' the leak is very likely related to this: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,8,2015-03-16 09:39:34,1328.93,,,1,"b""b' imho it would be good to keep this issue open as long as it holds true for any os-version...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,9,2015-03-16 09:39:34,46.97,1,,,b'b\' Apologies," my reading of the issue was ""it\\\'s an apple bug"" but I see I may have been mistaken :) \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,reopened,2015-03-26 19:42:44,265.22,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,10,2015-03-16 09:39:34,167.5,,1,,"b""b' might be fixed by this PR: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,11,2015-03-16 09:39:34,1232.03,,1,,"b""b' closed this with PR url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,closed,2015-04-03 19:02:16,1399.53,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3715,closed,-,-,-,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,opened,2015-04-06 18:18:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,title,2015-04-06 18:18:54,00:00,,1,,"b'b"" Crash when unloading programmable renderer\'s shaders on windows""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,body,2015-04-06 18:18:54,00:00,1,,,"b'b"" I\'m not great at debugging via VS2012", so most of this is just speculation, apologies. When exiting a relatively simple app on Windows, I get thrown on in the static in ofShader. This is being triggered by the destructor of ofGLProgrammableRenderer, cleaning up its shaders. It doesn\'t seem to matter which shader it attempts to unload, if I manually put in the programmable renderer\'s destructor, it fails on that line (EDIT: actually it looks like it fails on the second .unload() call, but the actual shader being unloaded doesn\'t seem to matter). The thread being reported by VS is not the main thread, but seems to be a dynamic something-or-other generated by the atexit handler (again I\'m not really familiar with VS :) ). ![shader-unload-trace]url  contents of as of destructor (ofGLProgrammableRenderer) Using the new syntax, as below: **NOTE** I am doing some weird stuff right now, moving the OF app onto the CLR and embedding a WPF app as a child window. This crash was happening before I started doing all this, but if that\'s overly suspicious I\'ll see if I can boil it down to a simpler reproduction. It doesn\'t happen with a totally barebones ofApp. Windows 7, VS2012," current OF master as of posting.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,1,2015-04-06 18:18:54,22.3,,1,,"b'b"" Hi Adam", is it possible that you defined the shader outside your app\'s scopemaybe as a static object in the .cpp file?  I\'m asking because then it could have something to do with the destruction order the app will already be dead when the shader gets kicked to oblivion; that\'s something I saw crashing on me before... Anyway," might be an idea to set a breakpoint into the app\'s exit function and step through it and see what\'s deleted when...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,2,2015-04-06 18:18:54,19.77,,,1,b'b\' Hey Tim," I\\\'m not doing anything with static shaders etc unless there\\\'s something tricky going on. I can trigger the crash ""on demand"" by putting (for example) ..and it\\\'ll crash on unloading the 2nd shader", regardless of which one it is. This all happens before happens, I was trying to hack my way around it temporarily by just nulling out the renderer in but no such luck.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,3,2015-04-06 18:18:54,4.22,,1,,"b""b' Stack trace on the crash:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,4,2015-04-06 18:18:54,3.18,1,,,"b""b' How strange! I can set aside some time tomorrow morning to uproot thisdo you mind posting a minimal test-case app on gist?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,closed,2015-04-06 19:08:22,49.47,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,reopened,2015-04-06 19:08:26,0.07,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,5,2015-04-06 18:18:54,0.63,,,1,"b""b' sure!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,6,2015-04-06 18:18:54,92.33,,,1,"b""b' Looks like maybe it is actually all due to my CLR tomfoolery. A little digging around implied that  needs to do a little work to set up things like atexit handlers", and that gets obstructed if you just charge in with your own as OF does by default. I got around it by doing the following," maybe this will be useful to some future googlers :)  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,closed,2015-04-06 20:41:20,92.9,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,7,2015-04-06 18:18:54,571.27,,,1,"b""b' Thanks from the future", @admsyn ! I only needed to declare the bit, also the decoration is only for when you use CLR. For posterity, this is the error I was getting on exit:   I was mixing OF with external Boost builds and a separate builder," so it might not be appliable to OF directly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3748,closed,-,-,-,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3752,closed,opened,2015-04-08 09:55:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3752,closed,title,2015-04-08 09:55:19,00:00,,1,,"b""b' Android video grabber broken'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3752,closed,body,2015-04-08 09:55:19,00:00,,1,,"b'b"" I\'ve just updated my openframeworks version to latest git version", and a android app using ofVideoGrabber stopped working. It turns out its initGrabber function that is broken.  @arturoc I can see that there where made changes in that code last time in url  . I can\'t see that it should change how the code is used," is there an error in this commit?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3752,closed,1,2015-04-08 09:55:19,9.52,,1,,"b'b"" yeah i did some changes to add events back and modified the videograbber a lot"," it\'s one of the oldest classes and it\'s architecture was slightly weird. i still need to check that everything is working though. will do as soon as i have a moment.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3752,closed,2,2015-04-08 09:55:19,403.8,,1,,"b""b' @arturoc -just running into this myself and with a student project as well.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
