REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
django,10023,closed,18,2018-06-05 09:40:27,1387.33,,1,,"b""b' @timgraham @charettes Ping"," can you please retry tests and review this?'""",,,,,,,,,,,,,,,,
django,10023,closed,19,2018-06-05 09:40:27,1057.7,,1,,"b""b' @timgraham anything I can do with the PR?'""",,,,,,,,,,,,,,,,,
django,10023,closed,20,2018-06-05 09:40:27,2.48,,1,,"b'b"" @Windsooon"," Tim isn\'t available but I think you should start by addressing the comment he left back in November.  url url  ""'",,,,,,,,,,,,,,,,
django,10023,closed,21,2018-06-05 09:40:27,3.52,,1,,"b""b' @charettes Thanks", I found I forget to submit my comments :<. Weird design by Github," right.'""",,,,,,,,,,,,,,,
django,10023,closed,22,2018-06-05 09:40:27,1189.07,,1,,"b'b"" FWIW this issue doesn\'t have anything to do with subqueries/ . The lookups simply never added support for nonvalues. The following test diff reproduces the issue without the use of subqueries ""'",,,,,,,,,,,,,,,,,
django,10023,closed,23,2018-06-05 09:40:27,320.25,,1,,"b""b' Superseded by #11393.'""",,,,,,,,,,,,,,,,,
django,10023,closed,closed,2019-05-21 04:43:21,55.75,3,17,5,,,,,,,,,,,,,,,,,,
django,10023,closed,-,-,-,3,17,5,,,,,,,,,,,,,,,,,,
django,10029,closed,opened,2018-06-06 14:07:33,,,,,,,,,,,,,,,,,,,,,,
django,10029,closed,title,2018-06-06 14:07:33,00:00,,1,,"b""b' [WIP] Refs #29392 -Added command line short option for specifying setting.'""",,,,,,,,,,,,,,,,,
django,10029,closed,body,2018-06-06 14:07:33,00:00,,,1,"b'b"" PR #9933 (for [ticket #29392]url  removed the ability to use abbreviations of the shared options in commands. The key one there is  . Why? Because you couldn\'t define a command with e.g. a option", as this was getting swallowed as by the first _pre-run_ parser. (This even though it\'s unambiguous to the final command parser.) Someone at DjangoCon (who will remain anonymous \\xf0\\x9f\\x99\\x82) said this was a usability back-step: in the shell they were used to doing something like and having it work. The example provided in the bug report struck me (and still does) as compelling. I think it was the right fix (correctness trumping convenience) but I\'m opening this to discuss. This PR adds a short option to  . The hope is, that\'s the best of both worlds. BC Issues: * already uses  . It does this for  . I\'d argue moving it to  is a win (  is always in use, how often?) (Discuss) * User-land commands may be using  . Again, I\'d probably be happy to steal that. (Discuss.) Other options: * Leave it as-is.  * Revert the change from #9933. Todo to merge: [ ] Update 2.1 release notes with extra changes.  [ ] Update with changes to in general and in particular.  ...anything else...?  Is this worth A) a new ticket," B) a post to Django Developers?""'",,,,,,,,,,,,
django,10029,closed,1,2018-06-06 14:07:33,1.78,,1,,"b""b' @rpkilby: PING. You did #9933"," so your input is important here. '""",,,,,,,,,,,,,,,,
django,10029,closed,2,2018-06-06 14:07:33,58.08,1,,,"b'b"" Haha"," so this is embarrassing. I wanted to check if and why worked before just to realize that I have been complaining about a non existing issue: I had shell magic set up for me which expanded to for and \\xf0\\x9f\\x98\\xad It\'s impressive how little helper can go into muscle memory and feel like they have been ever in Django itself.  Sorry for wasting your time @carltongibson -_-""'",,,,,,,,,,,,,,,,
django,10029,closed,closed,2018-06-06 15:07:26,59.88,1,2,1,,,,,,,,,,,,,,,,,,
django,10029,closed,3,2018-06-06 14:07:33,4.38,,1,,"b'b"" I honestly didn\'t know that would actually work (or for that matter). Either way"," my initial problem was loosing which I thought short forms ment but which didn\'t exist either way (see my comment above).""'",,,,,,,,,,,,,,,,
django,10029,closed,4,2018-06-06 14:07:33,157.78,,1,,"b'b"" Also I didn\'t mean to close the PR -if you still have strong feelings for it please reopen. I find weird and am happy with not adding given the backwards issues we\'d introduce On June 6", 2018 4:07:54 PM GMT+02:00," Carlton Gibson  wrote:>@carltongibson requested your review on: #10029 [WIP] Refs>#29392 -Added command line short option for specifying setting..>You are receiving this because your review was requested.>Reply to this email directly or view it on GitHub:>url ""'",,,,,,,,,,,,,,,
django,10029,closed,5,2018-06-06 14:07:33,54.8,,1,,"b""b' Hey @apollo13. Thanks for the follow up. No issues on the confusion. I prefer to double check.  Personally I\\xe2\\x80\\x99m not fussed by the  "," so we can leave it. \\xf0\\x9f\\x91\\x8d '""",,,,,,,,,,,,,,,,
django,10029,closed,6,2018-06-06 14:07:33,72.52,,1,,b'b\' FWIW," I ran into the ""some prefix of \\\'settings\\\' works"" behavior the other day. I wouldn\\\'t mind having a again", though.\'',,,,,,,,,,,,,,,
django,10029,closed,7,2018-06-06 14:07:33,736.22,1,,,"b""b' @MarkusH I cheked in 1.11 -never existed. The prefix stuff is weird at best :D'""",,,,,,,,,,,,,,,,,
django,10029,closed,reopened,2018-06-08 07:03:20,955.9,2,6,1,,,,,,,,,,,,,,,,,,
django,10029,closed,closed,2018-06-08 07:03:25,0.08,2,6,1,,,,,,,,,,,,,,,,,,
django,10029,closed,8,2018-06-06 14:07:33,1372.43,,,1,"b'b""  Yes. The only option is to **add** it. I can see the appeal of that. I think we **could** make the case for the breaking change (and for 2.1 would be a good time given #9933)", but I\'d want someone to champion that (as I haven\'t got  for the ). I republished my branch in case someone wants to drive this forward: I\'m happy to finish the PR," but I don\'t want to do the politics \\xf0\\x9f\\x98\\x83. ""'",,,,,,,,,,,,,,,
django,10029,closed,9,2018-06-06 14:07:33,133.17,1,,,b'b\' I feel a bit silly, but for such a small change, I\\\'m finding myself quite strongly opposed to it. The utility of the settings short option seems marginal at best, and I don\\\'t think the breaking change is worth the tradeoff. In my experience, it\\\'s not common to use in day to day use (where a shorthand would be most relevant). I\\\'ve tended to use in combination with supervisor or other cases where the command is written to a config file and ran indirectly. If for whatever reason I need to use and it\\\'s  to keep repeating it," I just set the environment variable (possibly with [ ]url  or [ ]url  In terms of [starting characters for words in the English language]url  ""s"" is the 5th most common", representing about ~6.5% of all words. In projects I\\\'ve worked on, I have a tendency to expose administrative functions as management commands. Losing this short option would be annoying.\'',,,,,,,,,,
django,10029,closed,10,2018-06-06 14:07:33,172.42,1,,,"b'b""  I think that\'s probably the swinger. No doubt _loads_ of people would be affected. ""'",,,,,,,,,,,,,,,,,
django,10029,closed,-,-,-,4,6,2,,,,,,,,,,,,,,,,,,
django,10066,closed,opened,2018-06-20 03:20:12,,,,,,,,,,,,,,,,,,,,,,
django,10066,closed,title,2018-06-20 03:20:12,00:00,,1,,"b""b' Fixed #29501 -Added support for ./ dbshell -c SQL.'""",,,,,,,,,,,,,,,,,
django,10066,closed,closed,2018-06-20 05:11:16,111.07,0,1,0,,,,,,,,,,,,,,,,,,
django,10066,closed,1,2018-06-20 03:20:12,208.73,,1,,"b""b' @cedric05 What happened here? Did you not want to try to address the test failures? '""",,,,,,,,,,,,,,,,,
django,10066,closed,2,2018-06-20 03:20:12,125.48,,1,,"b""b' i wanted to work on that but my approach is wrong"," i will work on in it tonight @carltongibson '""",,,,,,,,,,,,,,,,
django,10066,closed,reopened,2018-06-23 01:14:02,1202.77,0,3,0,,,,,,,,,,,,,,,,,,
django,10066,closed,3,2018-06-20 03:20:12,1361.73,,1,,"b'b"" i\'m in middle of fixing these tests. instead of going with suggestion in ticket otherwise we had to print or handle how we show output.  ""'",,,,,,,,,,,,,,,,,
django,10066,closed,closed,2018-06-28 06:48:54,334.87,0,4,0,,,,,,,,,,,,,,,,,,
django,10066,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,
django,10152,open,opened,2018-07-08 21:28:51,,,,,,,,,,,,,,,,,,,,,,
django,10152,open,title,2018-07-08 21:28:51,00:00,,1,,"b""b' Fixed #28598: Document lack of BCC in console & filebased email backends'""",,,,,,,,,,,,,,,,,
django,10152,open,body,2018-07-08 21:28:51,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,
django,10152,open,1,2018-07-08 21:28:51,425.12,1,,,"b'b"" @carltongibson do you receive notice when I reply there", I added a few  thoughts on the ticket. Sorry if you do," don\'t mean to spam.""'",,,,,,,,,,,,,,,
django,10152,open,closed,2018-07-11 18:38:57,1270.1,1,2,0,,,,,,,,,,,,,,,,,,
django,10152,open,reopened,2018-07-11 19:20:44,41.78,1,2,0,,,,,,,,,,,,,,,,,,
django,10152,open,2,2018-07-08 21:28:51,887.97,,1,,"b""b' Is there a policy about whether or not the doc bits includes  ? Seems to go with mostly no but occasionally yes.'""",,,,,,,,,,,,,,,,,
django,10152,open,3,2018-07-08 21:28:51,1070.73,,1,,"b""b' @carltongibson indeed this patch passes all the tests re: writing bytes.   The change comes from this patch which mine would partly reverse: c988745cca1225496bfd36910dc3cec5065d8cc4. I do wonder if it was a Python2/Python3 thing.'""",,,,,,,,,,,,,,,,,
django,10152,open,4,2018-07-08 21:28:51,909.97,,1,,"b'b"" @carltongibson here\'s a different possible iteration since we are in agreement about displaying the BCC. Obviously there might be a backward compatibility issue here. I\'m not really in favor of adding the hook you mentioned although I could compromise to that if it\'s what we need to fix-up backwards compatibility.  Thoughts?""'",,,,,,,,,,,,,,,,,
django,10152,open,5,2018-07-08 21:28:51,911.25,,1,,"b'b"" Also curious if your investigation fo the  has turned up anything? That is the reason that there is duplication between file-based and console-based and I didn\'t really understand the reasoning from the linked PR.""'",,,,,,,,,,,,,,,,,
django,10152,open,6,2018-07-08 21:28:51,218.87,,,1,"b'b"" Hey @jschneier. Thanks for the follow-up. I didn\'t get a chance to look at this again yet. I will do so in the next week. I can\'t see much of a BC issue here... (?!)  ""'",,,,,,,,,,,,,,,,,
django,10152,open,7,2018-07-08 21:28:51,714.12,,1,,"b'b"" Regarding c988745cca1225496bfd36910dc3cec5065d8cc4"," it looks to me like there aren\'t any tests for that change. I rolled back to that commit and reverted the changes in and all tests pass on Python 2 and 3.""'",,,,,,,,,,,,,,,,
django,10152,open,8,2018-07-08 21:28:51,840.08,,1,,"b'b""  In the same way that the tests depends on what is output (and thus are currently failing) couldn\'t someone\'s code be depending on it?""'",,,,,,,,,,,,,,,,,
django,10152,open,9,2018-07-08 21:28:51,841.1,,1,,"b""b'  Maybe we can ask @apollo13?'""",,,,,,,,,,,,,,,,,
django,10152,open,10,2018-07-08 21:28:51,848.58,,,1,"b""b'  Yes. Hmmm. I suppose so. But then I steer back towards thinking this should just be a wontfix"," plus \\xe2\\x80\\x9ccreate your own backend if BCCs are important to you\\xe2\\x80\\x9d. (I kind of agree with you that the hook idea is suboptimal \\xe2\\x80\\x94 we should just fix it \\xe2\\x80\\x94 but if BC is a concern then how else do we satisfy both requirements?)'""",,,,,,,,,,,,,,,,
django,10152,open,11,2018-07-08 21:28:51,850.08,1,,,"b""b' I was thinking a release note message with the code to restore.'""",,,,,,,,,,,,,,,,,
django,10152,open,12,2018-07-08 21:28:51,856.67,,1,,"b""b' @jschneier url  The main reason was consistency. I had an issue with my emails and wanted to debug it with the console backend. This did not work because the unicode representation used a different encoding then when writing to bytes. Imo my change still makes sense"," even if there are not tests showing it.'""",,,,,,,,,,,,,,,,
django,10152,open,13,2018-07-08 21:28:51,868.1,,,1,"b""b' Yeah that\\xe2\\x80\\x99s fine. More unsure about if the change to file-based is needed. Changing the mode to from would mean we don\\xe2\\x80\\x99t need to override and since we aren\\xe2\\x80\\x99t specifying an encoding I assume that it ends up being written out in non mode the same? Namely with  . Not my area of expertise but would make sense to me logically"," please let me know if I\\xe2\\x80\\x99ve missed something.'""",,,,,,,,,,,,,,,,
django,10152,open,14,2018-07-08 21:28:51,872.53,,,1,"b'b"" @jschneier It should be fine to write to the file in non-binary mode as long as you use and then (ie just don\'t use  ; which will result in a different serialization then for a normal smtp transaction). Maybe also add a comment on why the bytes -> decode dance is there that it doesn\'t get replaced by accident.""'",,,,,,,,,,,,,,,,,
django,10152,open,15,2018-07-08 21:28:51,984.55,,,1,"b""b' Just opened #10241  pursuant to this discussion. Probably if we really want to mimic the smtp backend we should also add  ? Appreciate any feedback there.'""",,,,,,,,,,,,,,,,,
django,10152,open,16,2018-07-08 21:28:51,987.17,,,1,"b""b' Good catch"," yes. I think I added after I rewrote the filebackend and forgot to add it there :)'""",,,,,,,,,,,,,,,,
django,10152,open,17,2018-07-08 21:28:51,18.72,,,1,"b""b' Interestingly using results in test failures on Windows.'""",,,,,,,,,,,,,,,,,
django,10152,open,18,2018-07-08 21:28:51,267.48,,,1,"b'b"" Mind showing which? I don\'t have a windows system currently :)""'",,,,,,,,,,,,,,,,,
django,10152,open,19,2018-07-08 21:28:51,763.93,1,,,"b""b' Me neither.  I pushed up the changes in the aforementioned PR including and it failed 15 tests on the file-based backend which I think are all of the ones that depend on on the Windows sqlite build config. I\\xe2\\x80\\x99ve since force-pushed over it.  EDIT: Hold on", that test is still failing," further investigation required. Annoying when your test platform is PRs :) '""",,,,,,,,,,,,,,,
django,10152,open,20,2018-07-08 21:28:51,196.32,,,1,"b'b"" Right", lets see if we can roll this up... (It shouldn\'t be _that_ complicated... \\xf0\\x9f\\x98\\x84) @jschneier: What do you **want** to do here? What\'s the idea outcome for you? @all: can we accept a BC change? Surely it\'s easier for people to test the logic that generates the arguments to the call (e.g.  ) rather than call re-parsing the output later (?)) (If so the change suggested here looks fine to me in principle.) Failing that: My idea for the hook was easier subclassing with a behaviour change. If that\'s not worth the effort (which it may not be) then I\'m inclined towards  . I had thought even the doc change wasn\'t really necessary but, since Josh ran into it to, it probably is worth mentioning. If we nail down the strategy," I can help debug the windows issues etc. (A bit of de-duplication here seems feasible.) ""'",,,,,,,,,,,,,
django,10152,open,-,-,-,3,10,9,,,,,,,,,,,,,,,,,,
django,10171,closed,opened,2018-07-10 20:56:43,,,,,,,,,,,,,,,,,,,,,,
django,10171,closed,title,2018-07-10 20:56:43,00:00,,1,,"b""b' Fixed #20147 -Added .'""",,,,,,,,,,,,,,,,,
django,10171,closed,body,2018-07-10 20:56:43,00:00,1,,,"b'b"" Original PR (with discussion included): url I\'ve rebased from master and squashed all the commits into one.""'",,,,,,,,,,,,,,,,,
django,10171,closed,1,2018-07-10 20:56:43,25.47,,,1,"b'b"" \\xf0\\x9f\\x91\\x8b folks", there\'s only one build failing with: I haven\'t changed any dependency or  file," do you have an idea of what might be going on?  Thanks!""'",,,,,,,,,,,,,,,
django,10171,closed,closed,2018-07-13 11:51:05,894.37,1,1,1,,,,,,,,,,,,,,,,,,
django,10171,closed,reopened,2018-07-13 11:51:09,0.07,1,1,1,,,,,,,,,,,,,,,,,,
django,10171,closed,2,2018-07-10 20:56:43,870.5,,1,,"b""b' There seems to be an error with jenkins not finding the right commit after the rebase. Anybody has an idea how I could fix this?'""",,,,,,,,,,,,,,,,,
django,10171,closed,3,2018-07-10 20:56:43,162.73,,1,,"b'b"" You\'re right", when I submitted the PR originally, it was failing," it\'s working now \\xf0\\x9f\\x91\\x8d ""'",,,,,,,,,,,,,,
django,10171,closed,4,2018-07-10 20:56:43,1.15,,,1,"b""b' @carltongibson @timgraham PR finally rebased and working. Thanks for all your support. Gonna say this once again"," this community is amazing. '""",,,,,,,,,,,,,,,,
django,10171,closed,5,2018-07-10 20:56:43,1336.73,,,1,"b""b' Hello @carltongibson @timgraham \\xf0\\x9f\\x91\\x8b ! You think I could merge this one or should I make any other improvement?'""",,,,,,,,,,,,,,,,,
django,10171,closed,6,2018-07-10 20:56:43,83.32,,,1,"b'b"" Hi @santiagobasulto. As far as I can see the comments from @jschneier and @adamchainz remain unaddressed. Just dropping from the naming may be enough to address @jschneier\'s point (???)  Overall it seems quite good to me. If you can address the points and then uncheck on the ticket"," I\'ll have another look. (Seems like a nice feature for the amount of code.) ""'",,,,,,,,,,,,,,,,
django,10171,closed,7,2018-07-10 20:56:43,313.6,,,1,"b'b"" Great"," thanks @carltongibson. I\'ll get on it and update soon.""'",,,,,,,,,,,,,,,,
django,10171,closed,8,2018-07-10 20:56:43,64.28,,1,,"b'b"" Hi @santiagobasulto. This still looks good. It would be a super addition for v2.2. Are you up for pushing it over the finish line? (If not we\'ll see if we can pick it up...) Re @jschneier\'s query on immutability", from [PEP 3333]url  (the WSGI spec): So it\'s not immutable, by design. Your implements (which is read-only, vs  ) so maybe just  , not worrying about actual immutability.  is then (via your  ) a case-insensitive," read-only accessor. (Just what we want.)  (Anybody wanting to actually mutate \\xe2\\x80\\x94\\xc2\\xa0Why? \\xf0\\x9f\\x99\\x82 \\xe2\\x80\\x94\\xc2\\xa0can access it directly.) Moving as per @adamchainz\'s review and making the adjustments Tim suggested shouldn\'t leave it far off. ""'",,,,,,,,,,,,
django,10171,closed,9,2018-07-10 20:56:43,8.38,1,,,"b'b"" Hey @carltongibson! Yes", I\'ll get to this immediately and push the fixes by tomorrow. Sorry," I\'ve been quite busy lately but I don\'t want to keep postponing this.""'",,,,,,,,,,,,,,,
django,10171,closed,10,2018-07-10 20:56:43,1121.6,,,1,"b'b"" Hey folks! Thanks @carltongibson for the support so far. Quick summary: master rebased"," comments by @timgraham and @adamchainz addressed. I\'ve just rebased and pushed but seems like something is broken (there have been many changes since my first commit). I\'ll fix and this should be done by today.""'",,,,,,,,,,,,,,,,
django,10171,closed,11,2018-07-10 20:56:43,281.4,,1,,"b""b' Hi Santiago. Thanks for the work! I will review on Tuesday"," so no panic. \\xf0\\x9f\\x99\\x82'""",,,,,,,,,,,,,,,,
django,10171,closed,12,2018-07-10 20:56:43,1148.72,,1,,"b'b"" @carltongibson Agree completely on the Mapping suggestion"," I\'ll fix it now. I somehow missed one of Tim fixes. I\'ll update everything together.""'",,,,,,,,,,,,,,,,
django,10171,closed,13,2018-07-10 20:56:43,91.5,,,1,"b""b' Looking good! I love the changes'""",,,,,,,,,,,,,,,,,
django,10171,closed,14,2018-07-10 20:56:43,15.33,,,1,"b'b"" @carltongibson all done now"," I\'ll submit the doc changes in a separate PR. I\'ll take some time to read the whole text and see if there are other improvements to do. Thank so much again for your patience.""'",,,,,,,,,,,,,,,,
django,10171,closed,15,2018-07-10 20:56:43,545.73,,,1,"b'b"" @carltongibson @timgraham hey folks \\xf0\\x9f\\x91\\x8b! Is there anything else you\'d like me to change here? I \'ve addressed all your comments and seems like everything is passing. January 14th is the deadline for 2.2 features"," right?""'",,,,,,,,,,,,,,,,
django,10171,closed,16,2018-07-10 20:56:43,727.47,,1,,"b'b\' Don\\\'t forget to uncheck ""Patch needs improvement"" on the ticket so that it appears in the review queue.\''",,,,,,,,,,,,,,,,,
django,10171,closed,17,2018-07-10 20:56:43,25.75,,,1,"b""b' @timgraham I forgot about that \\xf0\\x9f\\xa4\\xa6\\xe2\\x80\\x8d\\xe2\\x99\\x82\\xef\\xb8\\x8f"," thanks for the help.'""",,,,,,,,,,,,,,,,
django,10171,closed,18,2018-07-10 20:56:43,383.47,,,1,"b'b"" @santiagobasulto If you get a chance", do you want to update the doc string for with the text that carltongibson suggested? Otherwise, I like this PR. Thanks so much! In some ways it would be nice if a header was changed in dict it would change the other," but I don\'t think that\'s going to be an issue. I don\'t think people modify incoming headers much.""'",,,,,,,,,,,,,,
django,10171,closed,19,2018-07-10 20:56:43,24.18,,,1,"b'b"" @collinanderson thanks for the nudge", I just fixed the docs and added a simple example. I remember we discussed the issue of updated headers," but the consensus was that was extremely rare to update incoming request headers. I\'m happy to revisit it if you want. ""'",,,,,,,,,,,,,,,
django,10171,closed,20,2018-07-10 20:56:43,6.32,,1,,"b'b"" @santiagobasulto yeah I don\'t think updating headers is worth it.""'",,,,,,,,,,,,,,,,,
django,10171,closed,21,2018-07-10 20:56:43,271.9,,1,,b'b\' Hey folks \\xf0\\x9f\\x91\\x8b ," just finished addressing comments by @timgraham; also improved docs with the suggestions by @carltongibson (replace ""dict"" with case insensitive mapping). The only open thing to resolve is in this comment: url I have the whole day free tomorrow (traveling to Raleigh NC for the first time", if you have recommendations of cool things to do they\\\'re welcome \\xf0\\x9f\\x98\\x81). So I\\\'d like to finish every open issue on this one and get it merged between the feature freeze. IMO having will really help beginners.\'',,,,,,,,,,,,,,,
django,10171,closed,22,2018-07-10 20:56:43,163.77,1,,,"b""b' @santiagobasulto Could you document what will be returned if duplicated header present in the request?  url  >  A sender MUST NOT generate multiple header fields with the same field name in a message unless either the entire field value for that header field is defined as a comma-separated list [i.e."," #(values)] or the header field is a well-known exception (as noted below).'""",,,,,,,,,,,,,,,,
django,10171,closed,closed,2019-01-16 19:09:04,437.92,3,9,12,,,,,,,,,,,,,,,,,,
django,10171,closed,23,2018-07-10 20:56:43,978.22,,1,,"b""b' \\xf0\\x9f\\x8e\\x89'""",,,,,,,,,,,,,,,,,
django,10171,closed,-,-,-,3,10,12,,,,,,,,,,,,,,,,,,
django,10200,closed,opened,2018-07-19 02:07:52,,,,,,,,,,,,,,,,,,,,,,
django,10200,closed,title,2018-07-19 02:07:52,00:00,,1,,"b'b"" Fixed #29576 -Corrected the test client\'s HTTP_COOKIE header.""'",,,,,,,,,,,,,,,,,
django,10200,closed,body,2018-07-19 02:07:52,00:00,,1,,"b'b"" This existing implementation wrongly constructs cookies into: \' sessionid=helloworld; Domain=None; expires=None; Max-Age=None; Path=/\'  For the given example"," this fix will correct the construction to be: \'sessionid=helloworld\'""'",,,,,,,,,,,,,,,,
django,10200,closed,1,2018-07-19 02:07:52,779.47,,1,,"b""b' Could you add a test in or  ?'""",,,,,,,,,,,,,,,,,
django,10200,closed,closed,2018-07-19 20:49:06,1121.23,0,3,0,,,,,,,,,,,,,,,,,,
django,10200,closed,2,2018-07-19 02:07:52,376.18,,1,,"b""b' Test added in url '""",,,,,,,,,,,,,,,,,
django,10200,closed,reopened,2018-07-21 23:25:58,156.87,0,4,0,,,,,,,,,,,,,,,,,,
django,10200,closed,closed,2018-07-21 23:28:26,2.47,0,4,0,,,,,,,,,,,,,,,,,,
django,10200,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,
django,10257,closed,opened,2018-08-02 02:18:01,,,,,,,,,,,,,,,,,,,,,,
django,10257,closed,title,2018-08-02 02:18:01,00:00,,1,,"b""b' Fixed #29626"," #29584 -Added optimized versions of get_many() and delete_many() for the db cache backend.'""",,,,,,,,,,,,,,,,
django,10257,closed,body,2018-08-02 02:18:01,00:00,,1,,"b""b' url  url  related PR: #10246 #10258 '""",,,,,,,,,,,,,,,,,
django,10257,closed,1,2018-08-02 02:18:01,455.35,,1,,"b""b' Please can you also add some documentation to show that is now supported and a release note?'""",,,,,,,,,,,,,,,,,
django,10257,closed,2,2018-08-02 02:18:01,626.12,,1,,"b'b"" I don\'t think documentation is needed. This is merely optimizing the implementation inherited from the base class.""'",,,,,,,,,,,,,,,,,
django,10257,closed,3,2018-08-02 02:18:01,3.95,,1,,"b'b""  Oh"," I misunderstood from the title and thought it wasn\'t supported at all.""'",,,,,,,,,,,,,,,,
django,10257,closed,4,2018-08-02 02:18:01,786.8,1,,,"b'b"" @pope1ni @timgraham  Thank you so much for your kind review and i\'m sorry i didn\'t do it right at once. I learned a lot from your review and tried to fix it. I rebased url  branch and revised it according to your advise.""'",,,,,,,,,,,,,,,,,
django,10257,closed,5,2018-08-02 02:18:01,1250.0,,1,,"b""b' Thank you very much for your review. The two PRs(#10257 "," #10258 ) are confusing. So I am going to close the PRs and merge theme to new one revised according to your advices.'""",,,,,,,,,,,,,,,,
django,10257,closed,closed,2018-08-07 06:20:14,242.22,1,6,0,,,,,,,,,,,,,,,,,,
django,10257,closed,6,2018-08-02 02:18:01,101.38,,1,,"b""b' @MyungSeKyo you could have kept this PR open", updating the title and commits," and only closed #10258 as this PR contained pretty much everything from that PR...'""",,,,,,,,,,,,,,,
django,10257,closed,7,2018-08-02 02:18:01,80.4,,1,,"b""b' @pope1ni Oh I see"," I am going to add some commits to this PR.'""",,,,,,,,,,,,,,,,
django,10257,closed,reopened,2018-08-07 09:22:01,181.78,1,8,0,,,,,,,,,,,,,,,,,,
django,10257,closed,8,2018-08-02 02:18:01,971.4,,,1,"b""b' I removed the code using not when the because there is no difference between and in that case. and optimize test code. url  url  @timgraham @charettes @pope1ni @adamchainz  Thanks for your advise. I revised as much as i can according to your advise. But","there may still be code to be revised. Do you have any more corrections?'""",,,,,,,,,,,,,,,,
django,10257,closed,9,2018-08-02 02:18:01,372.75,,,1,"b""b' Could it be merged if it is fine?'""",,,,,,,,,,,,,,,,,
django,10257,closed,10,2018-08-02 02:18:01,841.15,,1,,b'b\' I\\\'m not a database expert but I\\\'m not sure if and are always equivalent. There\\\'s a comment on [the stackoverflow post]url  that you linked to that says,"if your column_value is indexed, IN operator may not read it as an index."" Is it a concern?\''
django	10257	closed	11	adamchainz	2018-08-02 02:18:01	11.58			+1	b'b\' That comment doesn\\\'t look like very strong evidence to me, ""IN operator may not read it as an index"" would have the server skipping one of the most obvious optimizations. It also doesn\\\'t cite a version or anything.  A quick test with on sqlite and MariaDB shows has the same explain plan as on both, on a simple table:   and on MariaDB: \''
django	10257	closed	12	timgraham	2018-08-02 02:18:01	3.02		+1		b'b"" Okay, if it causes a problem, we\'ll learn something.""'
django	10257	closed	13	MyungSeKyo	2018-08-02 02:18:01	209.23			+1	b""b' @adamchainz @timgraham  Thanks for your review. I moved the tests to the right location'",,,,,,,,,,,,,,,,
django,10257,closed,closed,2018-08-17 19:58:46,636.75,1,10,4,,,,,,,,,,,,,,,,,,
django,10257,closed,-,-,-,1,10,4,,,,,,,,,,,,,,,,,,
django,10280,closed,opened,2018-08-09 07:57:05,,,,,,,,,,,,,,,,,,,,,,
django,10280,closed,title,2018-08-09 07:57:05,00:00,,1,,"b""b' Fixed #29654 -Made Truncator use ellipsis character instead of three dots.'""",,,,,,,,,,,,,,,,,
django,10280,closed,body,2018-08-09 07:57:05,00:00,,1,,"b""b' Fixes url '""",,,,,,,,,,,,,,,,,
django,10280,closed,1,2018-08-09 07:57:05,577.75,,1,,"b""b' @claudep  pointed out: Should we expand this ticket to find and replace with ellipses throughout the project?'""",,,,,,,,,,,,,,,,,
django,10280,closed,2,2018-08-09 07:57:05,0.27,,1,,"b'b"" @jeffyancey the master branch is Python 3 only and were previously using so this shouldn\'t be an issue.""'",,,,,,,,,,,,,,,,,
django,10280,closed,3,2018-08-09 07:57:05,1330.13,,1,,"b""b' Are you able to continue or do you want some help?'""",,,,,,,,,,,,,,,,,
django,10280,closed,4,2018-08-09 07:57:05,1065.97,,,1,"b'b"" I got a little busy with my day job. I\'ll try and finish it up by the end of this week. If anyone wants to help"," they are most welcome.""'",,,,,,,,,,,,,,,,
django,10280,closed,closed,2018-08-16 13:54:02,356.95,0,5,1,,,,,,,,,,,,,,,,,,
django,10280,closed,reopened,2018-08-16 15:01:22,67.33,0,5,1,,,,,,,,,,,,,,,,,,
django,10280,closed,5,2018-08-09 07:57:05,345.9,,1,,"b""b' Completed in url '""",,,,,,,,,,,,,,,,,
django,10280,closed,closed,2018-08-21 15:17:06,15.73,0,6,1,,,,,,,,,,,,,,,,,,
django,10280,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,,,
django,10284,closed,opened,2018-08-11 04:36:35,,,,,,,,,,,,,,,,,,,,,,
django,10284,closed,title,2018-08-11 04:36:35,00:00,,1,,"b'b"" Fixed #29619 -Raised FieldError\'s should include the field that caused the error""'",,,,,,,,,,,,,,,,,
django,10284,closed,body,2018-08-11 04:36:35,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,
django,10284,closed,closed,2018-08-11 18:35:15,838.67,0,2,0,,,,,,,,,,,,,,,,,,
django,10284,closed,reopened,2018-08-11 18:43:55,8.67,0,2,0,,,,,,,,,,,,,,,,,,
django,10284,closed,1,2018-08-11 04:36:35,848.35,,1,,"b""b' branch management shenanigans led me to accidentally close this  the branch. Restored and reopening.'""",,,,,,,,,,,,,,,,,
django,10284,closed,2,2018-08-11 04:36:35,52.15,,1,,"b""b' Looks like the database tests failed due to losing connection during testing. Is there a way for a PR creator to have the tests rerun aside from making a new commit to the branch?'""",,,,,,,,,,,,,,,,,
