REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,closed,2017-04-10 10:10:00,1156.68,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,2,2017-03-01 14:53:19,7.97,,,1,"b""b' Cool"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,3,2017-03-01 14:53:19,56.82,1,,,"b'b"" Sorry @dvirsky", as for email exchanges, I was wrong, and is also referenced by the client, so your PR is still relevant even if we already have a client reference in the new code. This fact is not exactly clear reading the code," so I\'m also adding a comment so that the line never gets mis-placed again. Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,reopened,2017-04-10 11:14:46,64.77,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,closed,2017-04-10 11:14:53,0.12,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3843,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,opened,2017-03-02 08:08:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,title,2017-03-02 08:08:06,00:00,,1,,"b""b' Potential socket leak in _anetTcpServer'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,body,2017-03-02 08:08:06,00:00,,1,,"b'b"" Hi",  another one, in function of [anet.c#L480]url  ,  and  will close socket when they are going to return  , but don\'t, could it be a potential socket leak if returns error ?  Regards,"'
redis	3848	closed	closed	 - 	2017-03-07 15:57:45	469.65	0	2	0
redis	3848	closed	1	richardxx	2017-03-02 08:08:06	1434.53		+1		b""b' @viennadd Why did you close this issue?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,2,2017-03-02 08:08:06,27.17,1,,,"b""b' @richardxx  I must had close it mistakenly?  anyone could take a look", socket fd should get closed after anetSetReuseAddr failed," may be I could  open a pull request just like url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,reopened,2017-04-16 08:29:48,992.05,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,3,2017-03-02 08:08:06,345.35,,,1,"b""b' Hello", thank you @viennadd," I merged your PR and fixed this as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,closed,2017-04-18 14:15:09,345.35,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,4,2017-03-02 08:08:06,10.05,1,,,"b""b' Sorry I referenced a wrong commit with this issue. Now there is a new one really fixing the problem.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,reopened,2017-04-18 14:25:12,10.05,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,closed,2017-04-18 14:26:47,1.58,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3848,closed,-,-,-,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,opened,2017-03-28 11:14:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,title,2017-03-28 11:14:46,00:00,,1,,"b""b' Redis cluster create use 6 nodes CommandError'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,body,2017-03-28 11:14:46,00:00,1,,,"b'b"" PS D:\\\\work\\\\TfsRedis\\\\Redis-x64-3.0.504>>Connecting to node 127.0.0.1:6380: OK Connecting to node 127.0.0.1:6381: OK Connecting to node 127.0.0.1:6382: OK Connecting to node 127.0.0.1:6383: OK Connecting to node 127.0.0.1:6384: OK Connecting to node 127.0.0.1:6385: OK >>Using 3 masters: 127.0.0.1:6380 127.0.0.1:6381 127.0.0.1:6382 Adding replica 127.0.0.1:6383 to 127.0.0.1:6380 Adding replica 127.0.0.1:6384 to 127.0.0.1:6381 Adding replica 127.0.0.1:6385 to 127.0.0.1:6382 M: d29492c7eb8d553f444efb22b0480b707a0b9eb0 127.0.0.1:6380  slots:0-5460 (5461 slots) master M: 72fc66522582ae37301c03b6fc16ca6098582b08 127.0.0.1:6381  slots:5461-10922 (5462 slots) master M: c20d06c566d96463335bdb39bd1386e22cf83da9 127.0.0.1:6382  slots:0","10923-16383 (5462 slots) master S: 16514c669ca22db2137d269bb8149d411a802bc3 127.0.0.1:6383  replicates d29492c7eb8d553f444efb22b0480b707a0b9eb0 S: f986c579ca2c5fb83ada9757d88582c05eb7aebf 127.0.0.1:6384  replicates 72fc66522582ae37301c03b6fc16ca6098582b08 S: 7b8d2327bbea99e47ddfc7acde54933e60055bd7 127.0.0.1:6385  replicates c20d06c566d96463335bdb39bd1386e22cf83da9 Can I set the above configuration? (type \'yes\' to accept): yes D:/Ruby23-x64/-3.3.3/:121:in  block in method_missing\'   from D:/Ruby23-x64/-3.3.3/:58:in  mon_synchronize\'   from D:/Ruby23-x64/-3.3.3/:58:in  method_missing\'   from D:/-x64-3.0.504/redis-:205:in  block in flush_nodes_config\'   from D:/-x64-3.0.504/redis-:666:in  flush_nodes_config\'   from D:/-x64-3.0.504/redis-:1007:in  \' PS D:\\\\work\\\\TfsRedis\\\\Redis-x64-3.0.504 url  Redis-x64-3.0.504 use Ruby 2.3.3 (x64) url  create Redis cluster CommandError""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,closed,2017-03-28 11:15:48,1.03,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,reopened,2017-03-28 11:15:57,0.15,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,1,2017-03-28 11:14:46,51.17,,1,,"b""b' it is MSTech ported ", redis on windows  . u should open issue at MSOpenTech repo .  btw ," windows version may not support cluster ~ '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,2,2017-03-28 11:14:46,17.55,,1,,"b""b' It does support Cluster and above error is pretty generic:   Looks like your not starting from a clean slate. Bring down all instances"," remove all  and try again.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,closed,2017-03-30 02:21:54,905.95,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3904,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,opened,2017-05-12 17:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,title,2017-05-12 17:53:36,00:00,,1,,"b""b' Unstable makes valgrind unpleased'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,body,2017-05-12 17:53:36,00:00,,1,,"b""b'  . '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,1,2017-05-12 17:53:36,69.02,1,,,"b""b' Sorry", was too trigger-happy," closing this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,closed,2017-05-12 19:02:37,69.02,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,2,2017-05-12 17:53:36,11.68,1,,,"b""b' Nope"," still happening. Reopening. @antirez any ideas?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,reopened,2017-05-12 19:14:18,11.68,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,3,2017-05-12 17:53:36,1156.25,,,1,"b""b' Adding the switch helped me thanks @dvirsky for suggesting","'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,closed,2017-05-13 14:30:34,1156.27,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,4,2017-05-12 17:53:36,6.08,,1,,b'b\' Hello Itamar, you also need to run with the suppression file shipped withRedis. The possibly lost you see are all false positives due to SDS tricks. On May 13, 2017 4:30 PM,"Itamar Haber""  wrote:>\''
redis	3999	closed	5	itamarhaber	2017-05-12 17:53:36	12.15	+1			b'b"" @antirez of course I used from the src dir but the errors are still there. I didn\'t remember seeing so many possibles when running previous grinds, so I tried backtracking a few weeks of commits but they still show. Most probably I\'m borking something.""'
redis	3999	closed	6	antirez	2017-05-12 17:53:36	189.55		+1		b'b"" @itamarhaber that\'s how I valgrind it. Without the special options you will always see tons of false positives, always been like that. Recently even with the following instructions you\'ll see false positives about closing invalid filedes:   You can actually just use to have a no opt, malloc-libc build.""'
redis	3999	closed	7	antirez	2017-05-12 17:53:36	191.25		+1		b""b' P.S. note that the test called in that way will trigger the following valgrind actual command line:  valgrind track-origins=yes suppressions= show-reachable=no \\\\  show-possibly-lost=no leak-check=full -server $config_file'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3999,closed,-,-,-,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,opened,2017-08-29 06:46:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,title,2017-08-29 06:46:54,00:00,,1,,"b""b' Redis is vulnerable'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,body,2017-08-29 06:46:54,00:00,,1,,"b""b' Hello all"," There was a security accident in my company connected with Redis in way similar to described here: url  but suck of this situation in that we using latest stable version (4.0)  As prove see authorized_keys file from compromised machine in attach. Thank for attention.  [authorized_]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,1,2017-08-29 06:46:54,141.43,,1,,"b""b' was protected mode disabled?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,2,2017-08-29 06:46:54,28.0,,1,,"b""b' Or... bind explicitly mentioning 0.0.0.0?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,3,2017-08-29 06:46:54,1349.88,,1,,"b""b' Will ask guys who set Redis up"," and provide their answer ASAP'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,4,2017-08-29 06:46:54,51.27,,1,,"b""b' About protected mode was launched with default settings", so nothing has been changed about it about 0.0.0.0 yes," cause we have several interfaces.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,closed,2017-09-04 08:57:29,130.58,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,reopened,2017-09-04 08:57:33,0.07,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,5,2017-08-29 06:46:54,8.65,,1,,"b""b' Then you found the culprit. If you explicitly expose your Redis to the whole wide Internet it is of course vulnerable.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,closed,2017-09-04 09:06:08,8.58,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4263,closed,-,-,-,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,opened,2017-09-04 22:04:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,title,2017-09-04 22:04:25,00:00,,1,,"b""b' Redis-Cluster: Add support to auth in redis-'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,body,2017-09-04 22:04:25,00:00,,1,,"b'b"" Use password=\'secret\' Added in: info", check, create, add-node, del-node, set-timeout, reshard," rebalance and fix  Issues #2866 and #3389  Google groups: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,1,2017-09-04 22:04:25,832.53,,1,,"b'b"" Hi"," is there a reason your fix doesn\'t work for me?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,2,2017-09-04 22:04:25,41.82,,1,,"b'b\' Hi @paltryeffort Could you please try ""redisinfo password test123 10.10.3.4:7001""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,3,2017-09-04 22:04:25,79.4,,,1,"b'b"" That\'s works. Thank you!  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,4,2017-09-04 22:04:25,1124.53,,1,,"b'b"" Hi @otherpirate  why reshard doesn\'t work for me?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,5,2017-09-04 22:04:25,313.27,,1,,"b""b' Hi @k19421  The problem is in redis [migrate command]url  do not have password parameter by default.  Migrate command is called [here]url Issue: url  Solution: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,closed,2017-10-31 13:55:58,951.55,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,reopened,2017-10-31 13:57:26,1.47,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,6,2017-09-04 22:04:25,40.8,,1,,"b""b' So setting up a cluster now and would like to use auth. Is this PR the only way to do it at the moment without manual setup?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,7,2017-09-04 22:04:25,1143.4,,,1,"b""b' Just wanted to cross check", weather authentication issue with Migrate has been fixed or its still have same issue. I am using redis-4.0.6 with redis-triband still facing issue while doing redis-tribreshard  [ERR] Calling  I am passing password using auth flag:  Command Executed :   redis-tribreshard auth  host:ip  Weird this is ," this error only comes when cluster nodes has keys ...for empty masters slots resharding works fine.  Any suggestion please ? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,8,2017-09-04 22:04:25,539.23,1,,,"b'b"" Hi @dineshk8666 The problem is in redis [migrate command]url  do not have support for  parameter.  Migrate command is called [here]url Issue: #2500 Solution: #2501  You can also remove auth before do reshard", and reset after reshard  I know it\'s not the best solution," but unfortunately is the only way I figured out.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,9,2017-09-04 22:04:25,892.52,,,1,"b""b' Hi @otherpirate Thanks for the update.  Is there any future solution expected"," where auth can be used to reshard slots with auth?  My purpose is to scale-up functional redis cluster and it is already configured with auth.  Thanks '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,10,2017-09-04 22:04:25,481.02,1,,,"b'b"" Hi @dineshk8666 as you saw in #4240 and #2507", it\'s was solved by community.  Probably @antirez will review," merge and publish a new version as soon he can.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,11,2017-09-04 22:04:25,6.63,1,,,"b'b"" @otherpirate I\'ve reviewed the #2507 and I\'ll talk to @antirez about this issue. Both PRs are obviously related. As for the #4288: the implementation it\'s ok to me", but since the PR is strongly related to the migrate issue, I\'d prefer to face the whole issue. Just a note: this implementation assumes that all the cluster nodes have the same password, which can make sense," but maybe it should be clear in the help message.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,12,2017-09-04 22:04:25,39.2,,1,,"b""b' Thanks for the feedback @artix75  I added the help message ;)  Please let me know if I can help with this issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,13,2017-09-04 22:04:25,709.2,,,1,b'b\' Hi," @otherpirate   The call doesn\\\'t work in your fix! Doesn\\\'t your fix support call? I think the call is important in my work. I often use ""rediscall"" to batch modifying each node configuration in cluster. \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,14,2017-09-04 22:04:25,649.58,,,1,"b""b' Hi @BrotherGao Fixed"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,15,2017-09-04 22:04:25,293.38,1,,,"b'b\' what is the trick for calling this with create? ${REDISHOME}/-tribcreate password ""foobared"" replicas 10.10.1.12:1500 10.10.11.3:1500 10.10.14.17:1500 10.10.14.18:1500 10.10.15.2:1500 10.10.15.3:1500 >>command:[:auth","foobared""] [ERR] Sorry, can\\\'t connect to node 10.10.1.12:1500 \''
redis	4288	closed	16	otherpirate	2017-09-04 22:04:25	898.35		+1		b'b\' Hi @damora,  Are you sure 10.10.1.12:1500 is up? with auth?  The following command works?  Obs : You should use without ""quotes""\''
redis	4288	closed	17	chihuo91	2017-09-04 22:04:25	271.97		+1		b""b' For add-node command, does it support two password? One for the source node , one for the target node?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,18,2017-09-04 22:04:25,99.33,,1,,"b""b' @otherpirate I got it to work. It was user error..:-('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,19,2017-09-04 22:04:25,46.85,,1,,"b""b' Hi @chihuo91 No", it do not support more than one password.  I never saw a redis cluster with two (or more) password, just for curiosity," could you please explain to me:  1. What is the necessity of have two different password? 2. How your application connect in both nodes?  Regards'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,20,2017-09-04 22:04:25,84.75,,1,,"b""b' @otherpirate I just verified that our application only uses one password. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,21,2017-09-04 22:04:25,87.37,,1,,"b""b' I have one question. Since you pass the password as command"," user can actually use ps to see the password. Is there any way to hide password from ps ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,22,2017-09-04 22:04:25,1126.35,,1,,"b""b' So what I wanna ask is that is the command accept the secret argument through stdin?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,23,2017-09-04 22:04:25,9.0,,1,,b'b\' Hi @chihuo91 No, do not support. This command runs of a few seconds and exit," so the password gonna be ""visible"" for a small time.  Should your user access PS from redis-cluster host?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,24,2017-09-04 22:04:25,75.4,,1,,"b'b"" Even I had a similar concern about passwords being visible to any user on the redis host. Ideally", we should read password from standard input if password is not specified as a command line parameter. We shouldn\'t say \'Won\'t Fix\' for this issue for the reason that it runs for a few seconds (cause its a security issue after all). Though one could still write a wrapper script to pass password via stdin," it defeats the purpose of having the original script when a developer needs to write wrapper scripts for provisioning systems in production.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,25,2017-09-04 22:04:25,148.28,,1,,"b'b"" Hi @animesks and @chihuo91 I\'m not sure it is the best implementation", but works for me.  Any ," please let me know.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,26,2017-09-04 22:04:25,1282.03,,,1,"b""b' Hi @otherpirate  Thanks for fixing. But I got Invalid option: use-empty-masters error in line 1718 when I try to run rebalance use-empty-masters. Same as the option weight.  Do you know what might cause this error?  Command ran: Error: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,27,2017-09-04 22:04:25,1393.93,,1,,"b""b' @otherpirate  Just curious. Any update for the error we got?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,28,2017-09-04 22:04:25,106.4,1,,,"b'b"" Hi @chihuo91 Sorry for bug and delay :/  It\'s fixed", please," try again :) ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,29,2017-09-04 22:04:25,25.55,,,1,"b""b' Hi @otherpirate  Thanks for fixing.  Here are come commands I tried and the errors I got. I am not familiar with ruby so if I run the command in a wrong way"," please let me know. 1. First try  2. Second try '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,30,2017-09-04 22:04:25,852.93,1,,,"b'b"" Hi",@chihuo91 I think you should check your redis version at first. As we all know, redis version(<4.0.7) doesn\'t support migrate command in the cluster with auth mode. It\'s useless to execute this script(redis-) with the options( ( i. e. ," rebalance)) which use migrate command. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,31,2017-09-04 22:04:25,542.17,,1,,"b""b' Redis-trib will be deprecated in the next release and replaced by redis-cli"," that also supports auth. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,32,2017-09-04 22:04:25,498.5,,1,,b'b\' Hi @otherpirate It would be something wrong when adding nodes or delete nodes with password. If the node has data," the ""migrate"" command will report error ""no auth"". I think the redisneed to be changed at the function \\xe2\\x80\\x9cmove_slot\\xe2\\x80\\x9d that input ""opt"" parameter and add the password when calling ""migrate"":  ([""migrate""",[:host],port,,0,@timeout,:auth,opt[\\\'password\\\'],:keys,*keys]) \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,33,2017-09-04 22:04:25,759.48,,,1,"b""b' Support added to redis-cli as @artix75 said. Closing. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,closed,2018-07-13 16:19:35,142.15,6,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4288,closed,-,-,-,6,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,opened,2017-10-08 09:26:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
