REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22177,closed,8,2017-01-21 10:56:54,16.55,1,,,"b""b' Yes", this looks reasonable.  Just to mention: TLSActor is not shuts down immediately on tcp connection abort, from observations, it still able to process buffered data and emit chunks to out for sometime. After a while set to true and actor goes into completePhase, it is unclear to me why is cancelled though.  In any case your suggestion would fix issue for us, if truncation error would be properly delivered which would result in failure on our side," which we can recover by resuming download. '""",,,,,,,,,,,,,,,,,,,,
akka,22177,closed,9,2017-01-21 10:56:54,613.45,,1,,"b""b' I think this actually was fixed with properly handling entity truncation errors in url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22177,closed,10,2017-01-21 10:56:54,305.92,,,1,"b'b"" True"," very likely so \\xe2\\x80\\x93 if you could sanity check once 10.1.1 is out (we\'re having issues with bintray since a few days so the release keep slipping...) that\'d be cool :) I\'ll close for now""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22177,closed,closed,2018-03-29 00:53:48,852.7,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22177,closed,-,-,-,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,opened,2017-02-03 12:23:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,title,2017-02-03 12:23:43,00:00,1,,,"b""b' -large-frame-size does not accept messages bigger than the default value of 2MiB '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,body,2017-02-03 12:23:43,00:00,1,,,"b'b"" I have a project that reads frames from a video file using OpenCV. Since it is a 4k video recording", a single Mat object that is sent as message of can have more than 7 MB. I\'m trying to use Artery to send these frames via the dedicated channel for large messages. However," it seems that does not take higher values than  . Consider the following example when sending a message of ~7.5 MB:  Expected console output with because the message is too big:  Strange console output with because it says that is what matches the default value of 2 Mebibyte (MiB):  ""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,1,2017-02-03 12:23:43,1219.28,1,,,"b'b"" I created a MWE without OpenCV\'s involvement or any serializer. Hopefully", somebody can share some light into this issue: As seen in the actor, two messages are sent to the actor. The first is ~2MB and gets transferred as expected, but the second one with ~3MB fails," even though  . What am I missing?   ****  ****  **Main1.scala**  ****  ****  **Main2.scala**  ****  ""'",,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,2,2017-02-03 12:23:43,731.37,,1,,"b""b' This could be related to url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,3,2017-02-03 12:23:43,1394.07,1,,,"b""b' @toaditoad When looking at the Aeron source code I can confirm what @2m mentioned. You can probably increase the to be able to send larger messages. url However", I would not recommend sending such large messages, especially not using for all actors," but I guess you were testing it out.  The result of this ticket should be to mention something about this 1/8 of term size in the documentation for large messages.'""",,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,4,2017-02-03 12:23:43,745.5,,,1,"b""b' Sorry for my late reply Are you sure it is  ? I can only find what seems to work. However", if the has to be 8 times as big as the  , it creates ridiculous large logs what my system cannot handle properly. If that is the case, I accept that it is not recommended and probably even possible to send messages of 8MB and more. My thesis investigates different approaches to track objects in video recordings by using Akka and OpenCV so, this finding is totally fine.  @patriknw, and yes! was the very lazy way to have a valid pattern. ;-) At that moment, only these large video frames were sent anyways. Now, it is the first star matches any remote detection system and the second any instance. Next," I will dive into  ...'""",,,,,,,,,,,,,,,,,,
akka,22257,closed,5,2017-02-03 12:23:43,677.18,,1,,"b'b"" I don\'t know the exact property name", but that should be possible to find in the Aeron documentation.  Anyway, sounds like a good idea to not use Akka Remoting for this," but use a separate side channel. I\'d suggest that you take a look at [Akka Streams and it\'s TCP support]url  You can still use Actor messaging as the control plane (e.g. for setting up these streams).""'",,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,6,2017-02-03 12:23:43,78.28,,,1,"b'b"" Then", it seems to be  .  Thank you for this suggestion. I have developed some designs with only actors," only streams and also streams that integrate actors. I reached some conclusion about Akka Remoting regarding this special use case for my thesis. I haven\'t decided on how to publish my paper yet but I will probably pass you guys a copy. Your work is terrific. Thanks a lot I close the issue.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,closed,2017-02-15 21:09:24,525.68,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,7,2017-02-03 12:23:43,41.07,,1,,"b'b"" Thanks. I\'m reopening because I think this should be documented. We should mention something about this 1/8 of term size in the documentation for large messages.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,reopened,2017-02-15 21:50:28,41.07,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,closed,2017-03-14 10:22:53,752.42,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22257,closed,-,-,-,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,opened,2017-02-10 17:17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,title,2017-02-10 17:17:14,00:00,,1,,"b""b' Remove samples'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,body,2017-02-10 17:17:14,00:00,,1,,"b""b' And migrate sample code that was used in docs to the docs or other projects.  Part of #21639'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,1,2017-02-10 17:17:14,3.82,,1,,"b""b' Can one of the repo owners verify this patch?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,2,2017-02-10 17:17:14,22.27,,1,,"b""b' OK TO TEST'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,3,2017-02-10 17:17:14,1084.28,,1,,"b""b' Touch to review"," LGTM I think.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,closed,2017-02-13 11:47:36,1110.37,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,reopened,2017-02-13 11:47:38,0.03,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,closed,2017-02-14 11:10:24,1402.77,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22288,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,opened,2017-02-14 07:13:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,title,2017-02-14 07:13:13,00:00,,1,,"b""b' Suggest using 64bit JVM for Artery in docs'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,body,2017-02-14 07:13:13,00:00,,,1,"b'b\' Trying a simple test (see attachmet) with a single ""server"" and multiple ""clients"" on  a virtual machine (4  CPUs", 4 Gb RAM, Win7x64), found that Artery remoting stops working when there are 4 clients (8 clients when using an external MediaDriver)  It produces a following error:  2017-02-14 09:07:11 ERROR akka://-0/remote-1-0-unknown-operation Error in stage [@ef1c09]: : Map failed : : Map failed  at (:264)  at (:141)  at (:99)  at (:59)  at (:331)  at (:350)  at (:166)  at (:178)  at $$anon$1.(:103)  at (:100)  at $(:190)  at $$anon$2.matGraph(:230)  at $$anon$2.materializeAtomic(:217)  at .$anonfun$materializeModule$1(:954)  at $Set1.foreach(:95)  at (:950)  at (:917)  at (:256)  at (:146)  at (:350)  at (:570)  at (:510)  at (:502)  at (:763)  at (:778)  at (:932)  at $$anon$2.akka$remote$artery$InboundHandshake$$anon$$onHandshakeReq(:201)  at $$anon$2$$anon$4.onPush(:192)  at (:747)  at (:649)  at (:471)  at (:423)  at $stream$impl$fusing$ActorGraphInterpreter$$processEvent(:603)  at $$anonfun$receive$1.applyOrElse(:618)  at (:497)  at $(:495)  at (:529)  at (:526)  at (:495)  at (:257)  at (:224)  at (:234)  at (Unknown Source)  at $(Unknown Source)  at (Unknown Source)  at (Unknown Source)  and a bunch of other similar ones (see  for more)  []url  [aeronTest_]url Just for comparison, the same test works fine with prevoius remoting system:  [aeronTest_]url  [aeronTest_netty_]url  \'',,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,1,2017-02-14 07:13:13,48.1,,1,,"b""b' @andrievskya  Looking at the  I think the reason is that you are out of direct memory space. Try with  or more. Please report back. If that is the reason we should mention this in the documentation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,2,2017-02-14 07:13:13,38.67,,,1,"b""b' With 256 and 512M the behavior is generally the same (see attachment)  [aeronTest_logs_]url  The only difference is that 7 clients was enough to stop working", so it may be that number of CPUs doesnt affect the situation.  BTW, on a more powerful system (i7 8 cores, 16G RAM) this test works fine," even without -XXMemory magic'""",,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,3,2017-02-14 07:13:13,41.85,,1,,"b""b' See for example url You could try even larger and also the flag. Make sure you start the external media driver with those flags"," if that is what you are using.  Perhaps something is scaled depending on the machine size?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,4,2017-02-14 07:13:13,93.57,,,1,"b'b"" Switching to 64bit java solved the issue. No XX:memory size magic needed.  So", maybe it\'s worth mentioning in the documentation, that Artery requires 64bit java for reliable work," while netty-based remoting feels fine in 32bit java.""'",,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,5,2017-02-14 07:13:13,2.48,,,1,"b""b' Thanks for testing that"," yes that would be good addition to the documentation. Would you be able to create a pull request?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,6,2017-02-14 07:13:13,65.18,,1,,"b""b' I changed the title and tagged accordingly'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,7,2017-02-14 07:13:13,50.52,,1,,"b""b' Created a pull request url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,closed,2017-02-16 08:47:03,93.83,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,8,2017-02-14 07:13:13,1209.25,,1,,"b""b' Usually issues are not closed until the PR is merged"," maybe you should reopen it :)'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,reopened,2017-02-16 09:10:46,23.72,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,9,2017-02-14 07:13:13,9.3,,1,,"b""b' Ok"," reopened.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,10,2017-02-14 07:13:13,0.2,,,1,"b""b' Yeo"," indeed thanks ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,closed,2017-03-14 12:32:43,201.95,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22303,closed,-,-,-,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,opened,2017-02-15 14:19:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,title,2017-02-15 14:19:46,00:00,,1,,"b'b"" MarkerLoggingAdapter\'s error method eating cause parameters""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,body,2017-02-15 14:19:46,00:00,,1,,"b""b'  does not using cause parameter of the error methods. akka version = 2.4.16   example :  '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,1,2017-02-15 14:19:46,1090.28,,1,,"b""b' Did you configure your logger implementation to include the markers in its output (described in the docs for SLF4J here: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,2,2017-02-15 14:19:46,654.07,1,,,"b'b"" Yes I have. It is logging the markers but not the exception. If I use ActorLogging logback is logging the exception without any problem.  The problem is I think the MarkerLoggingAdapter does not using the cause parameter in the error method\'s body and just ignoring it. (see my previous comment\'s first snippet (it is the source code of akka) )  My  pattern is like this one:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,3,2017-02-15 14:19:46,876.52,,1,,"b'b"" @sumnulu I agree"," this is an oversight. It doesn\'t pass on the parameter. Would you be able to create a Pull Request fixing this issue?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,4,2017-02-15 14:19:46,11.37,,1,,"b""b' @patriknw ok"," I will.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,5,2017-02-15 14:19:46,25.05,,,1,"b""b' thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,6,2017-02-15 14:19:46,113.37,,1,,"b""b' That is solved as part as #23109.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,closed,2017-06-07 12:52:48,1353.03,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,7,2017-02-15 14:19:46,24.62,,1,,"b'b"" @raboof  I think this is serious enough to warrant a backport to 2.4 (and don\'t forget to set the milestone)""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,reopened,2017-06-07 12:55:02,2.23,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,closed,2017-06-09 11:10:53,1335.85,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22324,closed,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,opened,2017-02-17 11:03:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,title,2017-02-17 11:03:29,00:00,,1,,"b""b' Fix phrasing in cluster documentation (t:docs)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,body,2017-02-17 11:03:29,00:00,,1,,"b'b\' ""too long time."" Alternatively"," this could be just ""too long.""\''",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,1,2017-02-17 11:03:29,0.88,,,1,"b""b' Thanks"," good catch!'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,closed,2017-02-17 11:04:22,0.88,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,reopened,2017-02-17 11:04:24,0.03,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,2,2017-02-17 11:03:29,1.68,,1,,"b""b' Can one of the repo owners verify this patch?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,3,2017-02-17 11:03:29,43.27,,1,,"b""b' OK TO TEST'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,closed,2017-02-17 11:49:56,45.53,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22341,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,opened,2017-02-20 10:50:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,title,2017-02-20 10:50:34,00:00,,1,,"b""b' Rethink HostnameVerifier support in TLS'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,body,2017-02-20 10:50:34,00:00,1,,,"b'b"" ssl-config allows to specify a custom HostnameVerifier which is used to verify server certificates. In #21854/#22320 support for that feature was removed from akka-stream.  Several problems come with that: * custom HostnameVerifiers defined in ssl-config are now just ignored  * public akka-stream TLS API was changed in a backwards-incompatible way  I don\'t really worry about the backwards incompatible change from a user point of view. The only API that was changed is the rather new overload of that was added as a more low-level entry-point to TLS. We use this entry-point in akka-http (but don\'t make use of the now removed-again feature). We might just accept the backwards breaking change in 2.5 (with the reasoning that this entry-point was little used outside of akka-http). However", even then," we need to backport the new API to 2.4 to make sure we can still build akka-http against Akka 2.4 and 2.5 from the same source tree.  There are several solutions: * revert the change (disadvantage some added complexity in akka-stream TLS support)  * remove HostnameVerifier support in ssl-config and keep the removal in TLS  * document that HostnameVerifiers from ssl-config are ignored and keep the removal in TLS""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,closed,2017-02-24 09:56:56,1386.37,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,reopened,2017-02-27 09:55:38,1438.7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,1,2017-02-20 10:50:34,1385.33,,1,,"b""b' Not really fixed"," yet.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,2,2017-02-20 10:50:34,1216.25,,1,,"b""b' What needs to be done? If it is critical for 2.5.0 then we should complete it this week.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,3,2017-02-20 10:50:34,217.8,,1,,"b""b' We need to understand what the ssl-config HostnameVerifier feature guarantees", why it was added," and if someone is using it. Then we need to decide whether we want to keep it in ssl-config. If we can get rid of it in ssl-config we can reapply the simplifications I proposed above.'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,22345,open,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,opened,2017-02-24 08:25:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,title,2017-02-24 08:25:47,00:00,,1,,"b""b' Invalid ranges in ByteStringSpec'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,body,2017-02-24 08:25:47,00:00,,1,,"b""b' When run on 2.12.  See failure here url Description of why: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,1,2017-02-24 08:25:47,5.33,,1,,"b""b' Ok"," actual error is just that it gets hidden by the failure to get the class name of  '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,2,2017-02-24 08:25:47,25.32,,1,,"b""b' Scalacheck in the version we need to use with Scala 2.12 became more strict and will fail if we try to generate ranges that goes the wrong way"," so etc. When it fails Scalatest tries to print the classname which then throws the exception mentioned in the Scalatest ticket.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,closed,2017-02-24 09:26:43,60.93,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,reopened,2017-02-24 09:27:02,0.32,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,3,2017-02-24 08:25:47,31.02,,1,,"b""b' I think I should backport it also"," since we _do_ release 2.4 for 2.12.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,4,2017-02-24 08:25:47,1370.38,,1,,"b""b' Another one of these in #22400 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,closed,2017-02-27 09:01:30,1414.47,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22389,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,opened,2017-03-04 13:47:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,title,2017-03-04 13:47:13,00:00,,1,,"b""b'  instance method sould require only one argument'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,body,2017-03-04 13:47:13,00:00,,1,,"b""b' It is currently a copy of the static and should either be removed or changed so that it requires a minimum of one argument and adds itself as the first input of the resulting  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,1,2017-03-04 13:47:13,235.52,1,,,"b'b"" Ups", that is weird, looks like it\'s a straight copy pasta from the companion. I\'m not sure we can change the signature however," binary compatibility. We could maybe deprecate it and point towards the companion version of it?""'",,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,2,2017-03-04 13:47:13,781.8,1,,,"b'b"" Looks like a mistake. Let\'s keep the companion version and deprecate (future remove) the instance method.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,3,2017-03-04 13:47:13,203.2,,1,,"b'b"" BTW: would be even more useful if it wouldn\'t require at least two sources as input so that would return if empty if singleton combined sources otherwise""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,4,2017-03-04 13:47:13,228.75,1,,,"b""b' The instance method makes no sense in its current form. Worse\\xe2\\x80\\x94it is misleading. A reasonable developer would assume it to be a more general version of  \\xe2\\x80\\x94instead"," **it discards  **. '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,5,2017-03-04 13:47:13,73.62,,1,,"b'b"" Was marked as in progress"," but I\'m pretty sure nobody is working on it. Would you be up for fixing it and submitting a PR @nadavwr ?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,6,2017-03-04 13:47:13,17.93,1,,,"b'b"" @johanandren Sure. I\'m going through ", and it seems to me like this is a prime candidate for deletion + MiMa exclusion. There\'s no equivalent in either. I\'ll just go ahead and do that," and if PR is rejected I\'ll just add some helpful deprecation message.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,7,2017-03-04 13:47:13,3.05,,,1,b'b\' ~~Oh," and since this ticket is titled "" instance method should require only one argument""\\xe2\\x80\\x94I\\\'ll do that too! :)~~\''",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,closed,2017-09-18 06:49:10,1021.95,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,8,2017-03-04 13:47:13,1100.8,,1,,"b'b"" I think this was changed in the wrong direction. Wouldn\'t it be more consistent to have an instance method that took one parameter (+ rest). That is how is defined.  Then the object  could be deprecated. javadsl should also be adjusted.  Could you take a look at this @nadavwr and create a new PR?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,reopened,2017-09-19 09:51:53,182.72,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,9,2017-03-04 13:47:13,2.73,1,,,"b""b' Sorry if my [previous comment]url  was misleading.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,10,2017-03-04 13:47:13,6.5,,1,,"b""b' I think it could make sense to have both. See url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,11,2017-03-04 13:47:13,19.72,,1,,"b""b' We discussed it some more in gitter: url The conclusion is to add an instance method that only takes one parameter"," no varargs. Consistent with  . Otherwise it would be source incompatible.  The old instance method is deprecated.  The old  in the companion is kept with the purpose of combining many sources.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22452,open,-,-,-,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,opened,2017-03-21 12:05:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,title,2017-03-21 12:05:07,00:00,,1,,"b""b' Incorrect symbols in akka-doc'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,body,2017-03-21 12:05:07,00:00,,1,,"b""b' on [java cluster usage]url  [scala cluster usage]url  and [scala stream graphs]url  pages. on [scala typed]url  page. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,1,2017-03-21 12:05:07,1.2,,1,,"b'b\' What do you mean? That\\\'s ""overly correct"" even :)\''",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,2,2017-03-21 12:05:07,1.53,,1,,b'b\' A fa\\xc3\\xa7ade (/f\\xc9\\x99\\xcb\\x88s\\xc9\\x91\\xcb\\x90d/)[1] is generally one exterior side of a building, usually, but not always, the front. It is a foreign loan word from the French fa\\xc3\\xa7ade," which means ""frontage"" or ""face"". url  Naivety (or na\\xc3\\xafvety or na\\xc3\\xafvet\\xc3\\xa9) is the state of being na\\xc3\\xafve", that is to say, having or showing a lack of experience, understanding or sophistication," often in a context where one neglects pragmatism in favor of moral idealism. One who is ""na\\xc3\\xafve"" may be called a na\\xc3\\xaff. url \''",,,,,,,,,,,,,,,,,,
akka,22611,closed,closed,2017-03-21 12:07:55,2.8,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,3,2017-03-21 12:05:07,6.12,,1,,"b""b' @ktoso could you please clarify why [scala-stream-graphs]url  contains (umlaut)"," but [java-stream-graphs]url  contains (not umlaut)?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,4,2017-03-21 12:05:07,10.33,,,1,"b'b"" That\'s an omission then"," do you want to submit a PR to fix it? Thanks in advance :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,reopened,2017-03-21 12:24:18,16.38,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,5,2017-03-21 12:05:07,14.02,,,1,"b""b' Thanks :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,closed,2017-03-21 12:38:19,14.02,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22611,closed,-,-,-,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,opened,2017-03-29 11:47:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,title,2017-03-29 11:47:05,00:00,,1,,"b""b'  may leak resources'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,body,2017-03-29 11:47:05,00:00,,1,,"b'b"" Consider the following program:  will never be printed  The key part is capturing current actor\'s context as an  . When the actor gets killed"," no proper stream lifecycle methods are executed.  Akka version is 2.4.17""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,1,2017-03-29 11:47:05,1340.38,,1,,"b""b' The reason a combination of the fact that the materializer uses the actor context as its implicit  ", so it gets shutdown when the actor shutsdown and that is async so it will not wait for the streams to actually have been shutdown, causing the stream to get abruptly killed with the materializer rather than shutdown.  There is a bug in there though," and that is that should make sure that the logic has been invoked in its hook.'""",,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,2,2017-03-29 11:47:05,147.1,,,1,"b""b' The issue is not specific to the stage only", it affects every  ," which have interesting finalization logic described inside of  / / . Your proposed fix implies that every such should repeat the same logic inside of  .  Why not to make graph interpreter call and when abrupt termination happens?'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,3,2017-03-29 11:47:05,111.83,,1,,"b'b"" That sounds very invasive"," I don\'t know. @drewhk @patriknw any input?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,4,2017-03-29 11:47:05,13.92,1,,,"b""b' Note that regardless of this bug in (and possibly other stages) the more correct solution would be to have a shutdown message", rather than poisonpill, trigger stream shutdown using that," and then not stop the actor until the stream has shut down. Shutting down the stream by killing the materializer is like doing kill -9 on a stream. Doing that would avoid the bug to start with.  I rather lean towards that a stage should manage its resources correctly if it has resources. and is that hook that always will be called.'""",,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,5,2017-03-29 11:47:05,1397.6,,,1,"b""b'  I absolutely aree with you. But in real applications actors may unexpectedly terminate because of various reasons", not only because of scheduled stopping. The here is used to keep the example minimal. Probably it is a good thing, that crash of the actor also terminates all the streams it materializes, so even no required. Here is possibly incomplete list of such stages:  ironically,  Seems like hook is treated as just a convenient place to have finalization logic if it is the same regardless of the cause of termination," rather than mandatory place where one should ensure no resources left unclosed. It is even [not mentioned in the docs]url I find current behaviour of the interpreter very surprising and it would be pretty invasive to not change it.  Maybe I should dig deeper and come up with a pull request?'""",,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,6,2017-03-29 11:47:05,1116.3,,,1,"b'b"" Thanks for investigating those  * is very special and not affected by this problem * doesn\'t manage the resource (the is passed in) * The rest seems correct  I think we should have a discussion about this in the team before deciding how to act on it", so wait a bit with a PR," thanks.  Ping @patriknw @ktoso @2m ""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,closed,2017-04-28 09:11:51,1284.77,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,reopened,2017-04-28 09:28:06,16.25,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,closed,2017-04-28 14:10:47,282.68,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22652,closed,-,-,-,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
