REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,reopened,2013-06-29 07:53:42,2.68,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,3,2013-06-27 14:49:06,12.27,,1,,"b""b' What you mean domain relaxing?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,4,2013-06-27 14:49:06,96.27,,1,,b'b\' Hi Davit, if someone deploys my application on a subdomain that causes this error?Every applications resource is requested from that same somedomain, so there shouldn\\\'t be a cross domain issue at all," should it??? ""Domain relaxing"" means removing subdomain by setting e.g. =. in the correct moment. Regards",Sascha.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,5,2013-06-27 14:49:06,134.22,,1,,"b'b"" Why there shouldn\'t be a cross-domain case involved when you load your resources from another domain (sub-domain is still considered another domain)..? Do the domains of the page with Plupload and that of upload url differ or no? html5", flash, silverlight do support CORS, although they require some pre-requisites, html4 throws security error," so there\'s no way to check if file upload went successfully or not. What would be a correct moment to do domain relaxing in our case you think? html4 uses hidden iframe to upload files.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,6,2013-06-27 14:49:06,20.55,,1,,"b'b"" Since that iFrame is hidden"," I can\'t grasp it with developer tools / Firebug to examine that...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,closed,2016-11-26 14:51:36,417.9,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,opened,2013-06-27 19:29:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,title,2013-06-27 19:29:33,00:00,,1,,"b""b' Plupload_2_0 does not finish progress bar'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,body,2013-06-27 19:29:33,00:00,,1,,"b""b' Hi WHAT? The most current Plupload 2 does", out-of-the-box, without any modification, located in  WHERE? ERROR?NOT finish the upload progress. it shows for example until 85% and than stops evenso the file is already uploaded.This is issue is persistent," it occurs always.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,1,2013-06-27 19:29:33,986.95,,1,,"b""b' Yes it does happened to me with chunksize 300kb and uploaded file is < 100kb but when change chunksize to 100kb its working properly'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,2,2013-06-27 19:29:33,7.9,,1,,"b""b' This seem to have common root with #816.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,3,2013-06-27 19:29:33,2.5,,1,,"b""b' yet it seem'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,4,2013-06-27 19:29:33,70.25,,1,,"b'b"" out-of the box  doesn\'t use any chunking", so this might not be related. @strgg, in what browser does this happen to you? It is not a case here," could you arrange an online example? @JFOC when files is smaller than chunk_size it is simply uploaded as if chunking was disabled. It might cause the problem if you are not expecting something like this on server-side. Thinking about this I now see how this can be a problem in self-written upload handlers.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,5,2013-06-27 19:29:33,5.68,,1,,"b'b"" by the way i am using jquery-ui and \'Start Upload\' starting to upload will not trigger server-side (not trigger my custom handler) as my custom handler is only executed when people clicking another button.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,6,2013-06-27 19:29:33,4.05,,1,,"b'b"" ehm... not sure I got it right. Are you using our bundled  or something of your own? If it\'s the latter case can you post the code?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,7,2013-06-27 19:29:33,7.73,,1,,b'b\' I am using original  from plupload release. I think if the progress is not 100% then will not trigger ," correct me if i am wrong $(""#uploaderme"").plupload({      runtimes : \\\'html5",flash,silverlight,gears,browserplus,html4\\\',      //runtimes: \\\'silverlight\\\',      url : \\\'/\\\',      max_file_size : 5072000,      max_file_count: 5,      chunk_size : \\\'300kb\\\', //divide o arkivo em partes de 1mb      max_retries: 3,      unique_names : true,      multiple_queues : true,      multi_selection: true,      rename: true,      multipart: true,      drop_element: \\\'uploaderme\\\',      sortable: true,      // Views to activate      views: {        list: true,        thumbs: true, // Show thumbs        active: \\\'thumbs\\\'      },      default_view: \\\'thumbs\\\',"      filters : [        //{title : ""Images Files (jpg", gif," png)"""," extensions : ""jpg",jpeg,gif,"png""}","        {title : ""Video Files (avi",mpg,wmv,3gp,flv,"mp4)"""," extensions : ""avi",mpg,wmv,3gp,flv,"mp4""}      ]",      //flash_swf_url : \\\'/\\\',      flash_swf_url : \\\'/plupload20\\\',\''
plupload,818,closed,8,2013-06-27 19:29:33,985.08,,1,,"b'b"" out of the box means i use the .zip package from  without ANY modification. I use hostgator environment", which shouldn\'t be a problem.  IS called," since the upload happens successfully serverside but clientside (progress bar) is not showed as finished (not 100%). ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,9,2013-06-27 19:29:33,138.4,,1,,"b'b"" I am the starter of this topic. @aik this issue is not directly related to the linked one since chunking IS disabled", when it\'s not written as a option. So its not related, but if i do set chunk_size: 300kb, it will not start the progress at all (stays 0% clientside but uploads serverside) until 770kb filesize. It uses Html5 runtime (Firefox latest) and does work in html4 (Opera 12.14). To reproduce just throw the version Plupload_2_0 on your server and access the  example with Firefox latest (JS:On,JAVA:Off,Flash:On,"SL:On) @JFOC open your own issue since yours is not related to mine. You use a modified script which obviously has coding errors related to customisation since i can\'t reproduce your issue with any runtime means serverside i get the file uploaded. if you want to check if  is called let it create a file oninit.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,10,2013-06-27 19:29:33,5.55,,1,,"b""b' I dont think will create another duplicate issue case since your Topic title is Plupload_2_0 does not finish progress bar and I am using same version download release'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,11,2013-06-27 19:29:33,3.23,,1,,"b""b' Copying my question above. @strgg", in what browser does this happen to you? It is not a case here (in our unit tests), could you arrange an online example," for us to investigate? That would help a lot.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,12,2013-06-27 19:29:33,10.05,,1,,"b""b' @jayarjo  Firefox 21 (JS:On",JAVA:Off,Flash:On,"SL:On) i have set a temporary demo on a clients parked site for you jayarjo:url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,closed,2013-06-29 08:36:56,787.38,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,reopened,2013-06-29 08:37:00,0.07,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,13,2013-06-27 19:29:33,11.63,,1,,"b'b"" @JFOC can you try as well", for me it reaches 100% every time..? FF21, but on Mac," I\'ll try on Windows when I\'m back to my workstation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,14,2013-06-27 19:29:33,26.03,,1,,"b""b' FF21.0 and FF22.0 on Windows7 64bit url  @jayarjo does it always finish at 5kb sized as well as on 1mb sized ? i got people reproducing this error on window 7 and 8 as well. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,15,2013-06-27 19:29:33,144.78,,1,,"b""b' 5kb... yeah", you nailed it now I guess," probably happens when upload finishes too fast for progress event to fire at all.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,16,2013-06-27 19:29:33,1384.93,1,,,"b""b' Turned out to be something different and much simpler", although more confusing one simply needs to call _before_ he binds listeners to either _FilesAdded_ or _UploadProgress_, otherwise they will run _before_ default ones and result in various unexplainable errors. But my mistake," I misplaced it in the example. I now rewrote that example on big part to avoid confusion completely (Related #735).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,closed,2013-06-30 10:44:19,127.32,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,17,2013-06-27 19:29:33,6.83,,1,,"b""b' @JFOC", the problem that @strgg has encountered was specifically about a mistake in  . Your case seems something completely different, as there is no such error in UI Widget. Can you open another ticket and maybe post some additional information? For example does it happen to you in a specific browser (while the problem in had to be fixed anyway," it still manifested itself only in FF on Windows (!)).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,18,2013-06-27 19:29:33,46.2,,,1,"b""b' @jayarjo ok thank  do that'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,818,closed,-,-,-,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,opened,2013-06-28 16:58:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,title,2013-06-28 16:58:40,00:00,,1,,"b'b\' plupload2.0a ""multiple_queues: true"" not working\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,body,2013-06-28 16:58:40,00:00,,,1,b'b\' Hi,"multiple_queues: true"" is not working in 2.0a. Change to version 1.5.7 working fine.\''
plupload	819	closed	1	jayarjo	2013-06-28 16:58:40	1093.25	+1			b'b"" If you have in your config it will automatically set to false, successfully ignoring the value you specify. There\'s a comment in along that option. Remove it if you do not need it, since it doesn\'t have any sense with set to true anyway. You are welcome to re-open this ticket if the problem persists.""'
plupload	819	closed	closed	 - 	2013-06-30 11:11:55	1093.25	1	1	1
plupload	819	closed	2	Daijobou	2013-06-28 16:58:40	51.13		+1		b""b' Thats my config:  '",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,reopened,2013-06-30 12:22:26,70.52,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,3,2013-06-28 16:58:40,1306.52,,1,,"b'b"" Can you confirm if the problem is still there with the lastest nightly? Doesn\'t show up in our test suites.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,4,2013-06-28 16:58:40,184.83,,,1,"b""b' Working fine now. Thanks for your nice work! :praise:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,closed,2013-07-05 12:54:29,32.05,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,5,2013-06-28 16:58:40,4.62,,1,,"b""b' Last minute bug fixed (#829). Be sure you have the latest nightly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,819,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,opened,2013-07-01 21:59:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,title,2013-07-01 21:59:04,00:00,,1,,"b""b' Plupload 2 UI + Thumbs + IE + Large-res images + Flash breaks everything < IE10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,body,2013-07-01 21:59:04,00:00,,,1,"b'b"" Ok", this is a very specific scenario, but if anyone can help, I\'d really appreciate it the client has already complained and I need to come up with a solution soon. The issue: Using jquery ui in thumbs view, Only in IE (IE9 and below for sure, haven\'t tested in 10), with the Flash runtime, if you try to add an image to the queue with a resolution of about 6500x6500 and above it fails to load the image, which in turn breaks the entire upload. The flash button disappears and whatever you click you\'ll get an error. FF (in flash mode) will load the image and even generate the preview regardless of how big the file is. I\'ve traced it down to line 752 of jquery ui plupload: = function() {  ($(\'#\' +  + \' .plupload_file_thumb\', )[0], { .... In IE the onload never gets called for these files, neither does the .onerror. I\'m looking for any way to let the user upload those files, even if the preview failed. You can test with the demo of the latest version and any large-res file," say this one:url Any help would be greatly appreciated! Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,1,2013-07-01 21:59:04,595.45,,,1,"b'b"" There\'s no way to detect if browser can handle it or not", it simply hangs or dies. So in the latest nightly I\'ve added a constraint on the resolution that can be handled (thumbnail or resize) without a problem [6500x6500]url  (in theory it\'s around 8000x8000," but safer to have it much lower).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,closed,2013-07-08 08:22:56,623.87,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,2,2013-07-01 21:59:04,486.9,,,1,"b'b"" That\'s perfect", it\'s exactly what I needed, thanks! However, it seems like that introduced a new issue that you will want to look at on Add Files, select multiple files one that you know will generate a preview, and at least 2 that are too big. The css is covering it up since you have overflow:hidden, but if you firebug the generated preview, you\'ll see that it was generated pretty much 1 + (numBigFiles 1) times.  The issue is coming from  = function().. I think it might have to do with the fact that regular errors are triggered immediately, while resolution issues trigger much later. I changed line 1019 from cb() to: if (ext[1] != \'jpg\' && ext[1] != \'png\' && ext[1] != \'jpeg\') cb(); It seems to do the trick, but I was mostly guessing," so I\'m not sure that\'s the best approach. Thanks again! ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,reopened,2013-07-12 18:54:00,631.07,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,3,2013-07-01 21:59:04,1354.27,,1,,"b""b' When I re-opened this issue I thought I understood the problem"," but now that I actually check it I cannot see it. There seem to be no duplicate previews or hidden previews on big images...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,4,2013-07-01 21:59:04,76.4,1,,,b'b\' My bad, I suck at explaining!1. The issue is now in html5 runtime2. It happens when you select multiple files at once3. You need to have at least 2 large files and 1 that would generate a preview4. The one that will generate the preview needs to be in position 2 or above If you wait until everything loads + a few seconds," you will see that the canvas generated for the OK size is added several times. It seems my ""formula"" is a bit wrong. It\\\'s actually generated 1 + (numBigFiles before this one in the queue 1). You can test this way:1. Grab url 2. Copy file 3 times", rename them to 1.jpg, 2.jpg etc3. Find an img you know will generate a preview, rename to 5.jpg4. Open the jquery ui queue in , add all 5 files at once5. Look at the canvas element of 5.jpg in firebug or remove the overflow:hidden from .plupload_view_thumbs .plupload_file_thumb, .plupload_view_thumbs .plupload_file_dummy and .plupload_file Let me know if that helps!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,5,2013-07-01 21:59:04,116.32,,,1,"b'b"" Tnx"," for such detailed report! Turned out something more intricate than it seemed :| I\'d suggest that you use a fresh UI file rather than the one with your temp fix.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,6,2013-07-01 21:59:04,284.95,,,1,"b""b' Whoohoo"," works like a charm!  Thanks for looking into this so quickly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,closed,2013-07-18 06:55:35,721.58,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,822,closed,-,-,-,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,opened,2013-08-07 23:14:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,title,2013-08-07 23:14:53,00:00,,1,,"b'b\' Bug: ""Upload URL might be wrong"" when runtime is silverlight \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,body,2013-08-07 23:14:53,00:00,1,,,"b'b\' I\\\'m upgrading our install of plupload 2.x from an older version to the current 2013-07-05 build. (plupload_2_0) When I set the runtimes to just \\\'silverlight\\\' I get a ""Upload URL might be wrong or doesn\\\'t exist"" error. I\\\'m getting this error on all browsers I test on. Now", the same script works when I use either HTML5, or Flash. I don\\\'t get the URL not found error. To be clear," html5 and flash are able to successfully access my \\\'plup_\\\' script and upload large files (20+mb).  I\\\'m assuming that this error message is referring the the ""url: plup_"" in the configure file", but it may also some error with Silverlight in general. My current install of plupload works with silverlight. It was installed sometime early 2013 or late 2012. (it\\\'s also some variant of 2.x) My upload handler script is \\\'plup_\\\' and is in the base director of the page that is calling plupload. As mentioned," it successfully uploads via both html5 and flash. The script below is essentially the same as my prior code except now I\\\'m using \\\'\\\' rather than just \\\'\\\'.  I have confirmed that /-2013-08-06/ is both readable and \\\'exists\\\' where it says it does. Here\\\'s the error message I\\\'m seeing (it only stays on the screen for a fraction of a second before the page \\\'refreshes\\\' and it goes away.)![error]url  Here is my header info. \\\'pt_ui_\\\' is the file that contains the plupload jquery code listed above. I\\\'ve also tried putting the full path to the upload file. /root_web_ but that didn\\\'t help (in fact it broke the html5 and flash implementations.). I also tried ""/"" + ""plup_"" but that didn\\\'t make a difference either.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,1,2013-08-07 23:14:53,80.92,,1,,b'b\' Okay so upon further investigation, it seems like silverlight does not seem to be \\\'chunking\\\' correctly. I went back to the original jquery_ui_ code to test this. Irrespective of what filter you use, if the file is larger than the chunk size, I\\\'m getting the error that it\\\'s \\\'not finding\\\' the upload url. If I put a file in less than chunk size, then it ~does~ upload the file correctly. I modified filters to the following for testing: If I remove the filter entirely," I still get the same error. The error occurs the first time the script tries to reach the  script. I removed the test /plupload folder that was created by the  script when run successfully with flash or a file smaller than chunk size. The plupload silverlight runtime does ~not~ successfully call \\\'\\\' when it has to chunk.  This failure is evidenced by the fact that the  doesn\\\'t create a new \\\'plupload\\\' folder like it should when called for the first time without an existing folder.  ![test_silverlight]url  Notice on the above image that the error occurs approximately 12% through which corresponds roughly with when the first chunk should have been fired off. Here\\\'s my full code from the example file ""jquery_ui_"" Here\\\'s the header of the example file:  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,closed,2013-08-10 19:45:19,1230.43,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,reopened,2013-08-10 19:45:23,0.07,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,2,2013-08-07 23:14:53,1149.98,,,1,"b'b"" Whoops! I accidentally hit the \'close\' button. The issue is still \'open\'.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,3,2013-08-07 23:14:53,1127.05,,1,,"b'b"" I\'ve updated the build with the regression fix. You can also try compiled files from folder.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,4,2013-08-07 23:14:53,279.97,,1,,"b""b' plupload_2_0_0 Fixes the problem with Silverlight Chunking.  I was able to upload a file larger than chunk size with the Silverlight runtime.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,closed,2013-08-13 19:12:48,1407.42,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,855,closed,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,opened,2013-10-23 18:40:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,title,2013-10-23 18:40:23,00:00,,1,,"b""b' No Support for IE 8-9 in Plupload 2'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,body,2013-10-23 18:40:23,00:00,,,1,"b""b' Hi. In previous version there was support for IE 8-9.. why its not working anymore?i tried in win xp with IE 8... shows error..why? Also.. Chrome 6.0 and Safari 5.1.7 not support chunks.. retry chunk over and over again.. try to upload all the data and not using chunks..Hi. In previous version there it works just fine.. Can you fix it??????Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,1,2013-10-23 18:40:23,910.72,,,1,"b'b"" Hi"," i\'ve got users reporting me they can\'t upload anymore since i updated to Plupload 2.Also i doesn\'t seems to work anymore on older iphones ( iphone 3 with IOS < 5 ). Did anyone noticed ? Thanks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,2,2013-10-23 18:40:23,540.53,,1,,"b""b' @geshub"," what exactly do you mean? support for file uploading was added in iOS6.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,3,2013-10-23 18:40:23,77.55,1,,,"b'b"" @jayarjo you\'re so right"," sorry for this didn\'t even check that before posting. I was testing on all devices as i got a lot of users complaining since the update.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,4,2013-10-23 18:40:23,14.47,,1,,"b'b"" Let us know if you detect any particular devices or browsers having the problem. Generic reports do not exactly help in troubleshooting the issue... For example @orassayag reported an error in IE", but it turned out it wasn\'t Plupload originated. And chunking was never possible in Chrome 6.0 and Safari 5.1.7," when using html5 runtime.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,5,2013-10-23 18:40:23,41.57,,,1,b'b\' I\\\'ve been reporting what clients told me from their experience + print screens that using IE8, when adding files to plupload," just shows for all the files ""error""..I don\\\'t no what my problem is", because it works just fine in firefox + chrome + IE10, and in the older version of plupload it works great in all browsers..\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,6,2013-10-23 18:40:23,608.1,,1,,"b""b' @orassayag is this one resolved now?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,closed,2013-10-27 09:16:33,876.17,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,7,2013-10-23 18:40:23,246.35,,,1,"b'b"" Hi",I still have problems with IE7 , IE8 and IE9 with this configuration:runtimes: \'html5,silverlight,flash,"html4\' I\'ve tried on IE8 on windows XP SP3 and it\'s not working and doesn\'t return any errors. I switched back to plupload 1.5.7 and it works again for those browsers.Do you need any more details to have a look ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,8,2013-10-23 18:40:23,66.83,,1,,"b'b"" @geshub I can\'t tell you without seeing your code.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,reopened,2013-10-28 21:28:52,732.32,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,9,2013-10-23 18:40:23,544.47,,1,,"b'b\' Not solved.. still have problems with IE 8-9. cant tell what is the problem but customers say they get ""error"" when they select files to the queue (each file on the list shows ""error"" and no size file). i can send you print screens if you want.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,10,2013-10-23 18:40:23,554.2,,1,,"b""b' @orassayag it is bug of your implementation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,11,2013-10-23 18:40:23,252.53,,1,,"b""b' @jayarjo Do you have a demo online running Plupload 2 so i can test it with those configurations ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,12,2013-10-23 18:40:23,46.68,,,1,"b'b"" I\'ve started [plupload-demos]url  recently that use jsFiddle as a platform for client-side demos. One big drawback is that there is no server-side part involved", since it is a third party service. But any user facing features," as well as runtime initialization can be tested just fine. In the end I will probably have to build our own playground.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,closed,2013-11-07 13:10:28,941.6,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,923,closed,-,-,-,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,opened,2013-11-12 05:23:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,title,2013-11-12 05:23:53,00:00,,1,,"b""b' PlUpload not working on all IE versions'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,body,2013-11-12 05:23:53,00:00,,,1,"b""b' Plupload is working fine in chrome and firefox but for IE I am facing issues. Stand alone script is working fine in all browsers but after integrating to my application I got the following error: SCRIPT5: Access is denied. "," line 15 character 23186 The status shows upload is completed but it never stores file at the desired location. It just shows its completed. Using PlUpload2 The issue is attached as an image. I need to get out of this trouble. ![script5error]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,1,2013-11-12 05:23:53,129.2,,1,,"b""b' Working for me in IE >= 10 versions.On older versions use the previous plupload'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,2,2013-11-12 05:23:53,14.38,,,1,"b""b' The flash version of PlUpload2 is working fine but not for HTML5"," HTML4'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,3,2013-11-12 05:23:53,2.55,,,1,"b""b' The older version also causes the same problem on IE. Is there any sort of conflict? Stand alone PlUpload working fine but creates a problem when get integrated in my app having already loads of jquery and plugins'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,4,2013-11-12 05:23:53,487.23,,1,,"b'b"" @ibrahimijk are you maybe trying to upload  to a different domain? html4 (the one having the problem in your screenshot) doesn\'t support cross-origin requests. And html5 doesn\'t work in IE <= 9"," that\'s why there is a flash runtime in first place.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,5,2013-11-12 05:23:53,44.17,,1,,"b""b' And just in case try to use binaries from here: url  They are more fresh.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
