REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,38,2013-03-06 22:56:01,32.07,,,1,"b'b"" The only hard numbers I have for the speed benefits of using a CDN are from Yahoo and 5+ years old. I\'m confident CDNs provide better performance in general", but variables like local vs global audience, # of resources, etc. could mitigate the benefit. There is so much great, fun data in the HTTP Archive. I\'d be happy to run some queries, but it sounds like Keith (kdimatteo) is already doing that. I\'ll note that the awesome Steve Webster statichtml article referenced earlier was written 16 months ago, so an update would be worthwhile. I have access to the MySQL DB so I re-ran the queries from Steve\'s article on the Mar 1 2013 data. Note that back then we only crawled 30K URLs. Now we analyze the world\'s top 300K URLs. After errors etc the number of URLs for Mar 1 2013 was 292,297. === Percentage of top 300K URLs that load jquery from : 18.2% (53414 / 292297) (up from 13% in the article)SELECT COUNT(DISTINCT pageid) FROM requests WHERE pageid >= 6726015 and pageid <= 7043218 and url LIKE \'%:///%\';  ==== Most popular versions of jQuery:SELECT url, (100\\\\* COUNT(DISTINCT pageid)/292297) AS percent FROM requests WHERE pageid >= 6726015 and pageid <= 7043218 and url LIKE \'%:///%\' GROUP BY url ORDER BY percent DESC;url   |  4942 |  1.6907url   |  4722 |  1.6155url   |  4603 |  1.5748url   |  3457 |  1.1827url  |  3110 |  1.0640url   |  3044 |  1.0414url  |  2447 |  0.8372url   |  2134 |  0.7301url   |  1621 |  0.5546url   |  1381 |  0.4725url   |  1381 |  0.4725url   |  1180 |  0.4037url   |  1175 |  0.4020url   |  1119 |  0.3828url  |  1021 |  0.3493url  |  1013 |  0.3466url   | 929 |  0.3178url  | 901 |  0.3082url  | 775 |  0.2651 Sadly, it appears that the fragmentation around jQuery version has increased since Nov 2011.  Based on this, however, I can\'t conclude that it\'s better to serve jQuery from your local server. Steve Webster suggests that it\'s better to bundle it with your other scripts. I probably agree with that. In order of decreasing preference I would suggest:bundle it with your other scripts fewer DNS lookups & fewer requests, better chance of using asyncserve jQuery standalone from Google Hosted Librariesserver jQuery from your own server So a good follow-up study would be to see the percentages of sites that load jQuery standalone from their own server (making assumptions about filename etc.). I don\'t have time to do that now (Keith?) and I wanted to get this data into the thread. Of course," Steve Webster\'s advice that sites do testing and measure which is fastest is right on. -Steve""'",,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,39,2013-03-06 22:56:01,1.95,,1,,"b'b"" nit: the second query above should have been: ELECT url", COUNT(DISTINCT pageid) as count," (100\\\\* COUNT(DISTINCT pageid)/292297) AS percent FROM requests WHERE pageid >= 6726015 and pageid <= 7043218 and url LIKE \'%://\\\\/%\' GROUP BY url ORDER BY count DESC;""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,40,2013-03-06 22:56:01,1.88,,,1,"b""b' And... if anyone is interested in testing this: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,41,2013-03-06 22:56:01,16.48,,,1,b'b\' @roblarsen:4.5.  Or load more than one concatenated file," (depends on a particular website\\\'s need; this is what Twitter seems to do now).Some other thoughts on having the ""ultimate test"".Does the webpage have many or large assets per page", like pictures, that can saturate the 6-9 _hostname_ connections, but still have more _max_ connections available?  For this reason alone," I would personally  test on a ""real""/cloned website with all assets included.  & one website\\\'s performance can be different than another.Is jQuery &/or other JavaScript needed to display content (thus needs to be loaded first)", or is it used just for flourishes (& should be loaded in the HTML\\\'s footer)? & what testers should consider:Land internet connections vs cellular (might have radically different DNSes, routing...)?[Mobile OS vs OS]url  (Android 2.3 has a much different browser connection profile than say iPhone5) So many possibilities... :)  Thanks for all the research & insights; very educational!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,42,2013-03-06 22:56:01,8.23,,,1,"b""b' sigh... unsubscribe! ##  Billy HoffmanFounder and CTO",Zoompf Making Websites FasterPhone: +1 (404) 509-0051Cell: +1 (404) 414-2000Get your free web performance assessment today at  On Wed, Mar 13, 2013 at 1:54 PM," Rob Larsen notifications@:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,43,2013-03-06 22:56:01,90.37,1,,,"b'b"" From what I\'ve seen it\'s both. Monitor the issues here for a while and watch the questions on Stack Overflow and you\'ll see that there are a lot of people who are using it as a quick start who get confused much beyond the initial set of tools. Alternatively the lively discussions that happen here (just like this onespooky) show that it serves as that best practice repository.  Which is why this question isn\'t easy to answer. For the experts that use this and for the people that are looking at the decisions here as indications of the smart way of doing things", I think the answer is clearly remove the CDN link and get people to use a build process.  That\'s obviously what I want people to do as I\'ve spent a lot of time making sure that people have the tools to make sure their code is ready for production. That said," I don\'t want to see the project go in a direction that _hurts_ people who are afraid of the command . That\'s one of the reasons I want to test this as broadly as we can. I want to see how much penalty removing the CDN would be for people who do nothing but serve the JS files as they\'re currently configured.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,44,2013-03-06 22:56:01,8.3,,1,,"b'b\' The whole point of this discussion is that it\\\'s not a question of ""jquery from NY ... combined with otherJavaScript libraries downloaded from NY"" versus anything. I think everyone is in agreement that the best case scenario is for people to use a build tool to combine their scripts in an optimal way", saving the , etc.  What we\\\'re talking about is the best _default_ and whether or not education about the above best result is enough to offset the potential slowdown people who do nothing will see. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,45,2013-03-06 22:56:01,2.47,,,1,"b'b"" @tomByrer I love numbers", so I\'d love to see many advanced variations. Everyone *_knows *_ what the right answer is," but it\'s cool to see numbers for these things. Answers can change.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,46,2013-03-06 22:56:01,1405.2,,,1,"b'b"" download time numbers aside the people most likely to make changes ( education) are developers and not your average guy as such the best _default_ (at least in theory) would be to leave it as is and educate the devs to take the cdn hosted script out and then host", concat," (& if needed minify) the scripts themselves  and even if the numbers say there is no great savings by using a cdn there still might be enough savings to keep it because without a build step its not being concatenated with the other files (again a dev being most likely to use a build step)  an interesting notethe report that steve souders posted earlier [#issuecomment-14857390]url  doesn\'t list the version of jquery that h5bp uses (../1.9.1/..) which may change or negate the whole numbers argument ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,47,2013-03-06 22:56:01,65.97,1,,,"b'b"" The more I look at [this]url  the more I think we need to just leave it alone", code-wise, and then just do a better job of talking about the issues that people might face and the decisions they might need to make when looking to optimize their JavaScript delivery.  I\'m not nearly done testing this thing, but right now I think the current situation is best (with the addition of more documentation) Part of that documentation should be illustrating _why_ this is the best default," which includes completely debunking the cache lottery canard (sorry @kdimatteo)  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,48,2013-03-06 22:56:01,944.02,,1,,"b""b' The linked article is only looking at potential cache  rates"," but includes no analysis of their performance costs in different geographic locations. Implying a benefit from this data is worthless conjecture.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,49,2013-03-06 22:56:01,309.5,,,1,"b""b' I am considering a WiKi page to help explain the full decision making process CDN vs self-hosting", both facts & follies.  I am very grateful that @localpcguy brought this up; made for enlightening discussion & investigation by all! I think the final decision should be heavily weighed by real-world testing; not sure if this is the best place to ask for those tools," or once the WiKi page is started we can add the top 5 or so fan favorites....'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,50,2013-03-06 22:56:01,400.47,,1,,"b""b' I wrote a blog post with all the detailed stats and SQL.  url  My conclusion is we should encourage people to use Google Hosted Libraries. Creating a monolithic script that combines jQuery core with site-specific JS will likely be inefficient because of JS not being incrementally parsed and site-specific changes invalidating the cached combo file"," necessitating a re-download of the same jQuery core. -Steve'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,51,2013-03-06 22:56:01,29.73,,1,,"b'b"" @localpcguy @roblarsen @stevesouders @efes0 @paulirish  Here\'s my thoughts: It is worth investing in your own CDN . If you\'re grabbing the latest version of jQuery from Google", many scripts could break without you even knowing it. That scenario is a sort of dependency hell we need to avoid. I am aware webmasters like to stick with one solid version of jQuery for peace of mind, like 1.8, or the even safer 1.4 variety to avoid the latest version of jQuery breaking our plugins, but... A single point of failure like Google\'s AJAX CDN could cause problems too: Call me extreme in my view," but aren\'t self-hosted solutions a more ethical approach to serving scripts? The independent approach has no caveats because you\'re in control of the server. If it goes down setup a new instance. Also you\'re not tracked by Google. How many times is your IP logged each time jQuery is served from Google\'s CDN? jQuery weighs in at little more than the size of a standard sized PNG file. So it\\xe2\\x80\\x99s equivalent to loading a small graphic. It\\xe2\\x80\\x99s not the bloated monster many blog authors like to claim it is ;) Food for thought. I voiced these thoughts on Souders\' post here: url  ![s]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,52,2013-03-06 22:56:01,122.43,,,1,"b'b"" Just putting my thoughts here so that it\'s in my permanent record :) I think the best default is the Google CDN. I agree with @stevesouders reasoning and just looking at the core numbers it\'s _generally_ a decent default. One of the things that I saw in my testing was that the variability of the server itself can be a big issue. The best results I\'ve seen with single  file solutions were on a box I\'ve got root access on which is running mod_pagespeed. With a generic server losing out on Google\'s optimized delivery itself can be an issue. So I think the code should stay where it is. That said", talking about the ways in which the default can be improved is impotant. As @higgo points out, talking about CDN options is good (while they\'re slightly more complicated, lower priced CDNs like Cloudfront can be both faster **and** cheaper than standard hosting) as is talking about build processes, script loaders," etc.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,53,2013-03-06 22:56:01,407.17,,1,,"b'b"" @higgo: Of course you have to link to google CDN\'s versioned jQuery", not their latest version link, so no dependency hell. And re tracking: a major point of this is caching, so no, google will not see a lot of your clients\' IPs, in fact hardly any at all.  Next I doubt the _default_ server setup is expected to be more reliable than google CDN (and neither faster in all geographic locations). For your own installation this may apply," but it doesn\'t make self hosting a good default.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,54,2013-03-06 22:56:01,327.42,,1,,"b'b\' re: @ejstrobel ""google will not see a lot of your clients\\\' IPs"," in fact hardly any at all."" I think that was a big part of what prompted this discussion", was that the actual chance of getting a cached version of jQuery that matches your version is very slim (~1.7% if you are using 1.4.2, less for any other version.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,55,2013-03-06 22:56:01,10.22,,1,,"b'b""  localpcguy: you are using phony math", and confusing % of sites with cache miss rate. If 1.7% of sites use a given jquery version," for a cache miss that means that your clients must never have visited any of those 1.7% of sites in the last year. For only 100 sites that\'s 1-(1-0.017)*_100 == 82.0% probability jQuery *will be cached_. Edit: corrected math""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,56,2013-03-06 22:56:01,5.83,,1,,"b""b' @estrobel Why are you considering a per-year period? The browser cache has a size-limit. One of the metrics that complicates the cache-lottery question is the churn-rate of the average browser cache (which is impacted by how many sites they visit in a day).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,57,2013-03-06 22:56:01,9.75,,1,,"b'b"" That\'s a long time to assume a file will be cached. Browser caches are _tiny_ They may have improved since"," but this is still sobering: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,58,2013-03-06 22:56:01,13.52,,1,,"b""b'  kdimatteo: because jQuery is even more tiny than a browser cache", and I am guessing the 100 sites number too.  Still I bet my numbers are more viable than assuming a client has exactly 1 other site in his browser cache," which you do assume if you take the % of sites which use the same jQuery version and directly take that number as your cache hit rate.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,59,2013-03-06 22:56:01,61.67,,,1,b'b\' To the several people who seem worried about an additional DNS lookup, this is a non-issue. In my testing, DNS lookup for  takes about 75ms, less than half that of a \\\'normal\\\' (outside top 10k) domain. Chrome [does speculative DNS lookups]url  anyway, and other browsers are heading in the same direction, so this hostname lookup will almost never be on the critical path. It contributes to domain sharding (and does so in half the time), and it\\\'s cached state can always be ensured with a Link: rel=dns-prefetch HTTP header for those who always need the greatest speed. However the most critical thing is that individual jQuery versions never change. Once it\\\'s cached it will always be valid. A high max-age means no connection, no request, no 304 response, browsers even cache the result of parsing the JS so it doesn\\\'t need to be re-parsed. Your own website\\\'s JS will change much more frequently," and bundling the two together is almost **never** a benefit. The only people who would benefit are those who arrive with a cold cache. The target audiance is pertanent here. If the target audiance is ""everyone"""," and not ""high-paid front-end performance experts""", then the default should be what will work best in the general case. The experts can combine their JS if A/B testing proves it to be beneficial for them. General HTML authors using this boilerplate won\\\'t have the skills to do that. To the guy who commented saying a high cache churn rate would mean jQuery won\\\'t stick around in the cache, you\\\'re not thinking. A high churn rate means the user is visiting lots of sites. This means they are _more_ likely to have encountered at least one site which uses jQuery from the CDN, and they are _more_ likely to have seen several sites which use the same jQuery version. Repeated use from multiple sites will therefore make jQuery more likely to be present than someone with a low churn rate who is visiting your site for the first time. Lastly, one person suggested that HTML clients ship with built-in copies of common libraries. This is something [I have already suggested to them]url  but no-one has shown an interest.\'',,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,60,2013-03-06 22:56:01,1277.45,,,1,"b'b"" I have been pretty convinced over the last week or so that the CDN is actually the best default state", but that there should continue to be more discussion about other ways that could offer better performance.  It\'s been a really interesting discussion and I appreciate the amount of thought that went into this request, both here and off-site," it is impressive!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,61,2013-03-06 22:56:01,464.13,,,1,"b'b"" I\'m sure we\'ll have a similar discussion again in another year or two. Maybe at that time we\'ll swing the other way!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,62,2013-03-06 22:56:01,346.22,,,1,"b'b"" I don\'t know which way it will go in the future", but it\'ll come up again. I\'m really happy with this discussion though. I think it was a nice deep dive, and I\'m (now) convinced that the CDN is still the way to go.  It couldn\'t hurt to document why it\'s being used and why you might want to change it," but as it stands it\'s the best default. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,63,2013-03-06 22:56:01,92.75,,1,,"b""b' Specifically", the CDN _might_ be the best default for HTML5Boilerplate," but likely is not the way to have the lowest average pageload time for your site. Let us not confuse the two. None of the data found suggests that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,64,2013-03-06 22:56:01,408.35,,,1,"b'b"" It depends on how nuanced we want to get.  For example", a person who wants to reach the world on a host that does nothing for performance and doesn\'t allow tinkering with server settings (for an obvious example, setting some sort of compression at the server level) then it\'s probably still going to be faster to use the CDN. That person should probably just get a new host if they care about performance, but if that\'s not an option making a blanket statement that they should ditch the CDN and host locally is doing them a disservice. I\'d err on the side of nuanced," personally. This is a great opportunity to educate.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,65,2013-03-06 22:56:01,444.13,,1,,"b'b"" Another discussion that we could have is which CDN is best. Removing the cache lottery from the equation", shouldn\'t we provide by default the fastest CDN? @RobbieF has done a local test on Google\'s CDN copy compared to CDNJS\'s copy. He finds a big speed difference as [noted on his blog]url  I ran the same test locally and at my remote server, I had no difference locally," but that could have been due to a few things being cached in my local network such as DNS queries. While remotely I saw the same huge gap in performance. I think something else we should do is test different CDN\'s to find the fastest one from a reliable source and move to using the best if we are to keep using a CDN copy.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,66,2013-03-06 22:56:01,110.55,,1,,b'b\' I think if we consider what @Garbee is discussing, we have consider developer momentum as well.  There has been a push for the last 3 years  to encourage people to use Google Hosted Libraries, and to change that reco based purely on speed tests from a few locations seems like a rather odd choice.  Might be a discussion worth having, but at the moment I would err towards not halting the momentum that has been won so far without really solid proof.  Plus, part of why people will use Google Hosted Libraries is because it is from Google," and so ""should"" have really solid uptime and speed.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,67,2013-03-06 22:56:01,873.13,1,,,"b'b"" It would certainly be a bad idea to use a different CDN. There\'s plenty of evidence presented in discussions elsewhere about jQuery CDNs that Google\'s is both the fastest on average from around the world (closely followed by MT", with MS trailing in third), and that it has by far the highest penetration among other sites (increasing the chances of a cache hit) regardless of whether you\'re considering the top 100 or top 100,"000 sites.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,68,2013-03-06 22:56:01,10.12,,1,,"b'b"" Completely forget the cache hit chances. If someone is to serve a page to someone with zero cache in whole", the boilerplate should offer the fastest possible page. That means perhaps choosing another CDN other than Google\'s for serving jquery. @nickshanks can you link to the other discussions you have seen? I would like to see how they have conducted tests so that we can form our own test to run. Further those tests may not include a CDN like CDNJS or other less-major providers. We should test across as many public CDNs as possible," not just the top ones.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,69,2013-03-06 22:56:01,19.83,,1,,"b'b"" The best speed data I have seen: url The conclusion there is that", for a global audience, and if you may need HTTPS, Google is fastest.For North America, without SSL, Media Temple (jQuery\'s own CDN) is fastest. This page and the articles it links to are good background reading, which may give a few reasons you\'ve not seen before:url  Some HTTPArchive jQuery version & CDN numbers of my own from 6 months ago:  url  (no accompanying blog article, .ods file has more data than .csv) This guy comments on the dangers of -latest breaking your site: url  but he neglects to mention that the -latest and /1.x/ version only have a 1hr cache lifetime whereas the explicit three-number versions have a 1yr cache lifetime, meaning that repeat visitors or frequent web surfers are much more likely to have it cached (assuming you are requesting  a common version like 1.7.2, as determined from HTTPArchive data) Plus these already linked-to earlier in this thread:url  (the original article that got me interested)url  (most up-to-date HTTP Archive reduction," be sure to read all the comments too)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,70,2013-03-06 22:56:01,13.62,1,,,"b'b"" @localpcguy This is a comment about [your blog post]url  (where comments are disabled). You are only testing the cold-cache", single page load times. That\'s not representative of normal behaviour. I would suggest that normally, for subsequent page loads and people arriving who have visited other websites before yours, you\'d see this: Script: jQuerySize: 0 KBTime: 0msLoaded from browser cache: y Script: jQuery UISize: 0 KBTime: 0msLoaded from browser cache: y Script: Size (KB): 19.2 KBTime: 160ms (avg. of 145 & 170 I presume this was time to first byte, i.e. latency)Loaded from browser cache: n Total: 19.2 KB, 160ms vs. unified result: Total: 102 KB," 160ms (avg. of 145 & 170)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,71,2013-03-06 22:56:01,19.73,1,,,b'b\' Cold-cache," single page load is the only page load you can ever guarantee. You can\\\'t guarantee a hit from the Google CDN and you can\\\'t guarantee that a visitor to your page has been there before. Whether or not a primed cache view is ""normal"" is another line of research_", but even assuming it is, *_getting*\\\\* to a second page view will be greatly enhanced by a fast cold-cache page view. Which is why  testing against that is super useful and is really the only piece that\\\'s important here.  *based on the old Yahoo exampleurl  it\\\'s not, but... that\\\'s so old now it frightens me. Has anyone updated that research?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,72,2013-03-06 22:56:01,206.58,,1,,"b'b"" @nickshanks I agree", and think I stated, that my test was very unscientific single page test on a single site on a single server, and I only ran the test a few times and took the average result.  That being said, I agree with @roblarsen that we should be testing as if the cache chance doesn\'t exist, which will give us the baseline performance.  Then any additional performance that could come from a cache hit is a bonus," but I am still not convinced you can count on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,73,2013-03-06 22:56:01,569.03,,1,,"b'b"" Just to honor the truth", guys, I refactored my code to use jQuery deferred objects, which led me to drop Google API loader in favor of yepnope (included in Modernizr) and then, considering I was already refactoring the hell out of my code I  switched to  and spent the next 48 hours getting to know it.  And while the total loading time for the main app stayed about the same, the rendering time for new interfaces and new deployments dropped to 1/5th. So," now I have to admit I\'m up to self hosting just a big fat optimized script.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,74,2013-03-06 22:56:01,42.18,1,,,b'b\' ### CDNJS is faster than Google CDN Sorry to burst your bubble, but url  is a bad CDN comparison, considering it doesn\\\'t even include CDNJS or other potential alternatives.  CDNJS is reported in multiple places as being consistently faster than Google\\\'s CDN: url url url  And according to CDNJS they are serving up roughly 31,0,"000 downloads per day right now (and it\\\'s still growing).  Ignoring CDNJS as a viable replacement for Google\\\'s CDN is just short-sighted and silly.  **Don\\\'t assume Google\\\'s CDN is the best end-all solution just because it\\\'s been around longer.**  People aren\\\'t just coming out and saying ""It\\\'s faster!"" without proof. ### This thread is absolute nonsense People are arguing that using CDNs are pointless.... Seriously?  If this was the case", then why would they possibly exist at all?  There is absolutely **NO WAY** that not using a CDN and instead concatenating your scripts together would EVER outweigh the bandwidth and speed saved from a CDN unless your site got only a dozen visitors a day. ### Tiny JS change = Massive waste of bandwidth Also, what happens when you make a tiny change to your JavaScript?  Guess what... now your visitors have to redownload your entire concatenated JavaScript file again, including the unchanged jQuery.  Make a typo and need your visitors to download another version?  Oops you screwed over your visitors again.  **This thread\\\'s ENTIRE ARGUMENT just went right out the window...** Common people.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,75,2013-03-06 22:56:01,13.58,1,,,"b'b"" @Jakobud Google\'s CDN is faster for me (approximately 20ms difference). The first source only measures the download speed: CDNJS is much faster. However", with regards to the total time, Google has a much lower latency. The second source (from Cloudflare) is more trustworthy, making CDNJS worth considering. The third is the same as the second, so it doesn\'t really count (and there\'s an error: CDNJS isn\'t twice as fast, only 50%). And the question here isn\'t just about concatenated JS versus CDN; how about self-hosting separate files?Also, we\'re not arguing about whether using CDN\'s are pointless, but about which option would be best to include as default (remember, this isn\'t about a single website, but a boilerplate template for anyone to use). In that case, all arguments made should have solid proof backing them in one form or another... I agree with your points about not just considering Google\'s CDN," but stability (and not just speed) is another factor that needs to be considered.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,76,2013-03-06 22:56:01,16.37,,1,,"b""b' @alfredxing thanks for the insights.  I feel like H5BP is probably moving toward a build-able package to download.  Sort of like how with Modernizr you can pick and choose what you want to include in it.  Would not be a bad thing.  Also", the first post in the thread is suggesting that concatenating scripts might be better than using a CDN, which is what I perceived the thread to be about. Also, I cannot imagine that self hosting your own library files would ever be faster than using a CDN in the long run.  You are virtually guaranteed that some of your visitors have jQuery cached from a major CDN already.  Even if only 1% of your visitors had it cached," that would be enough to outweigh self hosting it all yourself.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,77,2013-03-06 22:56:01,59.48,,1,,"b'b"" @Jakobud As I mentioned in a previous post", I believe it\'s mostly about the target audience. For example, if it\'s a local business whose website is hosted on a local server, hosting their own scripts might be faster (again," a reduction in latency). I like your idea of having a custom build option; I\'ll try to make it if I have time but it\'s going to take some effort.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,78,2013-03-06 22:56:01,257.77,,,1,b'b\' @Jakobud thanks for the additional urls. i look forward to reading them.how fast any particular cdn is, by milliseconds here or there, is pretty much irrelevant.the only really important information for choosing a cdn for hosting common library files is how many other sites popular with your site\\\'s visitors are also using any particular cdn, what library version they most commonly use (of the versions your own site is compatible with) and whether you need https or not.this is because a cache hit is much faster than any http request. the point of using a common url vs. hosting your own copy on Amazon S3 or akamai, is through serendipity, to have the library already in the user\\\'s browser cache before they come to your site. this argument isn\\\'t just cdn vs. no cdn (which you address below)," but also which cdn is ""best"". I assure you that for most website owners", in most parts of the world, cache hits are more important than the difference between different cdn\\\'s response time. one of the goals here is also to reduce fragmentation between different cdns and different jquery versions by standardising on one combination.totally agree.again, totally agree. my site-specific js changes almost daily. the library code is cached for a year.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,79,2013-03-06 22:56:01,286.87,,1,,"b'b"" @nickshanks Actually the improved speed (even by a few milliseconds) is the only real benefit we can measure (besides uptime to measure reliability.) That is what we **should** be deciding on", not some random chance of a cache hit.Going by this logic, let\'s say 4% of visitors have a cached copy. You are then saying that 4% have a better experience by pure dumb luck. On top of that, you\'re saying that you are willing to give 96% of visitors a slower experience because you want to give the 4% with that random cache hit a better experience. Overall, that logic hurts businesses more than it helps.  We can **only** assume zero cache in any visit," so we should optimize for that scenario. Not the random chance scenario that someone actually has a copy cached.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,80,2013-03-06 22:56:01,23.3,1,,,"b'b"" As far as the argument that site-specific JS changes much more often than library code", if that is the case for your product, then it may make sense to either server 2 JS files (one long cached that rarely changes and another for things that change frequently) or to use a CDN.  None of the argument I put forth at the very beginning is about whether a CDN should be used, but whether it should be the default state for H5BP. I think documenting other CDN\'s besides Google\'s wouldn\'t necessarily hurt, but it depends on the goal.  If the goal is to get enough developers using a single CDN so that the cache chances are NOT a lottery, but actually something that can be a quantified benefit, then I would argue that staying with the Google CDN and not documenting others might be preferable.  However, if the goal is to find the best CDN regardless of developer fragmentation," then the others like CDNJS should be documented and maybe even replace Google\'s CDN if it is shown to be a better service.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,81,2013-03-06 22:56:01,30.2,,,1,"b'b"" I personally don\'t think there is a doubt in most projects a CDN for jquery **should** be used. However", in a few cases depending on how the site  application is built that could hurt performance. The boilerplate exists to give the biggest benefit of a quickstart in most situations while using best practices, which means using a CDN is an absolute no-brainer. Therefore I don\'t really see this changing in the project. The discussion has gone from possibly removing Google\'s CDN into which CDN is actually best to recommend for projects that use one. Since people seem to stick to Google in order to win a cache lottery, while other CDNs like CDNJS could offer enhanced speed for all visitors, not just the lucky few (if any) that have a cached copy. Update: Although, the argument could be made that the boilerplate should be an all-inclusive starting point. Making a CDN resource unnecessary and hurt that goal. But considering it has a local fallback if the CDN is not available," I see using one as fair game.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,82,2013-03-06 22:56:01,86.48,,,1,"b'b"" @Garbee ", @localpcguy My intent is to shepherd everyone onto one CDN so that that 4% figure you quote grows to 94%. If H5BP gets widely adopted, whichever CDN you choose will be greatly boosted in it\'s usage.Yes," that is exactly what I was trying to guide people towards!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,83,2013-03-06 22:56:01,31.3,1,,,"b'b"" @Garbee  I am sorry", but where is this 4% figure from? Seems very low to me, can you back that up with any data? The original linked article only provides percentages of sites which use given jQuery versions. This does not directly translate to cache hit rates! Assuming a browser has a history of several sites cached (or at least the important parts), even a low percentage leads to a high cache hit rate, as you need only have visited ONE correct site. The chance for a cache hit with n sites visited, and each site having a chance p to prime the cache is: 1-(1-p)^n. That\'s assuming all sites are equally probable to be visited," which of course is too simplistic. Using the same version as any popular site increases your hit chance by a lot.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
