REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,35,2015-03-24 22:01:44,14.42,,,1,"b""b' I feel like there should be unit tests for this!  (In the libgit2 tests"," I mean.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,36,2015-03-24 22:01:44,24.67,,1,,"b""b' I agree. What do you make of the 2nd case though? It seems is not working at all?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,37,2015-03-24 22:01:44,227.0,1,,,"b""b' Hey @ethomson so what do you wanna do about the above issues? Current stash apply in libgit2 is not working like Git core unfortunately.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,38,2015-03-24 22:01:44,237.37,,,1,"b'b"" I think that the first step would be to add failing unit tests.  I\'m heads-down right now", so if that\'s something you can do," that would be great.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,39,2015-03-24 22:01:44,1310.08,1,,,"b'b"" Sorry for the noise above... It\'s because I have to continuously revert this stash apply implementation in my fork of libgit2"," since it doesn\'t behave like Git CLT.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,40,2015-03-24 22:01:44,1314.6,,1,,"b""b' I created a dedicated issue to track this regression: #3230.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3018,closed,-,-,-,10,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,opened,2015-04-22 05:20:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,title,2015-04-22 05:20:31,00:00,,1,,"b""b' How to support HTTP Digest Authentication?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,body,2015-04-22 05:20:31,00:00,,1,,"b""b' It seems that libgit2 does not support HTTP Digest Authentication"," is that true? Or is there a way to work around?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,1,2015-04-22 05:20:31,498.38,,1,,b'b\' That is true, it is not supported.  It\\\'s not really... something that anybody has ever cared about before. Adding it should be relatively straightforward, though it raises questions like:  are you happy with only auth?  Or do you want auth with integrity?  What does your compatibility matrix look like, since nobody really seems to implement Digest fully and there are presumably effort vs completeness tradeoffs to be made. I presume that your interest here is that you have some server that speaks Digest and you simply want to auth to it.  I think that this is a fine level of compatibility," since again not a super hot issue. You should add a new auth ""factory"" for digest at url  presumably  ", which would create a new authentication context for digest auth. You should be able to look at the [Basic implementation]url  to get an idea of how to implement a very simple auth context.  (Auth contexts are important for crazy stateful mechanisms like NTLM and Negotiate, so they\\\'re overengineered for something more simple like Basic and Digest.  So I would study the Basic implementation.) Now, I did say that it would be straightforward, but I suspect it would be far more straightforward to just change your server to do Basic over SSL or Kerberos or something more (with apologies to @jeffhostetler ) modern. Another alternative is that you can think about trying to use libcurl as a connection backend for HTTP(S) connections.  Since we have a pluggable transport layer, you could plug libcurl in to do all this work for you.  This isn\\\'t what _I_ would advise doing, but (at the risk of speaking for him) I think that one of the other core contributors would suggest that you consider this direction.  You can plug in a new smart subtransport for HTTP(S) by following along at [ ]url But again, I would put this in the way more work for the reward category just to get Digest working.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,2,2015-04-22 05:20:31,86.17,,,1,"b'b"" @ethomson Yes", we just have a Gerrit service which is using Digest auth. I would like to change to SSH method to access this server since I don\'t need to change any code. If I have time," I would try the methods you\'ve mentioned. Thank you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,closed,2015-04-22 15:05:04,584.55,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,3,2015-04-22 05:20:31,7.6,,1,,"b'b\' That makes sense.  I\\\'m going to reopen this (and add the handy ""up for grabs"" label) in case somebody else has an inkling to support this.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,reopened,2015-04-22 15:12:43,7.65,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,4,2015-04-22 05:20:31,7.82,,1,,"b'b"" Having a libcurl transport is something we will likely want to have anyway", as people insist on using proxies," and there\'s no way we\'re going to include proxy support in our own transport.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,5,2015-04-22 05:20:31,18.02,,1,,"b'b"" There\'s also #2555 which is somewhat related in that it asks for capabilities it\'s probably not worth supporting in our won HTTP layer but which are available externally.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,6,2015-04-22 05:20:31,967.55,,1,,"b'b"" We hit a year on this issue without it moving forward.  I\'m going to close it as I think that most people really aren\'t looking for Digest in 2016"," but please correct me if I\'m wrong.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,closed,2016-05-26 07:46:03,993.33,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3067,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,opened,2015-05-22 21:17:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,title,2015-05-22 21:17:06,00:00,,1,,"b""b' Test with MinGW on AppVeyor for  branch'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,body,2015-05-22 21:17:06,00:00,,1,,"b""b' backporting most of #2946 to '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,1,2015-05-22 21:17:06,100.17,,1,,"b""b' The OSX Travis failure in url  looks like a spurious timeout"," would anyone mind restarting it?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,2,2015-05-22 21:17:06,599.5,,,1,"b""b' @tkelman Done!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,3,2015-05-22 21:17:06,936.55,,,1,"b'b"" Thanks much", looks better now. I\'m not really familiar enough with the MSVC build to know what that 64 bit failure is about, but it may have something to do with the build option which isn\'t being used on master? Is there some cmakery on master to decide when or when not to set that option? If so," should that be backported?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,4,2015-05-22 21:17:06,965.58,,1,,"b""b' Aha"," it looks like maybe the commits from #2832 should be backported to work around that test failure?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,closed,2015-07-30 09:49:13,752.12,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,reopened,2015-07-30 09:49:15,0.03,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,closed,2015-07-30 09:49:16,0.02,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3153,closed,-,-,-,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,opened,2016-02-05 09:49:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,title,2016-02-05 09:49:23,00:00,,1,,"b""b' libgit2 assumes everything not under  are commits'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,body,2016-02-05 09:49:23,00:00,,1,,"b'b\' In my application that uses I create tags to blobs (which is unusual because tags normally point to commit objects) and create symbolic references to those tags under  . The program has no problems fetching those references: But fails with ""Object is not a committish"". In  ", function we can see a call to  , which will assume the reference must be a commit, which is not always the case.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,1,2016-02-05 09:49:23,857.98,,1,,"b""b' Which libgit2 are you using? This issue should have been fixed a while ago.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,2,2016-02-05 09:49:23,474.38,1,,,"b""b' Sorry"," I forgot to add more info:libgit2 version 0.23.4GCC 5.3.0Ubuntu Linux 14.04'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,3,2016-02-05 09:49:23,279.18,,1,,"b'b"" Can you try with  ? There\'s some stuff we don\'t backport when it depends on code changes that have happened in the main branch.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,4,2016-02-05 09:49:23,171.05,,,1,"b'b"" Now that we\'ve shipped [0.24]url  these changes should have landed in a released version.  Closing this issue @asandroq please reopen if you\'re still seeing this problem in 0.24. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,closed,2016-03-17 15:32:54,343.52,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,5,2016-02-05 09:49:23,1315.2,,1,,"b""b' I have upgraded my dependency to libgit2 0.24 and I still see the issue. This is the patch I am using for now:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,6,2016-02-05 09:49:23,3.38,,1,,"b""b' @ethomson It seems I cannot reopen this issue by myself.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,reopened,2016-03-29 13:35:16,1322.37,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,7,2016-02-05 09:49:23,92.58,,1,,"b""b' Still present in version 0.25.1. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,8,2016-02-05 09:49:23,1263.65,,1,,"b'b"" I think here\'s something else at play", your change simply papers over that deficiency. As can be seen in  , we intend not to add tags in the first place:   For everything else," we sohuld be able to assume that it is a commit-ish. Which references do you have in particular which are not pointing to a commit-ish?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,9,2016-02-05 09:49:23,1099.5,1,,,"b""b' Hi",  As I mentioned in my first message," I have tags that point to blobs instead of to commits. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3595,open,-,-,-,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,opened,2016-04-27 11:56:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,title,2016-04-27 11:56:06,00:00,,1,,"b""b' Provide authentication error reporting to  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,body,2016-04-27 11:56:06,00:00,,1,,"b'b"" I\'m trying to implement a credential caching mechanism in function. However"," SSH session authentication [does not report]url  any error for calls that return   or error codes (see  ). The only exception is the authentication that [sets error when failed]url  Failure to report auth errors makes impossible to identify if cached credentials where correct or not.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,1,2016-04-27 11:56:06,96.13,,1,,"b""b' Same thing happens with http transport no auth error is reported.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,2,2016-04-27 11:56:06,54.87,,1,,"b'b"" I\'m not sure what you\'re asking for; do you want more information about the previous error in your  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,3,2016-04-27 11:56:06,20.83,,1,,"b""b' Yes"," I want to know if provided credentials were accepted or not.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,4,2016-04-27 11:56:06,3.3,,1,,"b'b"" If you\'re getting called a second time", then no, they were not. In the HTTP case you call out, there\'s really not much more information that we could provide," is there?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,5,2016-04-27 11:56:06,30.08,1,,,"b'b"" I\'ve seen some cases where credentials get requested more than once. I assume it\'s from a  ", but I haven\'t investigated to see if that\'s what\'s actually leading to >1 request for creds. It would be super-useful if the credentials callback got a argument, or something, so that it could tell if this is the first request for creds of if creds from the last request were bad. Here\'s some code that we\'re using to avoid infinite loops from credentials (using rugged): Obviously, in this example the creds won\'t get used because libgit2/libgit2 is public. I initially had set ttl = 1," but that led to some spurious errors. ttl=5 seems to be working well. The ttl (which is really just a backstop) could go away if [ ]url  said that it was calling because of an auth error or not.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,6,2016-04-27 11:56:06,137.5,,1,,"b""b' You could count number of requests for creds for a one repository but if the same credentials are used for multiple repositories this strategy does not seem viable. @ethomson Can error be set every time 401 code is returned? Same for SSH when is reported?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,7,2016-04-27 11:56:06,934.37,,1,,"b""b' Found a way to identify invalid credentials without error status.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,closed,2016-04-29 09:13:11,1277.08,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,8,2016-04-27 11:56:06,255.4,,,1,"b'b"" Neat @wildart would you mind sharing your solution?  I think that there\'s still an opportunity to make this easier for callers but I\'m curious about what you did.  Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,9,2016-04-27 11:56:06,47.5,,1,,"b'b"" It the same solution that @spraints suggested count number of times when the credential callback is called. I found a way in my project to reset the call counter between calls. I\'m still using error class to determine if credentials failed"," and then fall back to  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,10,2016-04-27 11:56:06,490.05,,,1,"b""b' I reopen this issue because the solution that I used for caching credentials is a half-measure after all. Even though counting auth. fails is working", but only for one credential provider. I would like to switch to different credential provide if one that was called before fails. An example would be a use of sh-agent and manual ssh key credentials. If ssh-agent credential fail for some reason," it would be nice to fallback back manually provided credentials rather then terminate operation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,reopened,2016-07-17 22:26:08,792.95,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,11,2016-04-27 11:56:06,1098.78,,1,,"b'b"" Relatedly", it would also be useful to get a callback when authentication succeeded (for example to tell a credential store to cache the given credentials for future use," which you ideally don\'t want to do if the callback failed). ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,12,2016-04-27 11:56:06,822.6,,1,,"b'b"" I came into a similar problem", I consider my solution a hack that solve basically my requirements. I want to be able to fetch from severalprivate repositories asking for credentials only one time if there are corrects, if not I ask again until it is correct.I use the object id to allows the reuse of the credentials for different objects for the same repository, but this doesn\'tcover the same object calling the fetch several times which it is probably expected. Probably I will expand this hack to cover this case later. I think that after the instead of returning immediately," I can mark the credentials as valid for the url(without the  ) and cover the case.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,13,2016-04-27 11:56:06,981.73,,1,,"b""b' I have the same issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,14,2016-04-27 11:56:06,1196.22,1,,,"b""b' In the end I add support for ssh keys that way not face the problem of enter bad password cause a typo"," but the solution I posted worked for my requirements although is quite hacky.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3761,open,-,-,-,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,opened,2016-06-12 14:21:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,title,2016-06-12 14:21:32,00:00,,1,,"b""b' git_status_list_new stopped creating status'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,body,2016-06-12 14:21:32,00:00,,1,,"b'b"" Hi guys", sorry if that\'s not the correct place for asking this question, but I\'m literally desparate. I had my program working perfectly using git_status_list_new, that is the status object was properly initialized and I could do further processing of it.Yesterday I\'ve run my program and from nowhere, suddenly git_status_list_new cannot initialize status object, that is," status object is nullptr. I didn\'t touch the code. Don\'t know what have happened. I wonder if anyone of you happen to come across similar situation?Any help really appreciated.Thank you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,1,2016-06-12 14:21:32,1421.55,,1,,"b'b"" What\'s the return code from  ?  Does it return an error"," or okay?  What error does the library set when this happens?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,2,2016-06-12 14:21:32,214.62,,,1,"b'b"" Hi", thank you for your reply. The return code I\'m getting is -1; As for what error the library sets I\'m not sure but I\'m more than happy to follow your instructions if you\'d be so kind and give them to me as to how to check that error value.Once again," thank you and looking forward to hear from you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,3,2016-06-12 14:21:32,10.18,,1,,"b""b'   indicates that an error occurred.  Call [  to get the last error object]url For example:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,4,2016-06-12 14:21:32,3.32,,,1,"b'b"" Hi",Yes," I am aware of that -1 means error ;)When I\'ve followed with debugger I\'ve found out that function pack_backend__read returns -3;I can of course provide the repo if that would help in any way.And thanks for the giterr_last(). Will use it and write the result.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,5,2016-06-12 14:21:32,2.53,1,,,b'b\' Ok," so I\\\'ve got the message and it says:""The references cannot be peeled Cannot retrieve reference target""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,6,2016-06-12 14:21:32,8.92,,1,,"b""b' Sounds like your is pointing to a nonexistent branch.  Does on the command line work here?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,7,2016-06-12 14:21:32,1296.6,1,,,"b""b' Hi"," sorry for the delay.Yes I can confirm that git status works as intended.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,8,2016-06-12 14:21:32,729.62,,,1,"b'b"" Glad to hear that it\'s working now!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,closed,2016-06-17 03:48:52,807.33,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,reopened,2016-06-17 20:36:08,1007.27,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,9,2016-06-12 14:21:32,1008.3,,1,,"b""b' I reopened this per your request.  Can you provide additional details?  What reference is dangling?  What is it pointing to?  What type of reference is it?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,10,2016-06-12 14:21:32,4.78,1,,,"b""b' Hi", of course I can provide any details you wish me to provide. I think that perhaps the best reference would be if I can send you that repo (really small and useless," I use it only for testing purposes) and you can try and execute status from your library and see what is happening. What do you think about it?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,11,2016-06-12 14:21:32,16.43,,1,,"b""b' Sure.  If you link to a zipped up repo", or attach it or what not," I can take a look at it when I have the time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,12,2016-06-12 14:21:32,548.23,,,1,"b""b' Hi", thanks for your good will," here is the link: url  Best regards'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,13,2016-06-12 14:21:32,137.7,,1,,b'b\' Yes i can defenatly help 333#22 Enter prise Rp caOn Jun 12, 2016 7:21 AM,"Artie Fuffkin"" notifications@ wrote:\''
libgit2	3819	closed	14	ethomson	2016-06-12 14:21:32	716.23	+1			b""b' This looks to be obsolete I apologize for the delay, but I can confirm that works in your repository.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,closed,2017-03-22 20:20:33,1424.42,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3819,closed,-,-,-,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,opened,2016-06-16 00:18:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,title,2016-06-16 00:18:27,00:00,,1,,"b""b' Hook support'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,body,2016-06-16 00:18:27,00:00,,1,,b'b\' This is a first pass at supporting hooks. It aims to provide the basic blocks (as per ), so enumeration, loading and saving is supported, and there\\\'s a quick skeleton of how I\\\'m planning to handle hook execution. A few  :I was under the impression there had already been some discussion around the design, but I haven\\\'t been able to find them.The list of hooks is hardcoded. This is completely debatable, but given variable argument count," I thought something that acts as a ""we support these hooks"" was preferable to YMMV.I seem to remember bindings don\\\'t like callbacks (and me too", given my current enumeration test is human-based :wink:). Should I provide an alternate way (e.g.  ) ?The plan for actually executing the hooks is to have something like and sprinkle those everywhere, but it might or might not be doable \\xe2\\x80\\x94 I haven\\\'t been that far yet.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,1,2016-06-16 00:18:27,335.45,,1,,"b'b"" Some hook support already exists. The trick with hooks is that they\'re basically shell scripts and require the platform to support executing then.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,2,2016-06-16 00:18:27,613.63,,,1,b'b\' Yep, I\\\'m aware that direct hook execution does not belong in the library. The current plan is to have clients use to say they\\\'re interested in hook notifications, and then (maybe ?) provide the full path to the script to execute if applicable, or even no path at all if we want to support that. Also," what did you meant by ""already exists"" ? I haven\\\'t been able to find anything other than some references in tests", but maybe I\\\'m blind \\xf0\\x9f\\x98\\x89 .\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,3,2016-06-16 00:18:27,60.72,1,,,"b'b"" I\'m sorry", the hook support is in the C# wrapper library," not in LibGit2 core. My mistake.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,4,2016-06-16 00:18:27,229.03,1,,,"b'b\' It feels to me like you\\\'re trying to design the support in libgit2 that you think you want before you\\\'ve tried to implement any hooks in your application itself.  I feel like trying to build ""hooks support"" into libgit2 before trying to get your application to do anything is actually the wrong direction to attack this problem.  Instead", I think that you should get your application to exec some hooks so that you know _what_ you can get libgit2 to help you with. I realize it seems counterintuitive to do it in the application first, since generally you\\\'re coding a functionality or a UI on top of libgit2 and in that case the libgit2 part must already exist.  But without having actually succeeded in running a hook from your application, I think that we will merely be making wild guesses as to what we want the hooks support (if any) to look like and will very likely design this wrong. As a concrete example, it\\\'s unclear to me how would be a useful addition to the library.  You want to _run_ a hook, you never want to load a hook into memory.  It\\\'s an executable _probably_ (but not necessarily) a shell script, but it could be an ELF binary (or COFF, or , or whatever).  Heck, it could be a Java class and you\\\'re relying on to know how to execute it for you.  The point is, you need to it, you don\\\'t want to have a copy of the image in memory. Similarly, most hooks don\\\'t make sense in the context of libgit2.  Things like the and hooks are things that could never possibly be run," since we don\\\'t launch an editor to get the commit message. We think that we have callbacks in the appropriate places that you can map those to hook execution if that\\\'s something that you\\\'re interested in (though they are not called ""hooks"" callbacks", they are generally more generic than that.)  I think the best first place to start is to identify hooks that you want to support that are lacking callbacks (that _can_ be supported, that is, unlike the aforementioned hooks around commit messages).  That\\\'s a clear improvement. libgit2 certainly can provide some support for hooks, like providing the path.  This seems of limited use to me, since it\\\'s mostly just string concatenation, ( )  But I can understand wanting (say) to be able to query for that path to reduce the amount of git repository-type business logic you have in your application.  Similarly, I can imagine asking for a map of the hooks that exist in  .  Again, this is a relatively trivial but I can imagine wanting an API to provide some abstraction here. Anyway.  There are probably some things that libgit2 can help you with here, but I would like to be conservative with these APIs.\'',,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,5,2016-06-16 00:18:27,92.93,,1,,"b'b"" Thanks for the thorough reply @ethomson. Just so we\'re clear", the API I wrote is inspired from what\'s in , and is suggested there. As you point out (and I do had a pause when I sketched the API), it might not make sense every time, and I\'m now tempted to drop it completely (maybe keeping just a few helpers for path-wrangling)... Looking at that as an app developer, what I want is a way to be told when I need to exec a hook, because I want to be compatible with  break expectations. For example, I would expect (and I might be wrong \\xf0\\x9f\\x98\\x89) libgit2 to detect that there\'s a hook set up, trigger a callback to my hook execution function*, and abort or proceed with committing based on what was reported by the hook. It should not allow the commit to go through without telling me about it. I do see how the would be weird to handle though (I\'m not even sure if we support  ).This is the wacky part, because we could either pass data that makes sense to us (like in that case the commit message), or helpfully write a file and pass that so the execution function doesn\'t have to do it (which IMHO reduces duplication). But then," maybe that whole responsibility could indeed be moved down to the application (provided the same effect can be achieved through the generic callbacks). I might be worrying too much about duplicated code \\xf0\\x9f\\x98\\x89.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,3824,closed,6,2016-06-16 00:18:27,27.47,1,,,b'b\' Thanks for the clarification I didn\\\'t realize that was there.  :PRight so the thing is that we don\\\'t have an API that maps to the command.  We have a handful of commands, but these correspond more closely to the plumbing command. This is important because if we were to (say) fire the command in the functions, then we would be firing it every time a commit was created," not every time the user was ""performing a commit"" (like what does).  So", during merges and rebases.  If you had some hook that actually validated the contents of a message, then we would fire it when we create recursive merge bases (which have totally bogus internal messages, since they\\\'re not intended to leak out).  It would be quite disastrous.  :/ This is why we\\\'ve asked the callers to handle hooks-like things:  you know when you\\\'re going through a commit workflow like the command line, versus creating commits that are (say) part of a merge or a cherry-pick operation. Of course, the problem here is that various other libraries (say, LibGit2Sharp) may provide a commit like workflow as API.  So this makes the problem a little bit more difficult. Anyway.  I\\\'m sorry that I don\\\'t have clearer answers here yet.  This is something that\\\'s been discussed a few times, and I think that all the vendors who are building UI on top of libgit2 should absolutely be supporting.  As a result, I would love to give as much help as we can to you (and the rest) so that it\\\'s less of a slog.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
