REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,opened,2011-05-10 13:37:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,title,2011-05-10 13:37:13,00:00,,1,,"b""b' Ticket 105 Problem with saving habtm between different db-schemas '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,body,2011-05-10 13:37:13,00:00,,1,,b'b\' Hi," Please consider merging this branch.  It fixes the problem logged in [lighthouse ticket #105]url  The second commit is required to avoid the ""Unknown table \\\'foo\\\' in MULTI DELETE"" error as discussed in [this blog post]url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,1,2011-05-10 13:37:13,3.13,,1,,"b'b"" Forgot to mention that \'with\' key is required in the relationship declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,2,2011-05-10 13:37:13,114.37,,1,,"b""b' Tests? Also I would not assume that both tables can be accessed using the same connection. So you should call the insert on the datasource fro the other model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,3,2011-05-10 13:37:13,643.43,,1,,"b'b"" Since the HABTM has defined \'with\' key", it would use the value from the join model. eg: For tests," i\'ll try to update existing and write new ones up. This broke a lot of tests since it compares: against  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,4,2011-05-10 13:37:13,143.8,,1,,"b'b"" Let me try to rework this.  I\'m closing this pull request for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,closed,2011-05-11 04:41:57,904.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,reopened,2011-05-12 06:41:41,119.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,5,2011-05-10 13:37:13,129.97,,1,,"b'b"" @lorenzo", Can you comment on the additional commit @4f12dde53d5a2c8095c42984188081d663a2231d ? The deletions and insertions are now using the otherdb datasource. @211976fb3f29323a90fa8d698cd78076bcc3a700 introduces another parameter to fullTableName which may have bigger effect on the framework. I have adjusted test cases. At this point, all existing model and behavior tests passes. If you think this approach is sound, I\'ll add more tests for this use-case," rework the patch properly and remove the clumsy \'if\' conditions wherever possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,48,2017-07-21 12:57:37,63.38,,1,,"b""b'  :+1:  :ok_hand: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,49,2017-07-21 12:57:37,4.03,,1,,b'b\' @lorenzo  You mean keep only method, and leave static proxy calls deprecated," or keep all methods ""active""?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,50,2017-07-21 12:57:37,2.68,,1,,"b""b' keep only method"," and leave static proxy calls deprecated'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,51,2017-07-21 12:57:37,4.08,,1,,"b""b' And  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,52,2017-07-21 12:57:37,0.17,,,1,"b""b' OK"," makes sense. This way we can safely remove the singleton locator in 4.x if necessary without the need for deprecating any new static methods in first.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,53,2017-07-21 12:57:37,124.18,,1,,"b""b' @lorenzo how about it now?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,54,2017-07-21 12:57:37,740.77,,1,,"b""b' Read this Noting Just do like laravel.  I like as example better than 15 arrows $this->whatever->another->'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,55,2017-07-21 12:57:37,199.98,1,,,"b""b' \\xe2\\x80\\x9eFacade\\xe2\\x80\\x9d is just a fancy word for \\xe2\\x80\\x9eglobal\\xe2\\x80\\x9d. Laziness shouldn\\xe2\\x80\\x99t justify bad design.  But this is just my opinion.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,56,2017-07-21 12:57:37,463.42,,1,,"b""b' In php I can or with __callStatic I can make a class like then I can in controller  So that is not global", the __callStatic method still  in the background.  Bottom line Myself and a lot of other folks like over Furthermore __callStatic is a php thing. But in no way is it global," it is a tool. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,57,2017-07-21 12:57:37,29.03,,1,,"b'b"" This is not how the  works so the example isn\'t valid in this discussion.  TableRegistry uses a global locator instance which is accessible from any place in the application. Changing its state in one place affects another.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,58,2017-07-21 12:57:37,10.73,,1,,"b""b' So if it is not global"," why is the example invalid? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,59,2017-07-21 12:57:37,63.28,,,1,"b'b"" My example was just a general php example", not unique to cakephp.  But the point is php has  __callStatic. And a lot of people like calling things with the double colon instead of a bunch of arrows. No not necessary, but looks so much nicer. And there is nothing wrong with static methods anyway.  But using __callStatic in my example isn\'t calling a static method, it\'s calling a non-static method using what I think is the pretty My example was just to show that even in cakephp," you can make pretty calls.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,60,2017-07-21 12:57:37,925.03,,1,,"b'b"" There\'s no state preserved in static scope of @jimgwhit class example"," so this is not global in my understanding. This looks something like a convinience factory method and I\'m okay with that. But this is not the same as using static variables. What\'s different between: and  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,61,2017-07-21 12:57:37,212.55,,1,,"b'b"" I\'m not in favour of the introduction of more magic methods in use of nor do I think the style of code should define the underlying implementation.  Otherwise I don\'t see any issues with the PR. I like @inoas idea of the functional separation of the methods though. As it is important to remember that does more than just load a table instance. [I really like the idea of being able to pass an array of table aliases to load]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,62,2017-07-21 12:57:37,7.37,1,,,"b'b""  @davidyell Good idea! But this and seperation of is out of the scope of this PR I\'m afraid. I\'d  like to see that implemented though. Sometimes I miss the old school variable :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,63,2017-07-21 12:57:37,241.82,,1,,"b""b'  Maybe we can modify to allow auto loading any model instead of just the one set as modelClass :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,64,2017-07-21 12:57:37,3.4,,1,,"b""b'  :trollface: ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,65,2017-07-21 12:57:37,6.82,1,,,"b'b""  Well the scope is to deprecate and you say:   Where I\'d suggest (via a Trait", pre-attached to Table, Behavior, Controller," Component for convenience) ... which is a lot more concise and I still don\'t know  it would hurt?!  The same trait could then supply and which would attach the instances to like does.  Not good?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,66,2017-07-21 12:57:37,6.45,1,,,"b""b' I\\xe2\\x80\\x99m sorry"," i wrote \\xe2\\x80\\x9enew way\\xe2\\x80\\x9d but this is a preferred way since 3.1. So this PR does not add anything new. It deprecates the static API what should have been done in 3.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,67,2017-07-21 12:57:37,1028.38,,1,,b'b\' @inoas I updated the description.  I can see the point of having convenience methods," but a ""quick access"" to the model is already possible using and method. We can discuss the point of having another similar method (in or somewhere else) in another PR as this one is already a bit too large.  I also agree that I may have not made the intention of this PR clear enough. I hope it is a bit clearer now. \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,68,2017-07-21 12:57:37,447.7,,1,,"b""b' O_o lots of conflicts now. We should decide on proceeding here and then a final resolve + merge IMO.  Looks :+1: to go.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,69,2017-07-21 12:57:37,1063.05,,1,,"b""b' @dereuromark Yeah"," I intend to fix the conflicts after the changes are approved by @lorenzo '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,70,2017-07-21 12:57:37,115.52,,1,,"b""b' @lorenzo ping'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,71,2017-07-21 12:57:37,104.6,1,,,"b""b' How easy is to create a table locator? I worry about the ability to use the ORM in a simple php script or repl'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,72,2017-07-21 12:57:37,2.42,,1,,"b""b' @lorenzo Use and access it using method. Or just  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,73,2017-07-21 12:57:37,53.52,,1,,"b""b' @lorenzo ping :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,74,2017-07-21 12:57:37,11.78,1,,,"b""b' It seems this is a rather controversial topic. How about a compromise: Moving forward", but not adding deprecationWarning() into TableRegistry::get(). This way, people do not have to use the non-static approach here, but core can use it," and so can anyone who wants to. There shouldnt be any harm in keeping it around a while longer. We just have added a new convenience access.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,75,2017-07-21 12:57:37,5.32,1,,,"b'b"" It\'s definitely going to be deprecation hell for people migrating to cake 3.6.  @robertpustulka can you change the readme for the ORM package so that it shows you now need to instantiate a table locator?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,76,2017-07-21 12:57:37,2.3,1,,,"b""b' Yeah", since it really just delegates it through, I vote for keeping both around. No harm," no additional baggage really IMO.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,77,2017-07-21 12:57:37,8.97,,,1,"b'b"" @lorenzo readme is updated in this PR as well: url I\'m leaning towards @dereuromark opinion on this. I could remove warnings but keep deprecation annotations.  Another idea is to keep static API as it is but update the core to never use TableRegistry static methods and update docs to show how to use locators instead (this is already done here more or less). This way we could keep the static methods for people that use them (IDEs wouldn\'t mark methods as deprecated) but encourage new people to use locators instead (by never showing that something like exists). The static API could be depracated in 4.x and completely removed in 5.x then.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,closed,2018-02-13 14:20:00,82.38,14,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,78,2017-07-21 12:57:37,16.27,1,,,"b""b' fat fingers"," sorry'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,reopened,2018-02-13 14:20:09,0.15,15,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,79,2017-07-21 12:57:37,0.72,,1,,"b""b' @robertpustulka I meant that I wanted it to show first instantiating and then explain you can add the trait to classes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,80,2017-07-21 12:57:37,1198.1,,1,,"b'b"" I fixed conflicts.  Also removed deprecation warnings for TableRegistry methods. I left annotations so it\'s clear that the TableRegistry use should be avoided.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,81,2017-07-21 12:57:37,1416.08,,1,,"b""b' Can this be merged now?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,82,2017-07-21 12:57:37,831.37,,1,,"b""b' Yes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,closed,2018-02-20 09:13:59,1133.83,15,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,83,2017-07-21 12:57:37,1004.42,,1,,"b""b' @robertpustulka Can you update the 3.6 migration guide for these changes?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,84,2017-07-21 12:57:37,1012.3,,1,,"b""b' Is that ok? url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,85,2017-07-21 12:57:37,1032.72,,1,,"b'b"" Yes. We should also start thinking about how we\'d update code examples for when is eventually removed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,86,2017-07-21 12:57:37,1041.68,,1,,"b""b' Static get calls have already been removed from the code. All tests now use a trait for accessing the locator.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,87,2017-07-21 12:57:37,1048.8,,1,,"b""b' @robertpustulka I think he means the code examples in the manual.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,88,2017-07-21 12:57:37,584.67,,1,,"b""b' Yes"," I would like to see a complete code implementation example somewhere with this new api.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10933,closed,-,-,-,15,64,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,opened,2017-07-27 10:43:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,title,2017-07-27 10:43:21,00:00,,1,,"b""b' Cannot describe  . It has 0 columns'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,body,2017-07-27 10:43:21,00:00,1,,,"b""b' This is a (multiple allowed):  * [x] bug * [ ] enhancement * [ ] feature-discussion (RFC)  * CakePHP Version: * Platform and Target: CLI runner  ### What you did I wanted to test my tables validation method. So I created a new test case in  .  I copied the SQLite DNS setup from [here]url  to my  .  ### What happened  ### What you expected to happen I expected that the fixture would create the database table and populate it. I also expected that the fixture would create the relevant schema from the array for the table instance. So that when I used the table in my test the schema would exist.  ### How did I sidestep this issue? I have to manually create an instance with the schema and connection defined.   /cc @lorenzo As you asked me to submit on IRC \\xf0\\x9f\\x98\\x84 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,1,2017-07-27 10:43:21,0.47,,1,,"b""b' davidyell"," please include the CakePHP version number you are using in your description. It helps us debug your issue. _Automated response by []url  :robot:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,2,2017-07-27 10:43:21,381.38,,1,,"b'b"" Do you have the default connection defined? You shouldn\'t need to force the \'test\' connection as the fixture system should be adding those aliases automatically.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,3,2017-07-27 10:43:21,184.38,1,,,"b'b"" I don\'t have the default connection defined", as I copied the config from bootstrap file. I found that if I don\'t define the connection as I got an error saying that the datasource configuration was missing, this was the only way I found to sidestep that error.  Confusingly, my fixture class extends the default fixtures," [which define the connection as test]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,4,2017-07-27 10:43:21,252.67,,1,,"b""b' Do you only have the test connection defined then?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,5,2017-07-27 10:43:21,481.63,,1,,"b""b' Yep. ![screen shot 2017-07-28 at 09 20 11]url  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,6,2017-07-27 10:43:21,7.1,,1,,"b""b' @davidyell can you also define the default connection with the same credentials and let us know what happens?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,7,2017-07-27 10:43:21,72.75,,1,,"b""b' If I add the config", and run the test again. I get  If I add the config, and change the to *not* specify the option," I get  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,8,2017-07-27 10:43:21,58.07,,1,,"b'b"" @markstory is this getting fixed? What\'s the progress? Also running into it"," more or less same scenario.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,9,2017-07-27 10:43:21,149.08,,1,,"b'b"" @Swader I don\'t know how to reproduce this issue so it has not been fixed yet. I have a few applications /plugins that don\'t exhibit this issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,10,2017-07-27 10:43:21,41.38,,1,,"b'b"" I\'ll try and remember to take a look at this", and provide some reproduciblesteps On Sat, 28 Oct 2017, 14:11 Mark Story,"  wrote:>""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,11,2017-07-27 10:43:21,1295.55,,1,,"b""b' @davidyell Did you get to reproduce this one?  I made a [repo]url  to reproduce it. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,12,2017-07-27 10:43:21,1.13,,1,,"b'b"" Isnt the problem the manual setting of test datasource in  \'connection\' = I think you never should"," as the primary (default) one will automatically switch internally to test one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,13,2017-07-27 10:43:21,230.05,,1,,"b'b"" @Whyounes You don\'t have any fixtures in your sample application"," nor any connections with prefixes. I think your situation might be a bit different than @davidyell \'s""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,14,2017-07-27 10:43:21,1258.67,,1,,"b'b"" @markstory It\'s different? I didn\'t know how to debug it properly to get a detailed bug report. Any suggestions?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,15,2017-07-27 10:43:21,807.27,,1,,"b'b"" @Whyounes You don\'t set any prefixed connection names"," nor do you use fixtures. @davidyell is setting the connection up and using fixtures.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,16,2017-07-27 10:43:21,589.38,,1,,"b""b' @markstory Any suggestions on how to debug mine?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,17,2017-07-27 10:43:21,239.1,,,1,"b""b' Thread hijack! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,18,2017-07-27 10:43:21,1148.12,1,,,"b'b\' Side-question: Can we make the error message a bit more clear? ""Cannot describe exit_links. It has 0 columns."" doesnt state the fact that the fixture couldnt be loaded and no such table could be created. Maybe we can add a proposal to check on that.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,19,2017-07-27 10:43:21,407.53,,,1,"b'b"" I\'ve ran into a similar issue. Turned out that this error was **not** the primary error. Something else was failing much earlier preventing fixtures to be loaded. I realized this by examining the file which showed the first error as well.  I am only posting this because w/o the file it is very unlikely to find the cause of this problem.  It would be interesting if other people stumbling into this can have a look at their files and check. ### Sqlite vs Mysql Driver In my case Sqlite was behaving slightly different than my original Mysql connection. So this error only showed when using the Sqlite driver to run my tests"," but not with Mysql.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,20,2017-07-27 10:43:21,1279.22,1,,,b'b\' Same error message for me.  Root cause was that **my app couldn\\\'t find my database**.  I was confused that the app worked in the built in server shell, but not directly though the local webserver I had the project hosted on.  To solve it, **in ," I set the database location relative to my server\\\'s root.**  I am running cake on a VM and when I viewed my app through Cake\\\'s built in server shell "" server"" the app looked for my db relative to the app\\\'s directory.  When I accessed the app directly from my server", it would look relative to the app\\\'s /webroot directory.  Being more specific about the db location in  allowed this to work in both. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,21,2017-07-27 10:43:21,955.88,,,1,"b""b' Had the same problem"," when I connecting to heroku postgres db. :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,22,2017-07-27 10:43:21,560.13,,1,,"b""b' @felangga So how can someone reproduce that issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,23,2017-07-27 10:43:21,138.42,,1,,"b""b' Closing due to inactivity and inability to reproduce.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,closed,2018-07-08 18:22:43,459.37,4,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,24,2017-07-27 10:43:21,1020.28,,1,,"b""b' @markstory check this out (cake-3.6 branch) and run the tests. I get the same issue there.  url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,reopened,2018-08-22 11:23:05,1020.37,4,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,25,2017-07-27 10:43:21,279.73,,1,,"b'b"" @burzum If you have a way to reproduce perhaps you could figure out the root cause too? I\'m a bit strapped for time and have personally never seen this error.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,26,2017-07-27 10:43:21,19.93,,1,,"b""b' Closing as there is no way to reproduce this still.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,closed,2018-09-20 16:22:40,299.58,4,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10953,closed,-,-,-,4,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,opened,2017-07-31 17:16:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,title,2017-07-31 17:16:39,00:00,,1,,"b""b' Bump up to phpstan 0.8.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,closed,2017-07-31 20:02:01,165.37,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,reopened,2017-07-31 20:02:03,0.03,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,1,2017-07-31 17:16:39,165.8,1,,,"b""b' Closing and reopening was me being lazy and wanting to retrigger builds as github was having a bad day.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,2,2017-07-31 17:16:39,7.55,,,1,"b""b' The failed tests are timeAgoInWords tests which will keep failing until the date changes :) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,closed,2017-07-31 21:12:53,70.83,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,10969,closed,-,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,opened,2017-08-21 06:45:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,title,2017-08-21 06:45:47,00:00,,1,,"b""b' Cannot use object of type Cake\\\\Http\\\\Cookie\\\\Cookie as array'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,body,2017-08-21 06:45:47,00:00,1,,,"b""b' This is a (multiple allowed):  * [x] bug * [ ] enhancement * [ ] feature-discussion (RFC)  * CakePHP Version: 3.5.0 * Platform and Target: Apache 2.4", MySQL, OS: Ubuntu * AuthComponent and CsrfComponent  activated  ### What you did migrated from latest 3.4. to 3.5.0 via composer Just tried to start my cake app  ### What happened Cake fails with exception: Error: Cannot use object of type Cake\\\\Http\\\\Cookie\\\\Cookie as array Error in: ," line 546 Cake tries to set the csrf token and fails with the above message  ### What you expected to happen Just simply the app to start '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,1,2017-08-21 06:45:47,26.52,,1,,"b""b' This happens probably due to the change to the new middleware. -> url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,closed,2017-08-21 07:12:18,26.52,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,2,2017-08-21 06:45:47,1092.47,,1,,"b""b' Reopen", as this issue looks like a bug. I could reproduce this issue by using the old Dispatcher," or just calling in a controller: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,reopened,2017-08-22 01:24:46,1092.47,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,3,2017-08-21 06:45:47,968.35,,1,,"b""b' I can take a look.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,4,2017-08-21 06:45:47,465.93,,1,,"b""b' Pull request up now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,closed,2017-08-25 01:19:03,1434.28,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11070,closed,-,-,-,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,opened,2017-09-26 13:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,title,2017-09-26 13:45:00,00:00,,1,,"b""b' start to showing deprecated warnings '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,body,2017-09-26 13:45:00,00:00,,1,,"b""b' TODO:  [x]  enable showing deprecated warning  [x] finding disabled  test classes (not  deprecated warning in testCases)  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,1,2017-09-26 13:45:00,190.25,,1,,"b""b' error_reporting()  should return 32767 by default in test case?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,2,2017-09-26 13:45:00,127.28,,1,,"b""b' We had originally planned on leaving deprecated errors off as having them on will require tests be updated sooner which is better"," but also makes including tests for the deprecated features harder. Do you have an idea of how we could go about ensuring that deprecated features have tests?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,3,2017-09-26 13:45:00,163.8,,1,,"b""b' Goal of this PR is different  I want to ensure all tests using new method This is make easy to migrate to 4.x  But for ensure of old code still works Maybe by adding   Codes after this should be works IMO Let me to test it'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,4,2017-09-26 13:45:00,2.92,,1,,"b""b' If works we no longer need to new test case method for old style This make time and easy to implement '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,5,2017-09-26 13:45:00,159.57,1,,,"b'b"" I know that @ will work but it is a bit messy"," as it doesn\'t force us to make the tests for old code easier to delete later. If we create separate test methods now. Clean-up later will be very easy.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,6,2017-09-26 13:45:00,938.23,,1,,"b""b' we need to  add into to ensure that is in all test case by default ","now is off but how we can applied these to just  ? I want no  apply into  codes  how can we  add this ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,11241,closed,7,2017-09-26 13:45:00,88.47,,1,,"b'b""  We don\'t have a way to do this right now. I think your method is a cleaner approach though. It allows us to use error_reporting to and test deprecated features inside the helper method.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
