REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,66,2016-01-11 17:15:47,11.45,,,1,"b'b"" @mwcampbell PyOpenSSL does _not_ support this", and never will, because PyOpenSSL is a thin wrapper library around OpenSSL, and so doesn\'t support the relevant APIs. However, I recently got merged into cryptography the relevant bindings for OS X (#2683), and I believe that a cryptography with that change in it has been released now. I\'ve also used those bindings to successfully use OS X to validate a certificate chain. A similar approach can probably be used on Windows and the cryptography developers have expressed a willingness to bind the appropriate functions. Given that PyOpenSSL depends on cryptography, this is far and away the simplest route. My current proposal is to add the relevant functionality into the urllib3 PyOpenSSL shim. I\'ve briefly discussed this with @shazow, who was open to the idea. Then, urllib3 would allow to take a parameter ( , defaulting to  ) that will automatically use the system trust store instead of OpenSSL on the relevant platforms. The question then would become whether the requests project can come to consensus on setting that parameter to  . =) We should burn that bridge when we get to it: for now, I\'d like to get the building blocks in place. In an ideal world we\'d actually pull the OS-specific logic out into its own library, so that it can be meaningfully tested, but that\'s a pretty tricky goal. On the other hand," if we can pull it off then we have both provided a really useful service to the Python community in general _and_ potentially helped move towards #2118 by providing a PyOpenSSL equivalent. This I think would be my preferred outcome.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,67,2016-01-11 17:15:47,304.22,,,1,"b'b"" My main concern with this discussion is the potential impacts proposed solutions could have on the user experience. So", to be clear, here are some guidelines: ## GuidelinesInstallation of Requests cannot require any compilation, and should require no external dependencies.The porcelain API should not need to be changed in any way to accommodate these changes, except to provide new functionality. Accommodating SSL is often where HTTP clients fall apart, and the user experience gets compromised in the name of security. Requests\' current solution is an excellent one, though not perfect. With it," we were able to bring seamless proper TLS verification to countless developers that would not have used it otherwise. Any suggested improvements to this approach need to have these design goals in mind. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,closed,2016-01-29 20:06:31,170.73,13,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,reopened,2016-01-29 20:06:33,0.03,13,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,68,2016-01-11 17:15:47,9.65,,,1,b'b\' I understand why installation should require no compilation," though I would limit that to ""no compilation on Windows""", since I think requiring compilation on Mac and Linux is entirely reasonable. But why no required external dependencies at all? pip does a great job of handling external dependencies, and all Python users should be using pip now. So, for example, I think it would be fine to move pyOpenSSL from extras_require to install_requires.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,69,2016-01-11 17:15:47,19.5,,,1,"b'b"" @mwcampbell because that is a requirement of this library. C compilation is rarely a seamless experience and is the #1 source of end-user  when it comes to package installation. It would come up very often", especially for a library as popular as Requests. You shouldn\'t need to compile C code to make HTTP Requests properly.  No dependencies is simply a design decision. One that could be rethought if needed, but again, it\'s about providing a simple and carefully crafted user experience, beginning to end. Of course, Pip works extremely well, and dependencies are very standard fare, but," Requests aims to be better than the status quo. You shouldn\'t need 5 dependencies to make HTTP requests \\xe2\\x80\\x94 you should need 1. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,70,2016-01-11 17:15:47,21.98,,1,,"b'b"" @mwcampbell External dependencies could result in cases of version conflicts. One application could require in a specific version", while needs another. In some cases, (mostly enterprise) you\'re locked to older versions due to dependent code. Reworking that code for a newer version could be tedious or impossible," depending on what else depends on that version. (Especially where OpenSSL is involved)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,71,2016-01-11 17:15:47,60.23,1,,,"b'b"" To be clear", I agree with Kenneth. I doubt this will change the default, but I would like to make it possible to use requests with the system trust stores when it is possible to do so. PyOpenSSL makes it possible," so I\'m inclined to use that as leverage.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,72,2016-01-11 17:15:47,145.07,1,,,b'b\' I also agree with @kennethreitz.  This is a laudable goal for any library, but given that is the transport for how you _get_ other libraries, it\\\'s particularly important here.  However,"no compilation"" does not need to mean ""no C code"" any more, with the advent of the url  organization, and the possibility of allowing of linux wheels on PyPI. Compilation on OS X requires installation of the Xcode command line tools, which requires interactive user acceptance of an EULA, and the error messages that users receive when these tools are _not_ present are totally inscrutable.  Part of the problem here rests with  , of course; it should determine if a package needs compilation and just straight up tell you and not barf out a traceback about a missing executable.\''
requests	2966	open	73	dstufft	2016-01-11 17:15:47	151.05		+1		b'b"" For the record, no compilation _does_ mean no C code if requests is going to continue to be used by pip. We cannot have any mandatory code that is not pure Python and is not 2.x / 3.x single source. Binary wheels are not acceptable for us. Of course requests could choose to go that way, but if it\'s mandatory then we\'ll have to figure out a different solution in pip.""'
requests	2966	open	74	smiley	2016-01-11 17:15:47	224.5		+1		b'b"" I looked into how Chrome integrates with Windows\'  certification validation and all it takes is a few simple API calls. I have a proof-of-concept in C that can be translated to a few calls. Where does trust verification take place now? Is it strictly in native code, or can it be overridden in Python? (Without monkeypatching around socket calls)""'
requests	2966	open	75	glyph	2016-01-11 17:15:47	253.43		+1		b""b' @smiley If you have extracted this information from Chrome, perhaps you could comment on [my Stack Overflow question]url  for posterity?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,76,2016-01-11 17:15:47,755.13,,1,,"b""b' @smiley With OS X I plan to hook into the urllib3 module and interfere with  . My PoC just waited until after the handshake to do the verification", so you can do that too and then provide us with the PoC code. In the proper code it would be better to hook into the verify callback so that we can fail the handshake," but that is a bit trickier.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,77,2016-01-11 17:15:47,290.77,1,,,"b'b"" I still think that this is the right thing to do"," but I also think that the technology simply doesn\'t exist yet to facilitate it right now.  Here is where I officially gave up (again: for now): url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,78,2016-01-11 17:15:47,327.37,,,1,"b""b' @glyph an excellent decision :) (although"," an unfortunate one)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,79,2016-01-11 17:15:47,342.15,,1,,"b""b' Maybe we should just invent a standard (env var or something?) and make OS vendors comply to it if they want to support their own developers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,80,2016-01-11 17:15:47,966.92,,1,,"b""b' See #802.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,81,2016-01-11 17:15:47,1024.88,,1,,"b'b"" Finally got around to doing the Windows implementation", and it looks like the configurable callback in PyOpenSSL\'s [ ]url  will be a good place to implement this. (as @Lukasa suggested) The only downside is that this will force Windows users to install  , but a simple worked perfectly, so that might not be so bad. However, I noticed the PR in urllib3 and certitude. Should I implement it there somehow," or directly in Requests? **EDIT:** I just noticed the native part of Certitude. Guess there\'s already an implementation. Is this still needed or just waiting on to merge?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,82,2016-01-11 17:15:47,1143.62,,1,,"b'b"" @smiley It\'s waiting on a few other things. The native part of certitude needs a setup for wheel builders"," which I haven\'t gotten around to providing yet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,83,2016-01-11 17:15:47,1187.23,,,1,"b'b"" @Lukasa It\'s on my list! (But you should remind me on occasion)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,84,2016-01-11 17:15:47,1276.37,,1,,"b'b"" What\'s the point in having native part which requires compilation on install"," when it can be rewritten using (similarly as [ ]url  and therefore not require compilation and any dependency (apart from stdlib)?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,85,2016-01-11 17:15:47,1348.0,,,1,"b'b"" @piotrjurkiewicz It won\'t require compilation on install", we\'ll distribute wheels. =) And generally speaking ctypes doesn\'t behave well on PyPy (it\'s very slow)," and PyPy is a first-class supported platform for requests. =)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,86,2016-01-11 17:15:47,1392.65,1,,,"b'b"" **Current Thoughts** I still think this should be disastrous", and everything in me says no. But I\'m confident that if this _does_ happen, it will be because it is implemented perfectly and seamlessly.  **Landing in 4.0 vs. 3.0** If this does happen, it may be best for this to be the entire premise of a 4.0 release (3.0 need not wait for this, and already contains a large number of changes \\xe2\\x80\\x94 smaller changesets are desirable).  **Official Beta** I declare that this change will require an official beta release [for the first (and hopefully last) time] with an official call for feedback. This may be bypassed if we are 100% confident of zero complications for users, but if our confidence level is at 95%, a beta release with a call for  is mandatory. As usual," we can carefully oscillate around the terminating line between confidence and arrogance while assessing this.  \\xe2\\x9c\\xa8 \\xf0\\x9f\\x8d\\xb0 \\xe2\\x9c\\xa8 ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,87,2016-01-11 17:15:47,93.18,1,,,"b'b\' This issue has been really illuminating for me.  But what do you mean by ""disastrous""?  It sounds like you think the implementation will just fail to work somehow?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,88,2016-01-11 17:15:47,137.63,1,,,"b'b"" @glyph I just don\'t like anything about it", and it raises every red flag in my book. It will take a currently very simple implementation of very reliable behavior, and replace it with very a complicated implementation (perhaps just complex \\xe2\\x80\\x94 I personally avoid this layer at all costs, hence the simplicity of the current implementation, so this all seems quite complicated to me) with behavior that I fear may be far less reliable, in the name of security. So ensuring the same level of reliability is my number one concern. Zero user-facing changes to installation behaviors are my second concern (NO compilation acceptable, and external dependencies should also be absent). My third concern, which is a large one, is that Requests will now behave differently on different systems \\xe2\\x80\\x94 avoiding this was an explicit design decision when I designed it. So, my reservations are large, and many. But, I\'m open to it, tentatively. Everyone else cares about security far more than I do. I want to support that," but not at any expense to the above mentioned aspects of this project. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,89,2016-01-11 17:15:47,148.43,,1,,"b""b' I think this more or less kills the idea as a mandatory thing. Maybe an opt-in thing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,90,2016-01-11 17:15:47,378.5,1,,,"b'b"" @dstufft if that\'s true", perhaps we can rig it up similar to the current auto-use of PyOpenSSL, if available.  Taken further, could be a package like  ," included in  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,91,2016-01-11 17:15:47,1423.33,,1,,"b'b"" Folks", solves this problem and it\'s been around forever. This resolves every concern. Anyone who wants to extend the CA bundle loading behavior simply implements a plugin.No new dependencies," no compiling. It\'s on me to  my plugin.It gracefully falls back to its current behavior. No breaking changes.It works when it\'s vendored (as it is in pip).People like me can override the built-in behavior without resorting to modifying the source and shipping a custom package.Distro maintainers could ship a plugin instead of modifying requests like they do today.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,92,2016-01-11 17:15:47,1425.23,,1,,"b""b' @dstufft how does this sound to you?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,93,2016-01-11 17:15:47,1429.98,,,1,"b'b"" FWIW I\'d be happy for this to live in urllib3.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,94,2016-01-11 17:15:47,1432.08,1,,,b'b\' It doesn\\\'t bother me, but it\\\'d be a non-optional dependency on setuptools for requests," unless you also handled the ""doesn\\\'t have setuptools case"" as a fall back to the current behavior.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,95,2016-01-11 17:15:47,1432.92,,1,,"b""b' Requests already assumes setuptools is available. url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,96,2016-01-11 17:15:47,1433.27,,1,,"b""b' Only at build time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,97,2016-01-11 17:15:47,1433.32,,1,,"b""b' @tmehlinger buildtime dependency is not a actual runtime dependency'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,98,2016-01-11 17:15:47,1433.88,,1,,"b'b"" D\'oh"," you got me there""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,99,2016-01-11 17:15:47,1433.95,,1,,"b""b' My concern with using pkg_-points is that someone can very easily create a malicious plugin with a set of roots that will allow them to MITM your connection.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,100,2016-01-11 17:15:47,1436.18,1,,,"b'b"" Totally valid concern. My use case is to support trusting an internal CA without having to jump through hoops. I hadn\'t considered that some jerk could upload a malicious package to PyPI and wreak havoc.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,101,2016-01-11 17:15:47,1436.68,,1,,"b'b"" I feel like the concern was having an optional dependency for it at all"," we don\'t need to jump all the way to entry points.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,102,2016-01-11 17:15:47,1436.72,1,,,"b'b"" @tmehlinger I don\'t want to sound rude", but your assumptions don\'t hold. Your suggestion works under very limited conditions: OpenSSL on  that have single CA cert PEM file that contains only trust anchors for TLS web server authentication. Some operating systems have a cert directory," Windows and OSX have different sources for trust anchors. Certificates can come from other sources like PKCS#11 providers or a NSS database. You also must ensure that the CA file contains _only_ trust anchors for TLS server auth. Otherwise you will run into big trouble.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,103,2016-01-11 17:15:47,1438.28,1,,,"b'b"" @sigmavirus24 Eh", for that I\'d defer to [Ten Immutable Laws Of Security (Version 2.0)]url  particularly:Law #1: If a bad guy can persuade you to run his program on your computer, it\'s not solely your computer anymore.Law #2: If a bad guy can alter the operating system on your computer, it\'s not your computer anymore.Law #3: If a bad guy has unrestricted physical access to your computer," it\'s not your computer anymore. Once you install someone\'s software it\'s not solely your computer anymore.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,104,2016-01-11 17:15:47,2.68,,1,,"b'b"" @tiran", I don\'t think you\'re rude, but I don\'t see how that matters. The current implementation already assumes OpenSSL on Linux or BSD by virtue of return the path to a PEM bundle. While I concede that I don\'t have complete solution," I think it is an _improvement_.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,105,2016-01-11 17:15:47,8.75,,1,,"b""b' @tmehlinger if a dependency adds a dependency on one of these plugins (for whatever reason) and that dependency is hacked", then so are you. Besides," how do determine which of a potential myriad of these types of plugins you use? Just always pick the first?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,106,2016-01-11 17:15:47,15.65,1,,,"b'b"" I think you\'re responding to the comment I pulled because I second-guessed myself. :) RegardlessI agree with @dstufft and I\'d argue that it\'s the consumer\'s job to ensure they\'re installing sane packages. I don\'t think we\'re any less safe without this change; someone could just as easily upload their own fork of requests (many of which already exist) with a malicious PEM bundle and unsuspecting users would be compromised. I don\'t deny that it\'s an attack vector. I also argue that it\'s no worse than the current situation"," which includes a multitude of system administrators like me forced to forego certificate validation just to make everything will work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,107,2016-01-11 17:15:47,17.32,1,,,"b'b"" I\'m not against the idea of using pkg_resource entry point per se. It is that I don\'t like the idea of standardizing an API that is severely limited and broken by design", because requests supports Python versions without a SSLContext object. Let\'s go for a better, more flexible and future proof API. Instead of a where() function that returns a path, the entry point should accept two arguments: a SSLContext object and a purpose flag. Each entry point is then able to install whatever certs," directories or loaders it sees fit.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,108,2016-01-11 17:15:47,20.88,,1,,"b""b' @tiran I like that'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,109,2016-01-11 17:15:47,40.23,1,,,"b""b' Is that enough for Windows? I thought you had to totally replace with SChannel to get the weird lazy-init behavior.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,110,2016-01-11 17:15:47,42.87,,1,,"b'b"" @coderanger I think that\'s correct.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,111,2016-01-11 17:15:47,53.87,,,1,"b'b"" @coderanger @dstufft meh"," you are right. It\'s good enough for the simple cases. For proper SChannel support we would have to provide a SSLContext-like object that wraps SChannel.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,112,2016-01-11 17:15:47,56.03,,,1,"b'b"" Yea"," as long as we defined what we meant by  like (An ABC in Python to define what functions are required to be  -like might be a nice addition?) then that\'d be good enough. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2966,open,113,2016-01-11 17:15:47,59.63,1,,,"b'b\' You could probably define an API such that the entry point could return a new ""SSLContext"" to replace the one it was given. This seems like a weird rabbit hole though.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
