REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,2211,closed,4,2016-06-10 02:24:37,1004.4,,,1,"b'b"" PS: Would you be interested in contributions to make the test suite work on Windows? I have contributed to a few other projects soley in  tests. I\'m a test engineer so it\'s kind of my thing ;) ""'",,,,,,,,,,,,,,,,,,,
phpunit,2211,closed,-,-,-,0,3,3,,,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,opened,2016-09-08 09:24:18,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,title,2016-09-08 09:24:18,00:00,,1,,"b""b' Question: how to run with filter test"," that depends on other test'""",,,,,,,,,,,,,,,,,,
phpunit,2292,closed,body,2016-09-08 09:24:18,00:00,,1,,"b""b' I have on some tests.There is option which might be used to run exactly one test.If this one test depends on some other"," it will be skipped. Is there any option to automatically get and run all chain to run requested by filter test?'""",,,,,,,,,,,,,,,,,,
phpunit,2292,closed,closed,2017-04-13 07:30:11,1325.88,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,1,2016-09-08 09:24:18,575.43,,1,,"b""b' What was the solution here?'""",,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,2,2016-09-08 09:24:18,321.7,,1,,"b""b' AFAIK there is no solution for this.'""",,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,3,2016-09-08 09:24:18,319.98,,1,,"b""b' Ok.. thought you found a solution since you closed the issue. Never mind.'""",,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,reopened,2017-08-28 05:51:05,1340.9,0,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,4,2016-09-08 09:24:18,30.75,1,,,"b""b' This is not a discussion or support forum"," sorry.'""",,,,,,,,,,,,,,,,,,
phpunit,2292,closed,closed,2017-08-28 06:12:10,21.08,1,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,2292,closed,5,2016-09-08 09:24:18,93.68,,,1,"b""b' No but if two people could work together to find a solution to an issue they both encountered", and post the results here.. other people might find the issue," see the solution and be happy'""",,,,,,,,,,,,,,,,,
phpunit,2292,closed,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,opened,2016-12-06 11:18:41,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,title,2016-12-06 11:18:41,00:00,,1,,"b""b' TravisCI reports progress with one dot per line'""",,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,body,2016-12-06 11:18:41,00:00,,1,,"b'b"" I noticed that recently PHPUnit started reporting progress in TravisCI with one dot per line. It\'s not an important issue", but that makes reading the log a bit harder.  For instance: before: url  after: url Is this a TravisCI issue," a PHPUnit issue or an issue with the integration of the two?""'",,,,,,,,,,,,,,,,,
phpunit,2388,closed,1,2016-12-06 11:18:41,0.7,,1,,"b""b' Cross-reference: url '""",,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,2,2016-12-06 11:18:41,121.27,,1,,"b""b' I cannot reproduce this"," see url  for instance.  Are you sure that you did not change anything other than PHPUnit?'""",,,,,,,,,,,,,,,,,,
phpunit,2388,closed,3,2016-12-06 11:18:41,23.33,,1,,"b""b' Progress shown correctly:   date: 2016-11-30T17:26:16Z   commit: b0fa09b67d37bc47b6fa801779fde9a634bd18ae   url  Progress reported with one dot per line:   date: 2016-12-01T17:14:12Z   commit: ea3a119922e48ec631c34dcca4a67d5126a2bda1   url Changes between the commits: url As you can see"," the only change has nothing to do with phpunit or travis'""",,,,,,,,,,,,,,,,,,
phpunit,2388,closed,4,2016-12-06 11:18:41,29.98,,,1,"b""b' Thank you for your report.  Please provide a **minimal**", **self-contained**, reproducing test case that shows the problem you are reporting.  Without such a minimal, self-contained," reproducing test case I will not be able to investigate this issue.'""",,,,,,,,,,,,,,,
phpunit,2388,closed,closed,2016-12-06 14:13:58,175.28,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,reopened,2016-12-06 14:14:01,0.05,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,5,2016-12-06 11:18:41,37.42,,1,,"b'b"" I wish I had the possibility to give some more detail", but I don\'t really know how could I do that.  The PHP version is unchanged, the PHPUnit version is unchanged, the changes to our code are not relevant, I simply don\'t know what could lead to this problem, except some changes in the Travis environment.  That\'s why I\'m going to close this issue here," and hopefully solve this problem in the [TravisCI]url  bug report.  (I just hoped someone else already saw this problem)""'",,,,,,,,,,,,,
phpunit,2388,closed,closed,2016-12-06 14:51:23,37.37,0,6,1,,,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,6,2016-12-06 11:18:41,29.55,,,1,"b""b' How are you invoking PHPUnit? Could it be related to url '""",,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,7,2016-12-06 11:18:41,39.02,,,1,"b'b"" Yes", maybe: we call phpunit via composer: see []url  and []url  but we\'ve been doing that [since October]url  but tests was running fine since a few days ago (eg url  ), so I\'m not 100% sure...  BTW, looking at the TravisCI log, we can see that composer version changed from version 1.2.2 to 1.2.3," so that may be the cause.  I\'ll open another PR on composer issue tracker :wink:""'",,,,,,,,,,,,,,
phpunit,2388,closed,8,2016-12-06 11:18:41,43.68,,,1,"b""b' Others have this problem with composer: see url  and url Thanks for help!'""",,,,,,,,,,,,,,,,,,,
phpunit,2388,closed,-,-,-,0,6,4,,,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,opened,2017-01-26 15:42:40,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,title,2017-01-26 15:42:40,00:00,1,,,"b""b' Weird error when trying to run from but does not exist'""",,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,body,2017-01-26 15:42:40,00:00,,1,,"b""b' ## Expected ## Actual '""",,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,1,2017-01-26 15:42:40,1260.52,,1,,"b'b"" I did find the problem but i don\'t know create a test for simulate the issue. I need create a test for send a pr. Tip for solution the issue :  Class : Class PHPUnit_Util_Fileloader Method :  public static function checkAndLoad($filename) The problem reason  : There are one class called  My solution : ""'",,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,2,2017-01-26 15:42:40,126.72,,1,,b'b\' Actually, the **Expected** section shown above is wrong, too," as it is missing the PHPUnit ""header"". It should be \''",,,,,,,,,,,,,,,,
phpunit,2448,closed,closed,2017-03-31 16:04:10,21.5,1,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,reopened,2017-04-01 13:27:26,1283.27,1,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,closed,2017-04-02 04:31:14,903.8,1,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,2448,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,opened,2017-01-29 08:13:17,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,title,2017-01-29 08:13:17,00:00,,1,,"b""b' Test failures with PHP 7.1.2-dev'""",,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,body,2017-01-29 08:13:17,00:00,,1,,"b""b' ## PHP 7.1.2-dev ## PHP 7.1.1 '""",,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,1,2017-01-29 08:13:17,82.6,,1,,"b""b' Yes"," seems related to url '""",,,,,,,,,,,,,,,,,,
phpunit,2454,closed,2,2017-01-29 08:13:17,1027.53,,1,,"b""b' which version of phpunit and which commit of php-master do you use? I try to execute with phpunit 5.7.9 and -src f007e9f"," but if fails with the folloing error:  '""",,,,,,,,,,,,,,,,,,
phpunit,2454,closed,3,2017-01-29 08:13:17,271.33,,1,,"b""b' @jhdxr Your issue is different from this one and has been taken care of in #2453.'""",,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,closed,2017-01-30 07:14:45,1381.47,0,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,reopened,2017-01-30 07:14:48,0.05,0,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,4,2017-01-29 08:13:17,20.22,,1,,"b'b"" @sebastianbergmann @jhdxr wrote the commit that is breaking the XML formatting expected in your tests ... he\'s just been hit by the inheritance bugfix while trying to test his solution to that ...  There needs to be a tag in just a few days", if this XML formatting issue is not resolved," it will need to be reverted from all branches ...""'",,,,,,,,,,,,,,,,,
phpunit,2454,closed,5,2017-01-29 08:13:17,10.8,1,,,"b""b' @krakjoe Thank you for clarification.  @jhdxr Sorry for the confusion. Make sure that Composer installs the latest version of so that you are not affected by the inheritance bug.'""",,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,6,2017-01-29 08:13:17,201.12,,1,,"b""b' url  should have a test case + possibly fix for this according to the author'""",,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,closed,2017-01-30 13:22:07,367.32,1,7,0,,,,,,,,,,,,,,,,,,,,
phpunit,2454,closed,-,-,-,1,7,0,,,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,opened,2017-02-07 04:17:00,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,title,2017-02-07 04:17:00,00:00,,1,,"b""b' PHPUnit 6 upgrade fails 5.7 passing tests'""",,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,body,2017-02-07 04:17:00,00:00,,1,,"b'b"" As soon as I attempt to upgrade to PHPUnit 6 (and quickly do necessary changes to make it run)"," the following test starts to fail in Doctrine ORM: url Here\'s the output:   ""'",,,,,,,,,,,,,,,,,,
phpunit,2482,closed,1,2017-02-07 04:17:00,149.17,,,1,"b""b' Thank you for your report.  Please provide a **minimal**", **self-contained**, reproducing test case that shows the problem you are reporting.  Without such a minimal, self-contained," reproducing test case I will not be able to investigate this issue.'""",,,,,,,,,,,,,,,
phpunit,2482,closed,closed,2017-02-07 06:46:10,149.17,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,reopened,2017-02-07 06:46:29,0.32,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,2,2017-02-07 04:17:00,914.38,,1,,"b'b"" @sebastianbergmann This issue can be closed", however I\'m adding the reasoning of the issue here. I only found it after trying to reproduce in a minimal, self-contained test case:  EntityManagerDecorator is an abstract class that delegates all calls to EntityManagerInterface. Some methods (such as clear(), persist()) do not return the output from the wrapped EntityManagerInterface instance. This leads to pass in PHPUnit 5.7 but fail on PHPUnit 6.0 (basically,"  version 6 addressed a bug from 5.7).""'",,,,,,,,,,,,,,,
phpunit,2482,closed,closed,2017-02-07 22:00:33,914.07,0,3,1,,,,,,,,,,,,,,,,,,,,
phpunit,2482,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,opened,2017-02-07 15:29:05,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,title,2017-02-07 15:29:05,00:00,,1,,"b'b\' Travis CI fails with 6.x to The command "" coverage-clover "" exited with 1\''",,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,body,2017-02-07 15:29:05,00:00,,1,,"b""b' This seems to happen with versions and not with  "," Travis CI builds below  [phpunit 6.x]url  Fail  [phpunit 5.x]url  Success  Any idea why why this happen ?'""",,,,,,,,,,,,,,,,,,
phpunit,2488,closed,closed,2017-02-07 15:31:25,2.33,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,reopened,2017-02-07 15:31:27,0.03,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,1,2017-02-07 15:29:05,3.82,,1,,"b""b' The test runner now exits with (instead of  ) when all tests pass but there are warnings (see url '""",,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,closed,2017-02-07 15:32:54,1.45,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,2488,closed,2,2017-02-07 15:29:05,2.52,,,1,"b""b' Aah"," ok that explains that thanks.'""",,,,,,,,,,,,,,,,,,
phpunit,2488,closed,3,2017-02-07 15:29:05,1034.77,,1,,"b""b' @sebastianbergmann I get the same warning"," is this supposed to happen?'""",,,,,,,,,,,,,,,,,,
phpunit,2488,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,opened,2017-02-07 17:15:55,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,title,2017-02-07 17:15:55,00:00,,1,,"b""b' Version 5.7.10 coverage is 3.5 times slower than 5.7.9'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,body,2017-02-07 17:15:55,00:00,,1,,"b""b' PHP version: 7.1.1 PHPUnit version: 5.7.10  By using version 5.7.10 the generation of coverage (in this case html"," but I think it does not matter) is slowed down by a factor of 3.5 in comparison to 5.7.9. 5.7.10:   5.7.9: '""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,1,2017-02-07 17:15:55,726.08,,1,,"b""b' Is there a speed difference when no code coverage report is generated?'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,2,2017-02-07 17:15:55,196.47,,1,,"b""b' There is no significant difference. is taking 1.33 minutes"," is taking 1.29 minutes.'""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,3,2017-02-07 17:15:55,6.15,,,1,"b""b' Thank you. It would seem to be related to code coverage.  This [should]url  have been reported on the [php-code-coverage]url  project.'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,closed,2017-02-08 08:44:37,928.7,0,4,1,,,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,4,2017-02-07 17:15:55,16.23,,1,,"b""b' At first I thought that"," too. But in both cases phpunit-code-coverage version 4.0.5 was used. So I concluded this is an issue with phpunit.'""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,reopened,2017-02-08 09:24:41,40.07,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,5,2017-02-07 17:15:55,24.03,,1,,"b""b' In that case it probably belongs here.'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,6,2017-02-07 17:15:55,297.35,,1,,"b""b' I cannot reproduce this.  Please provide a **minimal**", **self-contained**, reproducing test case that shows the problem you are reporting.  Without such a minimal, self-contained," reproducing test case I will not be able to investigate this issue.'""",,,,,,,,,,,,,,,
phpunit,2489,closed,7,2017-02-07 17:15:55,71.05,,1,,"b""b' I just tried version 5.7.9 ... slow aswell. We run tests multiple times per day. First occurance of this was on Feb"," 6. Maybe that helps. '""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,8,2017-02-07 17:15:55,9.38,,1,,"b""b' What would help would be knowing the last version that is not slow and the first version that is slow.'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,9,2017-02-07 17:15:55,28.53,,1,,"b""b' Well for me the last version which was not slow was "," as shown above. But maybe the perfomance decreased before but not as significantly.'""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,10,2017-02-07 17:15:55,14.6,,1,,"b'b"" Yes", that is possible. I think we should focus on the difference between 5.7.9 and 5.7.10. Right now I\'m testing 5.7.5 with -code-coverage 4.0.4 which is the last version I have logs from with a short runtime to make sure it is nothing else.  Update: Slow as well o0 ... @mbaeuerle: Are you also using and testing Symfony? Maybe they have changed something.  Another question @mbaeuerle: If you run phpunit 5.7.9 now with PHP 7.1.1," is it still faster?""'",,,,,,,,,,,,,,,,,
phpunit,2489,closed,11,2017-02-07 17:15:55,1073.3,,,1,"b""b' Good news (at least for phpunit ;) ). This PR from Symfony fixes the issue for us:  url Seems to be unrelated to phpunit.'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,12,2017-02-07 17:15:55,2.83,,1,,"b""b' @sawmurai I was using PHP 7.1.1 for all tests from the beginning. The tests belong to a laravel application"," which uses some symfony components. For the tests I specifically just changed the phpUnit version from 5.7.9 to 5.7.10 and did not change any other aspect of the dependencies.'""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,13,2017-02-07 17:15:55,25.0,,1,,"b""b' Is laravel depending on the FramworkBundle of Symfony? If so you could try to limit that to version 3.2.2 as well. Maybe that resolves the issue for you"," too.'""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,14,2017-02-07 17:15:55,66.95,,1,,"b""b' Laravel is just depending on some packages from symfony and it seems they are already on 3.2. From composer:  I just retried the tests", just changing the version of phpUnit," and I still get the same results as before. '""",,,,,,,,,,,,,,,,,
phpunit,2489,closed,15,2017-02-07 17:15:55,6.47,,1,,"b""b' 3.2 will use the current version which is 3.2.3 and which contains the bug. Can you try and replace ~3.2 with 3.2.2 and run the tests again?'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,16,2017-02-07 17:15:55,57.9,,1,,"b""b' I just tried that", but with no success," still slow with phpUnit 5.7.10 and faster with 5.7.9'""",,,,,,,,,,,,,,,,,
phpunit,2489,closed,17,2017-02-07 17:15:55,1.53,1,,,"b""b' Hm"," that is weird. Can you upload your  so I can compare it to ours? Maybe it is some other dependency. '""",,,,,,,,,,,,,,,,,,
phpunit,2489,closed,18,2017-02-07 17:15:55,1233.43,,1,,"b'b"" Maybe the slowdown has something to do with changing the coverage strategy? I don\'t know the details of the fix for issue #2462 (which is the only change from 5.7.9 to 5.7.10) but our code coverage changes between the two versions. 5.7.9:  5.7.10: ""'",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,19,2017-02-07 17:15:55,22.33,,1,,b'b\' The fix for #2462 is comprised of two commits, c9fb2d0b48755613513124516dd21dfae9fd3d08 and 631351297cd5ec850f81aecfc3ac3f3cf7c778c9. As far as I can see, these are the only changes related to code coverage between PHPUnit 5.7.9 and PHPUnit 5.7.10.  The only thing these two commits intended to change was to not fill the whitelist when one is configured but no code coverage report is to be generated, for instance when is used.  Looking at your screenshots, @mbaeuerle," the report you get with PHPUnit 5.7.9 looks wrong to me as no details are shown for  . This would be correct if you have in your  . should also be the default value for this configuration option.  The report you get with PHPUnit 5.7.10 looks correct to me as there are details shown for  . ""Correct"" assumes", of course, that you have configured in your (and that is not covered by any test).  Processing uncovered, whitelisted files to show details for them in the code coverage report is additional work that is otherwise not performed. This additional work could explain the slowdown.  Can you please share your file\\\'s section?\'',,,,,,,,,,,
phpunit,2489,closed,20,2017-02-07 17:15:55,260.95,1,,,"b'b"" There is something going on with the parameter. In Laravel it is set to by default:  I haven\'t changed the parameter when switching phpUnit versions and running the coverage. But for some reason in 5.7.9 not tested files are not processed but in 5.7.10 they are.  Now comes the odd part: If I use on both versions", untested files are processed both times.  You can see the differences in my repo where I created two fresh Laravel apps," the only difference is the version of phpUnit in : url  url ""'",,,,,,,,,,,,,,,,,
phpunit,2489,closed,21,2017-02-07 17:15:55,232.53,,,1,"b""b' The option has a positive performance impact as noted [here]url  But due to a regression phpunit does not pass this option from the xml configuration file to  . My PR #2505 should fix that.'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,closed,2017-02-18 18:39:46,555.08,2,18,3,,,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,22,2017-02-07 17:15:55,41.17,,,1,"b""b' @sebastianbergmann thanks for the quick merge. Can you please tag  ?'""",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,23,2017-02-07 17:15:55,1091.47,,,1,"b'b"" Thanks for the fix ! It\'s working fine now again!""'",,,,,,,,,,,,,,,,,,,
phpunit,2489,closed,24,2017-02-07 17:15:55,1255.52,,,1,"b'b"" Oh god", thanks for this! I\'ve been trying to figure out for the last week why my code coverage was taking an hour to generate," so much faster now. \\xf0\\x9f\\x8e\\x89 ""'",,,,,,,,,,,,,,,,,
phpunit,2489,closed,-,-,-,2,18,6,,,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,opened,2017-02-20 09:36:05,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,title,2017-02-20 09:36:05,00:00,,1,,"b""b' Missing typehints on PHPUnit_Framework_MockObject_MockObject'""",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,body,2017-02-20 09:36:05,00:00,,1,,"b'b"" I don\'t have autocomplete support for the PHPUnit_Framework_MockObject_MockObject return type things like..   Will work but my phpstan complains that the method function does not exists i also don\'t have any auto completion in my ide. It would be nice if the available methods would be documented in the interface.  This is for phpunit 6""'",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,1,2017-02-20 09:36:05,2.8,,,1,"b""b' Use and your IDE will be happy.'""",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,closed,2017-02-20 09:38:53,2.8,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,2,2017-02-20 09:36:05,1212.63,,1,,"b'b"" That won\'t work it does not have completion on or as they are not in the returned interface.  I notice now that it\'s in it\'s own repo btw so the issue probably belongs there. url  ""'",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,3,2017-02-20 09:36:05,146.15,,1,,"b""b' This [should]url  have been reported on the [phpunit-mock-objects]url  project.'""",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,reopened,2017-02-21 08:17:40,1358.78,0,4,1,,,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,4,2017-02-20 09:36:05,832.73,,1,,"b""b' I use url  '""",,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,closed,2017-03-18 05:24:09,1266.48,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2507,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,opened,2017-03-10 16:27:56,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,title,2017-03-10 16:27:56,00:00,,1,,"b'b""   doesn\'t display version when running unsupported PHP""'",,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,body,2017-03-10 16:27:56,00:00,1,,,"b'b"" | Q       | A  PHPUnit version   | Unknown", probably 5.7.x | PHP version   | HHVM 3.18.1 | Installation Method | Composer  When running an unsupported version of PHP, the command becomes useless because it omits outputting the current version of PHPUnit.   We\'re seeing a problem on Travis CI where we\'re getting the error when running HHVM builds. While attempting to debug the problem," we added but it fails to report the PHPUnit version.""'",,,,,,,,,,,,,,,,
phpunit,2563,closed,1,2017-03-10 16:27:56,19.02,1,,,"b""b' That is unfortunate but something that cannot be helped. The version information is stored in a class ( ). This class can only be loaded after it has been established that PHPUnit is running on a supported version of PHP. Otherwise we might run into a syntax error as could be using syntax not supported on the version of PHP trying to run PHPUnit.'""",,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,closed,2017-03-10 16:46:57,19.02,2,1,0,,,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,2,2017-03-10 16:27:56,4.13,,1,,"b""b' Can the version information be moved into a non-PHP file and populated during the release build? Then the command can use this file instead of reading a PHP file which might not get parsed.'""",,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,reopened,2017-03-10 16:51:16,4.32,2,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,3,2017-03-10 16:27:56,2.27,,,1,"b""b' Good point. However", I am not comfortable introducing such a change in the or branches. Not yet," at least. I will need to think about this.'""",,,,,,,,,,,,,,,,,
phpunit,2563,closed,4,2017-03-10 16:27:56,1.18,,1,,"b""b' Such a change", if made," would also remove the need for this [hack]url '""",,,,,,,,,,,,,,,,,
phpunit,2563,closed,5,2017-03-10 16:27:56,21.88,,1,,"b""b' Proof of Concept: '""",,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,closed,2017-05-02 07:17:03,865.78,2,4,1,,,,,,,,,,,,,,,,,,,,
phpunit,2563,closed,6,2017-03-10 16:27:56,844.6,,,1,"b'b"" I did not feel comfortable with the approach shown in url  and have now implemented a solution for this that should work for the PHAR distribution of PHPUnit.  I understand that having multiple versions of PHP installed (I", for instance, have PHP 5.6, PHP 7.0, PHP 7.1, and PHP 7.2 installed on my machine) is not uncommon," but I do not want to add additional complexity to PHPUnit because of this. If you are able to install PHPUnit using Composer (which does check PHPUnit\'s compatibility with the version of PHP that is used to run  ) then you are on your own when you use different versions of PHP when you run and  .""'",,,,,,,,,,,,,
phpunit,2563,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,opened,2017-05-16 19:32:36,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,title,2017-05-16 19:32:36,00:00,,1,,"b""b' Make agument types consistent with implementation and underlying function argument types'""",,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,body,2017-05-16 19:32:36,00:00,,1,,"b""b' The types of aguments in methods and corresponding function aliases are declared as however the underlying method allows them to be  .  Static code analysis of the tests using these assertions with [phpstan]url  produces false positives like:  '""",,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,1,2017-05-16 19:32:36,7.2,,,1,"b""b' # [Codecov]url  Report[![Impacted file tree graph]url  | [Impacted Files]url  | Coverage \\xce\\x94 | Complexity \\xce\\x94  []url []url -[Continue to review full report at Codecov]url '""",,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,closed,2017-05-16 20:58:18,85.7,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,reopened,2017-05-17 19:29:36,1351.3,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,2,2017-05-16 19:32:36,15.58,,,1,"b""b' Merged manually"," thanks.'""",,,,,,,,,,,,,,,,,,
phpunit,2680,closed,closed,2017-05-17 19:55:23,25.78,0,2,2,,,,,,,,,,,,,,,,,,,,
phpunit,2680,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,opened,2017-05-28 10:34:38,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,title,2017-05-28 10:34:38,00:00,,1,,"b""b' Add new constraint functions'""",,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,body,2017-05-28 10:34:38,00:00,,1,,"b""b' Added the function Added the function Added the function Added the function Added the function'""",,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,1,2017-05-28 10:34:38,5.33,,,1,"b""b' # [Codecov]url  Report[![Impacted file tree graph]url   -[Continue to review full report at Codecov]url '""",,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,2,2017-05-28 10:34:38,8.12,1,,,"b""b' @sebastianbergmann Now that PHPUnit has switched to namespaces", I think it would be a good idea, but another breaking change, to move the functions into a namespace.  EDIT: oops," issue closed by error.'""",,,,,,,,,,,,,,,
phpunit,2695,closed,closed,2017-05-28 10:48:05,13.45,1,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,reopened,2017-05-28 10:48:08,0.05,1,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,closed,2017-05-28 12:11:03,82.92,1,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2695,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,opened,2017-10-15 14:17:45,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,title,2017-10-15 14:17:45,00:00,,1,,"b""b' Added assertResourceType assertion'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,body,2017-10-15 14:17:45,00:00,,1,,"b""b' Implements #2802.'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,1,2017-10-15 14:17:45,6.15,,,1,"b""b' # [Codecov]url  Report[![Impacted file tree graph]url  | [Impacted Files]url  | Coverage \\xce\\x94 | Complexity \\xce\\x94  []url []url []url -[Continue to review full report at Codecov]url '""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,2,2017-10-15 14:17:45,96.98,,1,,"b""b' what about not adding new assertion"," but change existing one? eg  '""",,,,,,,,,,,,,,,,,,
phpunit,2808,closed,3,2017-10-15 14:17:45,687.0,,1,,"b""b' @keradus That would also work. However", I think I prefer a specific," new assertion method for this.'""",,,,,,,,,,,,,,,,,
